,playername,gamesPlayed,gamesStarted,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,passedBall,catcherERA
683021,Michael Stefanic,21,18,31,30,0,61,1.000,2.90,4.43,124.0,21,5,0,0,20,16,5,2,0,0,12,5,0,12,2,.203,59,.288,.237,.525,0,0,.---,1,245,67,14,0,26,1,0,.255,1.25,0,-.--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666160,Mickey Moniak,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,12,10,4,1,0,0,19,3,0,6,0,.130,46,.184,.152,.336,0,0,.---,0,182,50,7,2,26,1,0,.222,1.20,0,-.--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545361,Mike Trout,7,7,0,0,0,0,.000,0.00,-.--,0.0,7,0,0,0,49,118,80,24,2,38,135,50,6,114,6,.275,415,.360,.617,.977,0,1,1.000,6,2005,472,256,78,140,0,1,.313,0.42,0,10.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663776,Patrick Sandoval,26,26,13,7,0,20,1.000,0.77,1.27,142.2,26,1,0,0,148,120,56,19,3,8,145,59,0,134,5,.248,540,.326,.339,.665,2,3,.600,14,2359,,183,,,3,4,,1.23,1,,3.03,142.2,6,9,0,0,0,0,48,1.35,612,428,26,1,1,1509,.640,5,0,5,2,.400,16.54,0,2.46,9.15,3.72,8.45,3.53,0.50,0,0,,
672282,Reid Detmers,24,24,12,2,2,16,.875,0.58,1.02,123.0,24,0,0,1,103,141,55,25,2,13,113,45,1,106,8,.233,455,.309,.382,.691,4,13,.765,9,2088,,174,,,1,7,,0.73,0,,3.88,123.0,6,6,0,0,0,0,53,1.23,516,369,24,1,1,1338,.640,8,0,2,2,.500,16.98,0,2.51,8.27,3.29,7.76,4.02,0.95,0,0,,
642239,Rob Zastryzny,1,0,0,0,0,0,.000,0.00,0.00,1.0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,.250,4,.250,.750,1.000,0,1,1.000,0,21,,3,,,0,0,,1.00,0,,9.00,1.0,0,0,0,0,0,0,1,1.00,4,3,1,0,0,14,.670,0,0,0,0,.---,21.00,0,-.--,9.00,0.00,9.00,9.00,0.00,1,0,,
572193,Ryan Tepera,56,0,3,1,0,4,1.000,0.07,0.67,54.2,56,0,0,0,54,62,26,8,0,7,44,18,2,41,2,.206,199,.277,.352,.629,1,6,.857,6,859,,70,,,1,1,,0.87,0,,3.79,54.2,5,3,4,9,17,5,23,1.08,221,164,56,0,0,514,.600,2,0,4,0,.625,15.71,9,2.44,7.24,2.96,6.75,4.28,1.15,19,8,,
660271,Shohei Ohtani,26,26,0,0,0,0,.000,0.00,-.--,0.0,145,0,0,0,114,134,44,22,2,14,203,42,0,121,2,.212,570,.268,.332,.600,1,4,.800,9,2452,635,189,93,180,0,2,.315,0.85,1,16.38,2.47,153.0,14,8,0,0,0,0,42,1.07,617,459,26,0,0,1606,.650,2,0,14,0,.636,16.03,0,4.83,11.94,2.47,7.12,2.59,0.82,0,0,,
621493,Taylor Ward,2,1,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,88,139,69,18,2,22,116,59,0,129,4,.276,467,.359,.465,.824,3,5,.625,4,2193,535,217,61,172,0,5,.320,0.63,0,21.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656353,Tucker Davidson,4,3,3,0,0,3,1.000,0.75,1.80,15.1,4,0,0,0,16,19,11,2,1,0,10,13,0,15,1,.254,59,.392,.322,.714,0,2,1.000,1,280,,19,,,0,1,,0.84,0,,6.46,15.1,1,2,0,0,0,0,11,1.83,74,46,4,0,0,165,.590,1,0,0,0,.333,18.26,1,0.77,5.87,7.63,8.80,6.46,0.00,2,1,,
592848,Zack Weiss,9,0,0,1,1,2,.500,0.11,0.82,11.0,9,0,0,1,7,11,3,1,0,1,15,7,2,4,1,.108,37,.267,.216,.483,0,1,1.000,0,173,,8,,,0,0,,0.64,0,,2.45,11.0,0,0,0,0,0,0,3,1.00,45,33,9,0,0,102,.590,1,0,1,0,.---,15.73,5,2.14,12.27,5.73,3.27,2.45,0.82,6,4,,
676265,,15,8,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,,82,,,0,1,,0.40,0,,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,,
666969,Adolis Garcia,148,14,0,0,0,0,.000,0.00,-.--,0.0,14,0,0,0,111,155,84,31,5,25,172,40,2,144,5,.250,576,.301,.451,.752,5,25,.833,7,2419,627,260,96,256,0,6,.309,0.72,0,23.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656271,Brock Burke,50,0,7,2,0,9,1.000,0.18,1.03,79.0,50,2,0,0,67,77,22,14,1,7,85,24,1,58,1,.204,284,.269,.335,.604,2,2,.500,7,1268,,95,,,3,0,,0.87,0,,1.71,79.0,7,4,0,4,9,4,15,1.04,312,237,50,0,0,813,.640,1,1,2,0,.636,16.05,5,3.54,9.68,2.73,6.61,2.51,0.80,11,2,,
669352,Bubba Thompson,47,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,30,28,16,4,0,1,48,7,0,40,2,.278,144,.320,.326,.646,3,18,.857,0,551,155,47,8,46,2,0,.411,1.07,0,144.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518586,Charlie Culberson,2,0,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,3,3,0,0,0,0,0,1,0,1,0,.143,7,.250,.143,.393,0,0,.---,0,28,120,1,11,44,0,0,.338,1.00,0,111.00,0.00,2.0,0,0,0,0,0,0,0,1.00,8,6,2,0,0,17,.610,0,0,0,0,.---,14.00,2,0.00,0.00,4.50,4.50,0.00,0.00,0,0,,
666142,Cole Ragans,8,8,0,1,0,1,1.000,0.13,0.26,35.0,8,0,0,0,31,44,23,5,2,6,25,15,0,39,0,.281,139,.351,.475,.826,2,3,.600,5,635,,66,,,0,0,,0.70,0,,5.40,35.0,0,3,0,0,0,0,21,1.54,154,105,8,0,0,393,.620,0,0,2,0,.000,18.14,0,1.67,6.43,3.86,10.03,5.91,1.54,0,0,,
608369,Corey Seager,7,7,0,0,0,0,.000,0.00,-.--,0.0,7,0,0,0,164,174,87,23,1,32,99,57,7,141,7,.246,573,.319,.457,.776,0,3,1.000,14,2199,642,262,81,208,0,5,.244,0.94,0,17.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642701,Dennis Santana,60,1,7,1,1,9,.889,0.13,1.29,56.0,60,1,0,1,62,53,39,13,0,2,51,26,1,50,4,.236,212,.325,.325,.650,0,2,1.000,6,951,,69,,,0,4,,1.17,0,,5.46,56.0,3,8,1,3,19,2,34,1.36,246,168,60,0,0,586,.620,4,0,3,1,.273,16.98,12,1.96,8.20,4.18,8.04,6.27,0.32,38,9,,
657248,Glenn Otto,25,25,7,8,2,17,.882,0.60,1.10,123.2,25,0,0,2,124,139,69,14,2,18,95,59,0,107,13,.233,459,.334,.390,.724,2,16,.889,10,2061,,179,,,1,5,,0.89,1,,4.73,123.2,6,9,0,0,0,0,65,1.34,538,371,25,0,0,1252,.610,13,0,5,0,.400,16.67,0,1.61,6.91,4.29,7.79,5.02,1.31,0,0,,
622786,Jesus Tinoco,14,1,2,1,0,3,1.000,0.21,1.59,17.2,14,1,0,0,15,23,3,0,1,1,15,8,0,8,0,.133,60,.232,.217,.449,0,2,1.000,1,298,,13,,,0,1,,0.65,0,,1.53,17.2,0,0,0,0,4,0,3,0.91,69,53,14,0,0,194,.650,0,0,0,0,.---,16.87,2,1.88,7.64,4.08,4.08,1.53,0.51,10,3,,
669618,Joe Barlow,34,0,2,1,0,3,1.000,0.09,0.79,34.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,0,0,0,0,0,0,.---,-.--,0,-.--,3.97,34.0,3,1,13,17,0,4,15,1.12,141,102,34,0,0,348,.650,4,0,0,0,.750,15.71,25,2.25,7.15,3.18,6.88,4.76,1.32,2,0,,
667463,John King,37,0,5,1,0,6,1.000,0.16,1.13,48.1,37,0,0,0,79,32,24,6,1,5,29,13,3,52,1,.274,190,.322,.395,.717,0,3,1.000,6,700,,75,,,1,1,,2.47,0,,3.72,48.1,1,3,0,4,8,4,20,1.34,206,145,37,0,0,460,.660,1,0,2,0,.250,14.48,4,2.23,5.40,2.42,9.68,4.47,0.93,13,6,,
592351,Jon Gray,22,22,7,5,0,12,1.000,0.55,0.93,116.1,22,2,0,0,106,108,52,17,2,12,126,36,0,93,6,.217,429,.284,.350,.634,1,14,.933,10,1885,,150,,,0,4,,0.98,0,,3.64,116.1,7,7,0,0,0,0,47,1.11,475,349,22,0,0,1251,.660,6,2,4,0,.500,16.20,0,3.50,9.75,2.79,7.19,4.02,0.93,0,0,,
641680,Jonah Heim,7,4,0,0,0,0,.000,0.00,-.--,0.0,7,0,0,0,100,123,50,20,1,15,85,41,0,89,1,.225,395,.298,.395,.693,13,56,.812,10,1720,439,156,47,174,0,2,.249,0.81,0,26.33,,,,,,,,,,,,,,,,,,,,40,0,,,,,,,,,,,,3,3.91
642546,Jonathan Hernandez,25,0,1,1,1,3,.667,0.08,0.69,26.1,25,0,0,0,37,14,11,4,0,0,25,15,3,23,1,.235,98,.342,.276,.618,2,0,.000,2,452,,27,,,1,0,,2.64,0,,2.39,26.1,2,2,4,5,3,1,7,1.44,115,79,25,0,0,269,.600,1,1,4,0,.500,17.16,15,1.67,8.54,5.13,7.86,3.76,0.00,0,0,,
600917,Jose Leclerc,38,0,1,1,0,2,1.000,0.05,0.39,46.2,38,0,0,0,29,56,16,10,0,5,53,20,0,32,3,.189,169,.285,.337,.622,0,3,1.000,2,759,,57,,,0,1,,0.52,0,,2.89,46.2,0,3,7,8,4,1,15,1.11,193,140,38,0,0,461,.610,3,0,2,0,.000,16.26,20,2.65,10.22,3.86,6.17,3.09,0.96,18,8,,
669701,H. Smith,5,2,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,43,70,22,4,0,2,43,24,0,38,7,.200,190,.308,.253,.561,3,4,.571,1,924,225,48,16,64,1,3,.243,0.61,0,95.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673962,Josh Jung,1,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,15,10,8,4,0,5,29,2,0,16,0,.229,70,.250,.500,.750,0,2,1.000,2,275,72,35,12,33,0,0,.306,1.50,0,14.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608700,Kevin Plawecki,1,0,0,3,1,4,.750,3.00,3.38,8.0,1,0,0,1,0,3,0,0,0,0,0,0,0,1,0,.250,4,.250,.250,.500,0,0,.---,0,18,3,1,1,2,0,0,.500,0.00,0,-.--,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,12,.670,0,0,0,0,.---,18.00,1,-.--,0.00,0.00,9.00,0.00,0.00,0,0,0,5.63
594777,Kole Calhoun,20,15,0,0,0,0,.000,0.00,-.--,0.0,20,0,0,0,79,95,36,14,1,12,132,26,0,75,6,.198,378,.259,.336,.595,2,2,.500,6,1654,413,127,47,155,0,3,.266,0.83,0,31.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665750,Leody Taveras,2,1,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,65,77,36,13,2,4,82,20,0,78,2,.262,298,.310,.359,.669,5,10,.667,2,1206,324,107,32,127,1,3,.344,0.84,0,74.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543760,Marcus Semien,17,13,43,24,2,69,.971,3.94,4.71,128.0,17,7,0,0,131,233,97,31,5,24,110,52,0,158,4,.254,623,.311,.435,.746,7,24,.774,7,2636,688,271,78,213,0,9,.269,0.56,0,25.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664029,Mark Mathias,6,5,10,10,0,20,1.000,3.33,4.62,39.0,6,1,0,0,5,6,2,0,0,1,4,0,0,2,0,.125,16,.118,.313,.431,0,1,1.000,0,63,17,5,4,6,0,1,.083,0.83,0,16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527048,Martin Perez,31,31,19,6,2,27,.926,0.81,1.18,190.1,31,1,0,2,217,170,69,37,0,11,167,64,0,173,6,.240,720,.306,.338,.644,1,10,.909,17,2902,,243,,,4,3,,1.28,1,,2.93,190.1,12,7,0,0,0,0,62,1.25,798,571,31,1,1,1841,.630,6,2,6,1,.632,15.25,0,2.61,7.90,3.03,8.18,3.26,0.52,0,0,,
519043,Matt Moore,59,0,2,2,0,4,1.000,0.07,0.51,70.0,59,0,0,0,61,66,20,8,3,3,77,37,2,48,1,.193,249,.297,.285,.582,2,8,.800,6,1193,,71,,,0,3,,0.92,0,,2.06,70.0,5,2,3,4,14,1,16,1.21,290,210,59,0,0,776,.650,1,0,8,1,.714,17.04,15,2.08,9.90,4.76,6.17,2.57,0.39,21,7,,
663993,Nathaniel Lowe,4,4,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,144,112,70,26,3,25,138,44,2,173,4,.305,567,.359,.494,.853,2,2,.500,10,2399,615,280,73,215,0,0,.366,1.29,0,22.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669087,Sam Huff,39,3,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,24,20,7,3,0,3,38,9,1,26,0,.241,108,.299,.352,.651,0,1,1.000,1,440,117,38,9,33,0,0,.343,1.20,0,36.00,,,,,,,,,,,,,,,,,,,,13,0,,,,,,,,,,,,5,5.09
621368,Taylor Hearn,29,13,3,2,1,6,.833,0.17,0.47,95.0,29,0,0,1,77,109,59,28,1,11,94,41,0,104,3,.272,382,.346,.437,.783,2,3,.600,3,1706,,167,,,0,2,,0.71,0,,5.31,95.0,6,8,1,2,1,1,56,1.53,428,285,29,0,0,1091,.640,3,0,3,1,.429,17.96,2,2.29,8.91,3.88,9.85,5.59,1.04,4,1,,
668338,Tyson Miller,3,1,1,0,0,1,1.000,0.33,1.50,6.2,3,0,0,0,11,6,7,2,0,0,3,5,0,7,1,.259,27,.394,.333,.727,0,2,1.000,0,140,,9,,,0,0,,1.83,0,,8.10,6.2,1,1,0,0,0,0,6,1.80,33,20,3,0,0,84,.600,1,0,0,0,.500,21.00,0,0.60,4.05,6.75,9.45,9.45,0.00,0,0,,
676265,,15,8,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,,82,,,0,1,,0.40,0,,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,,
640462,A.J. Puk,59,0,6,0,1,7,.857,0.10,0.86,63.1,59,1,0,0,53,59,27,10,1,7,73,20,1,51,10,.218,234,.307,.359,.666,0,7,1.000,5,1022,,84,,,2,0,,0.90,1,,3.27,63.1,3,3,4,9,20,5,23,1.12,267,190,59,0,0,671,.660,10,1,6,0,.500,16.14,8,3.65,10.37,2.84,7.25,3.84,0.99,22,7,,
661309,Adrian Martinez,11,11,2,1,0,3,1.000,0.27,0.51,53.1,11,1,0,0,52,56,38,5,1,13,48,17,0,62,3,.288,215,.345,.502,.847,1,3,.750,5,934,,108,,,0,3,,0.93,0,,6.08,53.1,4,6,0,0,0,0,36,1.48,238,160,11,0,0,600,.640,3,1,6,0,.400,17.51,0,2.82,8.10,2.87,10.46,6.41,2.19,0,0,,
643493,Austin Pruitt,36,1,4,6,0,10,1.000,0.28,1.73,52.2,36,0,0,0,63,59,29,11,0,11,36,8,0,47,1,.232,203,.262,.448,.710,2,3,.600,1,777,,91,,,0,2,,1.07,0,,4.44,52.2,0,1,1,3,2,2,26,1.04,214,158,36,0,0,519,.670,1,0,0,0,.000,14.75,14,4.50,6.15,1.37,8.03,4.96,1.88,11,4,,
640461,Chad Pinder,1,0,0,0,0,0,.000,0.00,-.--,0.0,12,0,0,0,0,2,3,1,0,0,0,2,0,2,1,.500,4,.714,.750,1.464,0,0,.---,0,26,366,3,42,137,0,0,.305,0.00,0,29.00,27.00,1.0,0,0,0,0,0,0,3,4.00,7,3,1,0,0,12,.460,1,0,0,0,.---,26.00,1,0.00,0.00,18.00,18.00,27.00,0.00,0,0,,
608344,Cole Irvin,28,28,8,6,1,15,.933,0.50,0.74,171.0,28,2,0,0,161,217,84,31,3,23,117,35,2,161,5,.247,651,.289,.410,.699,2,0,.000,15,2446,,267,,,1,4,,0.74,0,,4.05,171.0,9,12,0,0,0,0,77,1.15,696,513,28,0,0,1662,.680,5,0,2,1,.429,14.30,0,3.34,6.16,1.84,8.47,4.42,1.21,0,0,,
621079,Collin Wiles,3,0,0,1,0,1,1.000,0.33,1.13,8.2,3,0,0,0,13,4,6,2,1,1,8,2,0,10,1,.286,35,.342,.486,.828,0,1,1.000,1,145,,17,,,0,0,,3.25,0,,5.19,8.2,0,0,0,0,0,0,5,1.38,38,26,3,0,0,93,.640,1,0,0,0,.---,16.73,1,4.00,8.31,2.08,10.38,6.23,1.04,2,0,,
668843,Conner Capel,2,1,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,6,7,1,0,0,1,2,1,0,3,0,.176,17,.211,.353,.564,0,0,.---,0,72,19,6,2,7,0,1,.133,0.86,0,17.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665506,Cristian Pache,86,67,1,192,1,194,.995,2.27,2.83,614.2,85,0,0,0,83,45,17,5,2,2,68,14,0,37,1,.160,231,.211,.225,.436,2,1,.333,5,882,248,52,16,97,2,0,.217,1.84,0,115.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660650,Dermis Garcia,2,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,15,14,12,6,0,5,45,8,0,22,1,.229,96,.295,.448,.743,0,0,.---,1,454,105,43,20,41,0,0,.370,1.07,0,19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642758,Domingo Acevedo,67,0,2,3,2,7,.714,0.07,0.69,65.0,67,0,0,2,64,70,24,11,1,8,55,16,3,47,3,.202,233,.261,.361,.622,0,4,1.000,7,959,,84,,,2,1,,0.91,0,,3.32,65.0,3,3,4,7,20,3,24,0.97,255,195,67,0,0,641,.670,3,1,1,0,.500,14.75,10,3.44,7.62,2.22,6.51,3.32,1.11,30,10,,
676391,Ernie Clement,2,0,2,1,0,3,1.000,3.00,3.00,9.0,1,0,0,0,4,1,4,0,0,2,0,0,0,6,0,.600,10,.545,1.200,1.745,0,0,.---,1,42,5,12,0,3,0,1,.000,4.00,0,-.--,18.00,2.0,0,0,0,0,0,0,4,3.00,11,6,2,0,0,26,.620,0,0,1,0,.---,21.00,2,-.--,0.00,0.00,27.00,18.00,9.00,0,0,,
676664,JP Sears,7,2,1,0,0,1,1.000,0.14,0.41,22.0,7,0,0,0,22,26,5,3,0,1,15,5,0,14,1,.184,76,.241,.263,.504,1,2,.667,1,311,,20,,,0,1,,0.85,0,,2.05,22.0,3,0,0,0,0,0,5,0.86,83,66,7,0,0,208,.670,1,0,0,0,1.000,14.14,1,3.00,6.14,2.05,5.73,2.05,0.41,2,0,,
621076,James Kaprielian,25,25,6,9,1,16,.938,0.60,1.05,128.0,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,0,0,0,0,0,0,.---,-.--,0,-.--,4.43,128.0,4,9,0,0,0,0,63,1.38,556,384,25,0,0,1357,.630,5,0,2,0,.308,16.71,0,1.60,6.40,4.01,8.44,4.78,1.13,0,0,,
657649,Jared Koenig,9,5,3,0,1,4,.750,0.33,0.77,35.1,9,0,0,0,47,39,25,10,1,4,19,15,0,40,5,.282,142,.366,.451,.817,1,0,.000,2,611,,64,,,1,2,,1.21,0,,6.37,35.1,1,3,0,0,0,0,25,1.56,165,106,9,0,0,375,.610,5,1,4,0,.250,17.29,4,1.27,4.84,3.82,10.19,6.37,1.02,0,0,,
681146,Jonah Bride,53,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,43,50,13,4,0,1,30,17,0,32,4,.209,153,.303,.255,.558,0,1,1.000,4,745,176,39,6,67,1,1,.252,0.86,0,153.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672478,Jordan Diaz,9,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,10,4,3,2,0,0,3,1,0,10,0,.370,27,.393,.444,.837,0,0,.---,1,82,28,12,0,8,0,0,.417,2.50,0,-.--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686610,Ken Waldichuk,5,5,1,1,0,2,1.000,0.40,0.82,22.2,5,0,0,0,18,27,18,9,1,5,21,7,0,26,3,.286,91,.353,.571,.924,0,1,1.000,2,390,,52,,,0,1,,0.67,0,,7.15,22.2,1,2,0,0,0,0,18,1.46,102,68,5,0,0,254,.650,3,0,1,0,.333,17.21,0,3.00,8.34,2.78,10.32,7.15,1.99,0,0,,
669912,Kirby Snead,44,0,6,1,1,8,.875,0.16,1.50,42.1,44,1,0,0,40,48,29,16,0,5,34,22,3,54,2,.312,173,.392,.491,.883,2,7,.778,4,746,,85,,,1,2,,0.83,0,,6.17,42.1,1,1,0,2,5,2,29,1.80,200,127,44,0,0,469,.630,2,0,3,2,.500,17.62,12,1.55,7.23,4.68,11.48,6.17,1.06,25,6,,
669397,Nick Allen,53,50,170,59,5,234,.979,4.32,4.69,439.0,53,33,0,2,91,70,28,12,0,3,62,18,0,58,1,.211,275,.262,.287,.549,2,3,.600,5,1071,300,79,16,109,6,0,.262,1.30,0,91.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650204,Norge Ruiz,12,0,1,1,0,2,1.000,0.17,1.13,16.1,12,0,0,0,15,17,13,3,0,2,16,6,0,24,2,.343,70,.400,.471,.871,0,1,1.000,1,317,,33,,,0,2,,0.88,0,,6.61,16.1,0,1,0,1,0,1,12,1.84,80,49,12,0,0,200,.630,2,0,2,0,.000,19.41,6,2.67,8.82,3.31,13.22,7.16,1.10,8,2,,
572125,Sam Selman,14,0,2,3,0,5,1.000,0.36,2.81,16.1,14,0,0,0,12,19,7,3,0,3,16,4,0,13,0,.217,60,.266,.417,.683,1,1,.500,1,254,,25,,,0,0,,0.63,0,,3.86,16.1,0,0,0,1,0,1,7,1.04,64,49,14,0,0,163,.640,0,0,0,0,.---,15.55,5,4.00,8.82,2.20,7.16,3.86,1.65,11,5,,
669221,Sean Murphy,28,28,0,0,0,0,.000,0.00,-.--,0.0,28,0,0,0,139,137,67,37,2,18,119,54,2,130,12,.250,520,.332,.433,.765,19,42,.689,13,2292,592,225,66,189,0,5,.289,1.01,2,28.89,,,,,,,,,,,,,,,,,,,,32,2,,,,,,,,,,,,1,4.73
664913,Seth Brown,2,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,97,128,53,26,2,25,140,47,2,110,3,.232,474,.305,.454,.759,1,10,.909,7,2097,525,215,66,200,0,1,.274,0.76,0,18.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669127,Shea Langeliers,21,21,0,0,0,0,.000,0.00,-.--,0.0,21,0,0,0,22,25,11,10,1,3,50,4,0,27,0,.221,122,.242,.393,.635,2,15,.882,4,483,128,48,15,45,0,2,.338,0.88,0,40.67,,,,,,,,,,,,,,,,,,,,8,0,,,,,,,,,,,,0,5.38
519390,Stephen Vogt,65,17,0,0,0,0,.000,0.00,-.--,0.0,26,0,0,0,31,64,16,4,1,6,44,16,0,26,2,.161,161,.240,.311,.551,0,1,1.000,4,683,183,50,22,66,0,4,.174,0.48,0,26.83,,,,,,,,,,,,,,,,,,,,9,0,,,,,,,,,,,,0,4.09
643393,Tony Kemp,2,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,143,165,58,23,2,7,66,43,0,112,8,.234,478,.306,.335,.641,1,11,.917,5,1983,537,160,45,137,5,3,.257,0.87,0,68.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664202,Tyler Cyr,1,0,0,0,0,0,.000,0.00,0.00,0.1,1,0,0,0,0,1,1,1,0,1,0,0,0,2,0,.667,3,.667,2.000,2.667,0,0,.---,0,9,,6,,,0,0,,0.00,0,,27.00,0.1,0,0,0,0,0,0,1,6.00,3,1,1,0,0,4,.440,0,0,0,0,.---,27.00,1,-.--,0.00,0.00,54.00,27.00,27.00,0,0,,
605353,Vimael Machin,70,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,60,66,26,12,0,1,40,25,0,49,2,.231,212,.314,.302,.616,1,1,.500,6,956,242,64,13,73,0,3,.276,0.91,0,212.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676265,,15,8,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,,82,,,0,1,,0.40,0,,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,,
543305,Aaron Hicks,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,85,104,52,9,2,8,101,58,3,83,4,.224,370,.334,.324,.658,3,10,.769,10,1925,435,120,40,177,1,2,.285,0.82,0,46.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592450,Aaron Judge,23,23,0,0,0,0,.000,0.00,-.--,0.0,23,0,0,0,108,109,130,28,0,61,167,106,18,173,5,.313,552,.425,.696,1.121,3,16,.842,14,2800,672,384,130,204,0,5,.340,0.99,4,9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519203,Anthony Rizzo,9,9,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,95,155,75,21,1,32,97,57,6,102,21,.228,447,.342,.494,.836,5,6,.545,13,2031,527,221,75,216,0,2,.219,0.61,0,13.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547973,Aroldis Chapman,40,0,5,1,0,6,1.000,0.15,1.59,34.0,40,0,0,0,23,37,16,5,0,4,40,25,0,22,1,.183,120,.324,.325,.649,3,2,.400,1,624,,39,,,0,2,,0.62,1,,4.24,34.0,3,3,9,9,1,0,16,1.38,149,102,40,0,0,376,.600,1,0,6,2,.500,18.35,19,1.60,10.59,6.62,5.82,4.24,1.06,5,2,,
