,playername,gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,plateAppearances,rbi,leftOnBase,babip,atBatsPerHomeRun,passedBall,catcherERA
456034,David Price,38,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,2.58,38.1,2,0,1,3,4,2,11,1.17,159,115,38,0,0,389,.680,0,0,0,0,0,-.--,1.000,14.87,12,4.63,8.69,1.88,8.69,2.58,1.41,12,4,0,0,0,6,1,0,7,1.000,0.18,1.66,38.1,38,0,0,0,0,0,0,.---,-.--,,
669160,Dustin May,3,3,15,12,8,0,0,2,18,8,0,10,3,.182,55,.318,.291,.609,0,3,1.000,1,244,4.50,16.0,1,2,0,0,0,0,8,1.13,66,48,3,0,0,157,.640,3,0,0,0,16,1.25,.333,15.25,0,2.25,10.13,4.50,5.63,4.50,1.13,0,0,0,0,0,4,0,0,4,1.000,1.33,2.25,16.0,3,0,0,0,,,,,,,
623465,Evan Phillips,52,0,0,0,0,0,0,0,0,1,0,0,0,.000,0,1.000,.000,1.000,0,0,.---,0,5,1.22,51.2,5,3,2,4,16,2,7,0.70,189,155,52,0,0,488,.660,2,0,0,0,0,-.--,.625,14.26,9,4.83,10.10,2.09,4.18,1.74,0.35,18,3,0,0,0,6,3,0,9,1.000,0.17,1.59,51.2,52,0,0,0,1,0,0,.---,-.--,,
518692,Freddie Freeman,131,131,119,149,93,43,2,16,86,60,7,165,5,.322,513,.394,.507,.901,2,11,.846,5,2263,,,,,,,,,,,,,,,,,,,,,,260,0.80,,,,,,,,,,,,0,0,6,73,953,3,1029,.997,7.83,8.16,1132.2,131,82,0,0,584,81,174,.357,32.06,,
666158,Gavin Lux,28,24,105,80,62,18,7,6,79,46,0,108,0,.293,369,.368,.428,.796,2,7,.778,3,1663,,,,,,,,,,,,,,,,,,,,,,158,1.31,,,,,,,,,,,,0,0,3,0,29,0,29,1.000,1.04,1.27,205.1,28,0,0,0,418,42,173,.355,61.50,,
593643,Hanser Alberto,5,1,4,17,3,1,0,1,0,3,0,8,1,.276,29,.364,.414,.778,0,0,.---,0,107,3.86,7.0,0,0,0,0,0,0,3,1.57,33,21,7,0,0,64,.600,1,0,0,0,12,0.24,.---,15.29,7,0.00,0.00,3.86,10.29,3.86,1.29,0,0,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,135,14,72,.269,66.50,,
592390,Heath Hembree,20,0,10,25,13,6,0,5,12,14,1,17,0,.274,62,.397,.613,1.010,1,6,.857,0,301,7.16,16.1,2,0,0,1,2,1,13,1.90,78,49,20,0,0,178,.590,0,0,1,0,38,0.40,1.000,18.43,3,0.86,6.61,7.71,9.37,7.16,2.76,13,7,0,0,2,0,0,0,0,.000,0.00,0.00,16.1,20,0,0,0,,,,,,,
608336,Joey Gallo,1,0,29,61,32,4,1,12,106,40,0,37,0,.159,233,.282,.339,.621,0,2,1.000,0,1142,,,,,,,,,,,,,,,,,,,,,,79,0.48,,,,,,,,,,,,0,0,0,0,2,0,2,1.000,2.00,3.00,6.0,1,0,0,0,273,24,122,.217,19.42,,
628711,Julio Urias,25,25,117,157,43,18,3,17,137,31,0,102,5,.200,510,.251,.347,.598,3,3,.500,10,2099,2.32,139.2,14,7,0,0,0,0,36,0.95,549,419,25,0,0,1454,.690,5,1,0,1,177,0.75,.667,15.03,0,4.42,8.83,2.00,6.57,2.77,1.10,0,0,0,0,3,8,3,1,12,.917,0.44,0.71,139.2,25,0,0,1,,,,,,,
457759,Justin Turner,48,48,82,135,49,31,0,9,72,41,1,106,5,.274,387,.345,.424,.769,0,3,1.000,12,1779,,,,,,,,,,,,,,,,,,,,,,164,0.61,,,,,,,,,,,,0,0,8,0,0,0,0,.000,0.00,-.--,0.0,48,0,0,0,441,67,164,.309,43.00,,
571970,Max Muncy,21,21,72,123,54,16,1,16,115,74,1,69,2,.185,373,.319,.362,.681,0,2,1.000,2,1969,,,,,,,,,,,,,,,,,,,,,,135,0.59,,,,,,,,,,,,0,0,6,0,0,0,0,.000,0.00,-.--,0.0,21,0,0,0,455,51,180,.214,23.31,,
678246,Miguel Vargas,2,2,2,3,0,1,0,0,2,0,0,2,0,.222,9,.222,.333,.555,0,1,1.000,0,37,,,,,,,,,,,,,,,,,,,,,,3,0.67,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,9,2,4,.286,-.--,,
605141,Mookie Betts,112,109,104,148,101,29,2,32,85,45,0,129,6,.279,463,.348,.557,.905,1,12,.923,8,1973,,,,,,,,,,,,,,,,,,,,,,258,0.70,,,,,,,,,,,,0,0,3,8,247,0,255,1.000,2.28,2.42,950.1,112,4,0,0,517,70,163,.278,14.47,,
641360,Phil Bickford,52,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,4.94,51.0,2,1,0,1,6,1,28,1.18,209,153,52,0,0,569,.670,2,0,0,1,0,-.--,.667,16.65,11,3.79,9.35,2.47,8.12,4.94,1.59,10,3,0,0,0,2,1,0,3,1.000,0.06,0.53,51.0,52,0,0,0,0,0,0,.---,-.--,,
572204,Trayce Thompson,2,1,4,2,1,0,0,0,7,2,0,1,0,.071,14,.188,.071,.259,1,0,.000,0,72,,,,,,,,,,,,,,,,,,,,,,1,2.00,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,16,2,8,.143,-.--,,
607208,Trea Turner,130,130,129,139,82,33,2,18,105,37,1,162,3,.306,529,.351,.478,.829,2,22,.917,9,2222,,,,,,,,,,,,,,,,,,,,,,253,0.93,,,,,,,,,,,,2,0,6,267,148,11,426,.974,3.19,3.32,1124.2,130,45,0,5,577,86,218,.350,29.39,,
542881,Tyler Anderson,25,23,0,0,0,0,0,0,1,0,0,0,0,.000,1,.000,.000,.000,0,0,.---,0,5,2.68,147.2,13,3,0,0,0,0,44,1.02,586,443,25,0,0,1477,.680,7,0,6,1,0,-.--,.813,14.61,0,3.80,6.95,1.83,7.37,2.86,0.67,0,0,0,0,0,28,12,1,41,.976,1.60,2.45,147.2,25,1,0,1,1,0,1,.---,-.--,,
669257,Will Smith,19,18,85,144,55,22,1,19,77,49,3,107,9,.262,409,.350,.460,.810,9,40,.816,8,1949,,,,,,,,,,,,,,,,,,,,28,1,188,0.59,,,,,,,,,,,,0,0,4,0,0,0,0,.000,0.00,-.--,0.0,19,0,0,0,471,75,191,.278,21.53,4,2.72
676265,,9,4,15,40,13,7,0,6,23,12,0,19,2,.196,97,.297,.454,.751,0,2,1.000,0,426,4.56,25.2,0,2,0,0,0,0,13,1.21,111,77,9,0,0,270,.630,2,0,1,0,44,0.38,.000,16.60,5,1.92,8.06,4.21,6.66,4.56,2.10,2,0,0,0,0,1,0,0,1,1.000,0.11,0.36,25.2,9,0,0,0,,,,,,,
670970,Adrian Morejon,18,0,18,31,9,2,0,2,22,5,0,22,1,.237,93,.283,.323,.606,0,2,1.000,3,386,3.00,24.0,3,0,0,0,4,0,8,1.13,99,72,18,0,0,256,.660,1,0,0,0,30,0.58,1.000,16.08,3,4.40,8.25,1.88,8.25,3.38,0.75,7,0,0,0,0,2,1,1,4,.750,0.17,1.13,24.0,18,0,0,1,,,,,,,
543592,Austin Nola,6,5,75,97,32,11,0,3,53,31,1,71,5,.247,288,.322,.316,.638,6,49,.891,4,1276,,,,,,,,,,,,,,,,,,,,24,0,91,0.77,,,,,,,,,,,,2,0,8,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,332,34,126,.283,96.00,3,3.43
605483,Blake Snell,18,18,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,3.87,93.0,6,7,0,0,0,0,40,1.32,401,279,18,0,0,1093,.630,2,0,5,2,0,-.--,.462,18.75,0,3.02,12.00,3.97,7.94,4.16,0.87,0,0,0,0,0,6,4,0,10,1.000,0.56,0.97,93.0,18,0,0,0,0,0,0,.---,-.--,,
592273,Brandon Drury,10,10,19,36,15,4,0,5,24,4,0,22,2,.220,100,.262,.410,.672,1,0,.000,0,420,,,,,,,,,,,,,,,,,,,,,,41,0.53,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,10,0,0,0,107,20,57,.236,20.00,,
666703,Eguy Rosario,2,0,0,1,0,0,0,0,1,1,0,0,0,.000,2,.333,.000,.333,0,0,.---,0,13,,,,,,,,,,,,,,,,,,,,,,0,0.00,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,0.00,2.0,2,0,0,0,3,0,2,.000,-.--,,
673490,Ha-Seong Kim,103,97,106,125,48,24,3,7,81,41,0,108,6,.260,416,.333,.382,.715,2,9,.818,8,1925,,,,,,,,,,,,,,,,,,,,,,159,0.85,,,,,,,,,,,,0,1,3,266,97,6,369,.984,3.52,3.87,844.2,103,48,0,2,467,49,172,.305,59.43,,
630105,Jake Cronenworth,2,2,97,166,76,25,3,13,110,61,3,116,16,.240,483,.341,.385,.726,0,2,1.000,1,2226,,,,,,,,,,,,,,,,,,,,,,186,0.58,,,,,,,,,,,,3,0,6,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,569,67,187,.281,37.15,,
605397,Joe Musgrove,24,24,161,126,57,29,2,16,149,31,0,124,12,.223,556,.277,.369,.646,0,6,1.000,11,2300,3.01,149.1,9,6,0,0,0,0,50,1.04,604,448,24,0,0,1537,.670,12,0,3,0,205,1.28,.600,15.40,0,4.81,8.98,1.87,7.47,3.44,0.96,0,0,1,0,4,14,16,1,31,.968,1.25,1.81,149.1,24,2,0,1,,,,,,,
640492,Jose Azocar,3,0,40,36,17,6,3,0,33,10,0,38,0,.262,145,.308,.345,.653,5,4,.444,4,559,,,,,,,,,,,,,,,,,,,,,,50,1.11,,,,,,,,,,,,0,1,1,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,157,8,73,.336,-.--,,
605137,Josh Bell,13,13,36,21,16,4,0,2,23,18,0,17,0,.175,97,.304,.278,.582,0,0,.---,0,486,,,,,,,,,,,,,,,,,,,,,,27,1.71,,,,,,,,,,,,1,0,0,0,0,0,0,.000,0.00,-.--,0.0,13,0,0,0,116,9,54,.208,48.50,,
623352,Josh Hader,37,0,16,27,16,5,1,7,59,12,0,26,1,.203,128,.277,.422,.699,0,4,1.000,0,610,4.24,34.0,1,4,29,31,0,2,16,1.12,141,102,37,0,0,389,.640,1,0,2,0,54,0.59,.200,17.94,34,4.92,15.62,3.18,6.88,4.24,1.85,4,0,0,0,0,3,1,0,4,1.000,0.11,1.06,34.0,37,0,0,0,,,,,,,
665742,Juan Soto,1,1,25,25,19,3,1,3,13,24,0,21,0,.250,84,.417,.417,.834,0,0,.---,1,470,,,,,,,,,,,,,,,,,,,,,,35,1.00,,,,,,,,,,,,1,0,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,109,6,36,.265,28.00,,
595777,Jurickson Profar,5,5,132,143,71,29,2,13,85,67,0,114,4,.243,470,.341,.396,.737,1,5,.833,10,2356,,,,,,,,,,,,,,,,,,,,,,186,0.92,,,,,,,,,,,,0,2,2,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,545,51,184,.270,36.15,,
669134,Luis Campusano,4,3,10,4,2,0,0,0,3,0,0,4,0,.200,20,.190,.200,.390,0,3,1.000,2,58,,,,,,,,,,,,,,,,,,,,0,0,4,2.50,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,21,2,13,.222,-.--,1,8.47
671277,Luis Garcia,59,58,76,51,20,14,2,5,56,5,0,73,1,.290,252,.303,.421,.724,4,2,.333,3,928,,,,,,,,,,,,,,,,,,,,,,106,1.49,,,,,,,,,,,,0,1,3,128,69,13,210,.938,3.34,3.52,503.1,59,27,0,10,262,28,110,.351,50.40,,
592518,Manny Machado,13,13,102,124,84,34,1,25,103,52,8,144,1,.306,471,.375,.541,.916,1,7,.875,11,1935,,,,,,,,,,,,,,,,,,,,,,255,0.82,,,,,,,,,,,,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,13,0,0,0,526,87,204,.345,18.84,,
607461,Matt Beaty,2,1,13,14,6,1,1,0,6,2,0,4,1,.108,37,.175,.189,.364,0,0,.---,3,149,,,,,,,,,,,,,,,,,,,,,,7,0.93,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,40,1,24,.129,-.--,,
605182,Mike Clevinger,17,16,66,115,35,12,1,12,73,27,0,72,5,.222,324,.291,.377,.668,1,10,.909,3,1441,3.59,85.1,5,5,0,0,0,0,34,1.16,358,256,17,0,0,919,.640,5,0,2,0,122,0.57,.500,16.89,0,2.70,7.70,2.85,7.59,3.69,1.27,1,0,0,1,1,6,5,3,14,.786,0.65,1.16,85.1,17,0,0,3,,,,,,,
622503,Nabil Crismatt,47,1,67,50,25,18,0,3,57,20,1,52,2,.233,223,.298,.354,.652,0,8,1.000,7,952,2.75,59.0,5,2,0,4,5,4,18,1.22,248,177,47,0,0,621,.650,2,2,0,0,79,1.34,.714,16.14,13,2.85,8.69,3.05,7.93,3.81,0.46,9,5,0,0,3,4,3,0,7,1.000,0.15,1.07,59.0,47,1,0,0,,,,,,,
607259,Nick Martinez,34,10,101,86,36,17,0,13,82,35,0,86,4,.243,354,.317,.401,.718,1,4,.800,13,1516,3.18,93.1,3,3,8,8,3,0,33,1.30,394,280,34,0,0,986,.650,4,0,4,0,142,1.17,.500,16.24,12,2.34,7.91,3.38,8.29,3.47,1.25,14,6,0,0,1,7,13,2,22,.909,0.59,1.94,93.1,34,2,0,1,,,,,,,
663753,Reiss Knehr,4,1,10,17,2,3,0,0,8,2,0,7,3,.167,42,.255,.238,.493,0,0,.---,1,191,1.50,12.0,0,0,0,0,0,0,2,0.75,47,36,4,0,0,120,.630,3,1,0,0,10,0.59,.---,15.92,2,4.00,6.00,1.50,5.25,1.50,0.00,3,0,0,0,0,2,1,0,3,1.000,0.75,2.25,12.0,4,0,0,0,,,,,,,
663158,Robert Suarez,32,0,28,31,13,4,0,4,40,16,0,23,3,.189,122,.298,.320,.618,1,1,.500,1,581,3.15,34.1,4,1,1,3,8,2,12,1.14,141,103,32,0,0,367,.630,3,1,2,0,39,0.90,.800,16.92,6,2.50,10.49,4.19,6.03,3.41,1.05,11,4,0,0,0,1,3,0,4,1.000,0.13,1.06,34.1,32,0,0,0,,,,,,,
640455,Sean Manaea,24,24,119,138,81,25,3,23,136,45,1,133,2,.256,520,.315,.448,.763,0,4,1.000,9,2104,4.90,134.0,7,7,0,0,0,0,73,1.33,573,402,24,0,0,1396,.660,2,0,0,0,233,0.86,.500,15.70,0,3.02,9.13,3.02,8.93,5.44,1.54,0,0,0,2,4,5,5,0,10,1.000,0.42,0.67,134.0,24,0,0,0,,,,,,,
621051,Steven Wilson,38,0,19,65,15,5,0,6,39,15,0,27,1,.182,148,.261,.338,.599,0,2,1.000,1,681,3.00,42.0,4,1,1,3,5,2,14,1.00,166,126,38,0,0,437,.640,1,0,3,0,50,0.29,.800,16.21,6,2.60,8.36,3.21,5.79,3.21,1.29,21,11,0,1,1,2,1,0,3,1.000,0.08,0.64,42.0,38,0,0,0,,,,,,,
657612,Tim Hill,44,0,51,35,13,6,1,0,22,8,0,39,2,.269,145,.312,.324,.636,0,0,.---,6,583,2.82,38.1,3,0,0,0,7,0,12,1.23,157,115,44,0,0,381,.650,2,0,1,0,47,1.46,1.000,15.21,18,2.75,5.17,1.88,9.16,3.05,0.00,23,6,0,0,2,6,5,2,13,.846,0.25,2.61,38.1,44,0,0,2,,,,,,,
663757,Trent Grisham,126,111,107,100,53,15,2,16,123,56,1,77,6,.193,398,.301,.362,.663,0,5,1.000,3,1984,,,,,,,,,,,,,,,,,,,,,,144,1.07,,,,,,,,,,,,0,7,2,3,293,2,298,.993,2.35,2.64,1008.0,126,1,0,0,469,49,172,.234,24.88,,
571976,Wil Myers,36,35,37,46,20,11,0,3,64,14,1,49,1,.254,193,.303,.358,.661,1,0,.000,6,851,10.80,1.2,0,0,0,0,0,0,2,1.80,9,5,2,0,0,22,.710,1,0,0,0,69,0.80,.---,18.60,2,-.--,0.00,0.00,16.20,10.80,10.80,2,1,0,0,3,1,70,1,72,.986,1.97,2.09,306.2,36,1,0,1,211,29,110,.357,64.33,,
506433,Yu Darvish,25,25,142,175,59,18,0,17,162,31,0,127,12,.211,601,.262,.326,.588,2,13,.867,8,2497,3.26,162.2,12,7,0,0,0,0,59,0.97,649,488,25,0,0,1690,.680,12,1,4,0,196,0.81,.632,15.35,0,5.23,8.96,1.72,7.03,3.26,0.94,0,0,0,0,5,5,15,0,20,1.000,0.80,1.11,162.2,25,0,0,0,,,,,,,
676265,,9,4,15,40,13,7,0,6,23,12,0,19,2,.196,97,.297,.454,.751,0,2,1.000,0,426,4.56,25.2,0,2,0,0,0,0,13,1.21,111,77,9,0,0,270,.630,2,0,1,0,44,0.38,.000,16.60,5,1.92,8.06,4.21,6.66,4.56,2.10,2,0,0,0,0,1,0,0,1,1.000,0.11,0.36,25.2,9,0,0,0,,,,,,,
677950,Alek Thomas,97,88,116,70,41,16,1,8,65,21,0,82,3,.248,330,.297,.376,.673,3,4,.571,6,1299,,,,,,,,,,,,,,,,,,,,,,124,1.66,,,,,,,,,,,,0,0,3,3,258,3,264,.989,2.69,3.01,781.0,97,1,0,0,357,35,136,.285,41.25,,
592761,Caleb Smith,33,1,38,63,27,9,1,11,53,31,1,46,1,.230,200,.336,.450,.786,1,1,.500,2,926,4.30,52.1,1,1,0,0,5,0,25,1.47,232,157,33,0,0,586,.630,1,0,1,1,90,0.60,.500,17.69,11,1.71,9.11,5.33,7.91,4.64,1.89,14,3,0,0,0,6,2,0,8,1.000,0.24,1.38,52.1,33,1,0,0,,,,,,,
608348,Carson Kelly,2,2,59,76,31,14,0,6,52,22,0,53,4,.223,238,.297,.357,.654,9,38,.809,5,1071,8.10,3.1,0,0,0,0,0,0,3,2.70,19,10,3,0,0,34,.580,0,0,17,1,85,0.78,.---,17.70,3,0.00,0.00,5.40,18.90,8.10,0.00,2,2,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,266,31,121,.258,39.67,3,3.53
572233,Christian Walker,10,10,113,146,70,20,1,31,98,63,2,109,7,.237,460,.334,.487,.821,2,0,.000,12,2061,,,,,,,,,,,,,,,,,,,,,,224,0.77,,,,,,,,,,,,0,0,6,0,0,0,0,.000,0.00,-.--,0.0,10,0,0,0,536,75,205,.231,14.84,,
669450,Cooper Hummel,16,12,40,29,15,5,3,2,54,20,0,25,1,.169,148,.272,.284,.556,0,2,1.000,4,687,,,,,,,,,,,,,,,,,,,,4,0,42,1.38,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,16,0,0,0,169,13,66,.250,74.00,2,6.70
682998,Corbin Carroll,2,2,6,3,4,2,0,0,4,0,0,4,0,.235,17,.235,.353,.588,0,0,.---,1,67,,,,,,,,,,,,,,,,,,,,,,6,2.00,,,,,,,,,,,,0,0,0,0,2,0,2,1.000,1.00,1.00,18.0,2,0,0,0,17,5,11,.308,-.--,,
662139,Daulton Varsho,13,13,103,116,61,20,3,18,113,40,0,101,5,.237,427,.307,.424,.731,6,12,.667,6,1890,,,,,,,,,,,,,,,,,,,,7,0,181,0.89,,,,,,,,,,,,2,2,4,0,0,0,0,.000,0.00,-.--,0.0,13,0,0,0,479,58,151,.277,23.72,3,5.71
656896,Emmanuel Rivera,2,0,57,48,24,8,3,6,46,11,0,47,2,.237,198,.284,.399,.683,0,0,.---,7,788,,,,,,,,,,,,,,,,,,,,,,79,1.19,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,211,22,89,.281,33.00,,
672695,Geraldo Perdomo,111,105,121,90,51,9,2,4,86,44,0,68,4,.192,354,.288,.263,.551,2,7,.778,3,1700,,,,,,,,,,,,,,,,,,,,,,93,1.34,,,,,,,,,,,,0,10,1,276,138,12,426,.972,3.73,4.01,930.0,111,73,0,6,413,34,141,.242,88.50,,
453178,Ian Kennedy,48,0,23,67,18,9,1,6,40,17,3,39,0,.232,168,.301,.405,.706,1,3,.750,2,710,3.12,43.1,4,6,10,14,10,4,15,1.29,187,130,48,0,0,468,.660,0,0,3,0,68,0.34,.400,16.38,20,2.35,8.31,3.53,8.10,3.74,1.25,7,1,1,0,1,0,1,0,1,1.000,0.02,0.21,43.1,48,0,0,0,0,0,0,.---,-.--,,
664983,Jake McCarthy,6,6,60,49,39,14,2,6,50,17,0,62,4,.284,218,.346,.450,.796,1,12,.923,2,856,,,,,,,,,,,,,,,,,,,,,,98,1.22,,,,,,,,,,,,0,2,1,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,242,32,84,.344,36.33,,
573009,Joe Mantiply,59,0,59,40,16,5,0,4,54,4,0,49,3,.246,199,.269,.332,.601,0,2,1.000,5,742,2.72,53.0,2,4,2,5,19,3,16,1.00,209,159,59,0,0,537,.720,3,1,2,0,66,1.48,.333,14.00,6,13.50,9.17,0.68,8.32,2.72,0.68,25,10,0,1,2,4,2,0,6,1.000,0.10,1.02,53.0,59,0,0,0,,,,,,,
668942,Josh Rojas,3,3,92,102,54,21,1,7,75,43,2,99,1,.275,360,.350,.397,.747,3,17,.850,5,1615,,,,,,,,,,,,,,,,,,,,,,143,0.90,,,,,,,,,,,,0,4,4,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,412,44,128,.326,51.43,,
606466,Ketel Marte,33,33,108,123,60,35,2,10,84,47,2,103,5,.249,414,.330,.415,.745,1,4,.800,10,1833,,,,,,,,,,,,,,,,,,,,,,172,0.88,,,,,,,,,,,,0,0,4,0,0,0,0,.000,0.00,-.--,0.0,33,0,0,0,470,45,164,.287,41.40,,
656464,Kevin Ginkel,15,0,17,10,10,5,0,1,17,6,0,19,1,.302,63,.371,.429,.800,0,1,1.000,3,256,5.17,15.2,1,0,0,2,1,2,9,1.60,70,47,15,0,0,171,.670,1,0,0,0,27,1.70,1.000,16.34,2,2.83,9.77,3.45,10.91,5.74,0.57,8,2,0,0,0,3,0,0,3,1.000,0.20,1.80,15.2,15,0,0,0,,,,,,,
