,playername,gamesPlayed,gamesStarted,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,plateAppearances,rbi,leftOnBase,babip,atBatsPerHomeRun,passedBall,catcherERA
518886,Craig Kimbrel,61,0,3,3,0,6,1.000,0.10,0.93,58.0,61,0,0,0,45,58,31,14,1,4,67,28,2,51,5,.233,219,.332,.361,.693,1,3,.750,4,1043,3.88,58.0,6,7,22,27,2,5,25,1.36,254,174,61,0,0,649,.620,5,1,7,0,79,0.78,.462,17.98,47,2.39,10.40,4.34,7.91,4.81,0.62,3,1,0,1,1,0,0,0,.---,-.--,,
456034,David Price,40,0,6,1,0,7,1.000,0.18,1.58,40.1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,2.45,40.1,2,0,2,4,4,2,11,1.17,167,121,40,0,0,403,.680,0,0,0,0,0,-.--,1.000,14.78,13,4.11,8.26,2.01,8.48,2.45,1.34,12,4,0,0,0,0,0,0,.---,-.--,,
623465,Evan Phillips,63,0,8,3,0,11,1.000,0.17,1.60,62.0,63,0,0,0,51,54,11,6,0,2,74,15,1,31,3,.149,208,.215,.207,.422,1,3,.750,4,904,1.16,62.0,7,3,2,4,19,2,8,0.74,228,186,63,0,0,598,.660,3,0,0,0,43,0.94,.700,14.58,9,4.93,10.74,2.18,4.50,1.60,0.29,22,5,0,0,2,1,0,0,.---,-.--,,
518692,Freddie Freeman,156,156,90,1131,5,1226,.996,7.83,8.14,1350.2,156,100,0,0,139,171,116,46,2,20,101,84,12,196,5,.327,600,.409,.510,.919,3,13,.813,6,2715,,,,,,,,,,,,,,,,,,,,,,306,0.81,,,,,,,,,,,,0,0,7,696,98,203,.362,30.00,,
666158,Gavin Lux,126,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,118,86,65,19,7,6,95,47,0,114,0,.278,410,.350,.402,.752,2,7,.778,3,1804,,,,,,,,,,,,,,,,,,,,,,165,1.37,,,,,,,,,,,,0,0,3,460,42,205,.346,68.33,,
593643,Hanser Alberto,71,0,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,53,40,13,9,2,2,25,3,0,36,0,.234,154,.248,.357,.605,1,0,.000,7,514,4.09,11.0,0,0,0,0,0,0,5,1.18,47,33,10,0,0,90,.590,1,0,0,0,55,1.33,.---,13.82,10,0.33,0.82,2.45,8.18,4.09,1.64,0,0,0,0,0,157,15,80,.268,77.00,,
608336,Joey Gallo,82,0,0,2,0,2,1.000,2.00,3.00,6.0,1,0,0,0,29,61,32,4,1,12,106,40,0,37,0,.159,233,.282,.339,.621,0,2,1.000,0,1142,,,,,,,,,,,,,,,,,,,,,,79,0.48,,,,,,,,,,,,0,0,0,273,24,122,.217,19.42,,
628711,Julio Urias,30,30,11,3,1,15,.933,0.47,0.74,170.0,30,0,0,1,149,189,49,19,3,21,162,40,0,123,5,.199,619,.251,.341,.592,4,5,.556,13,2539,2.12,170.0,17,7,0,0,0,0,40,0.96,668,510,30,0,0,1752,.690,5,1,0,2,211,0.79,.708,14.94,0,4.05,8.58,2.12,6.51,2.59,1.11,0,0,0,0,4,,,,,,,
457759,Justin Turner,126,60,0,0,0,0,.000,0.00,-.--,0.0,60,0,0,0,96,157,61,36,0,13,87,50,1,129,6,.280,461,.352,.443,.795,0,3,1.000,13,2115,,,,,,,,,,,,,,,,,,,,,,204,0.61,,,,,,,,,,,,0,0,8,525,81,199,.314,35.46,,
571970,Max Muncy,133,24,0,0,0,0,.000,0.00,-.--,0.0,24,0,0,0,85,148,69,22,1,21,138,88,1,90,5,.198,455,.330,.389,.719,0,2,1.000,2,2392,,,,,,,,,,,,,,,,,,,,,,177,0.57,,,,,,,,,,,,0,0,6,554,69,211,.228,21.67,,
678246,Miguel Vargas,16,4,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,9,16,3,1,0,1,13,1,0,8,0,.178,45,.191,.267,.458,0,1,1.000,0,190,,,,,,,,,,,,,,,,,,,,,,12,0.56,,,,,,,,,,,,0,0,1,47,8,21,.219,45.00,,
605141,Mookie Betts,139,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,125,188,116,40,3,35,102,54,0,153,8,.271,564,.341,.539,.880,2,12,.857,8,2399,,,,,,,,,,,,,,,,,,,,,,304,0.66,,,,,,,,,,,,0,0,4,630,82,196,.274,16.11,,
592454,Tommy Kahnle,12,0,2,4,0,6,1.000,0.50,4.91,11.2,12,0,0,0,13,5,4,0,0,2,14,3,0,5,3,.139,36,.256,.306,.562,0,0,.---,2,158,3.09,11.2,0,0,1,1,1,0,4,0.69,43,35,12,0,0,108,.680,3,0,1,0,11,2.60,.---,13.54,2,4.67,10.80,2.31,3.86,3.09,1.54,0,0,0,0,1,,,,,,,
572204,Trayce Thompson,6,2,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,4,2,1,0,0,0,7,2,0,1,0,.071,14,.188,.071,.259,1,0,.000,0,72,,,,,,,,,,,,,,,,,,,,,,1,2.00,,,,,,,,,,,,0,0,0,16,2,8,.143,-.--,,
607208,Trea Turner,157,157,330,173,16,519,.969,3.20,3.32,1362.2,157,54,0,9,154,174,100,39,4,20,128,45,1,191,3,.298,641,.344,.465,.809,3,27,.900,9,2683,,,,,,,,,,,,,,,,,,,,,,298,0.89,,,,,,,,,,,,2,0,6,697,97,261,.343,32.05,,
542881,Tyler Anderson,30,28,31,13,3,47,.936,1.47,2.22,178.2,30,2,0,2,168,213,57,31,6,14,138,34,0,145,9,.221,657,.267,.350,.617,1,4,.800,17,2576,2.57,178.2,15,5,0,0,0,0,51,1.00,707,536,30,0,0,1776,.690,9,0,6,1,230,0.79,.750,14.42,0,4.06,6.95,1.71,7.30,2.87,0.71,0,0,0,3,4,1,0,1,.---,-.--,,
669257,Will Smith,25,24,0,0,0,0,.000,0.00,-.--,0.0,25,0,0,0,102,175,68,26,3,24,95,56,4,132,10,.264,500,.347,.472,.819,10,45,.818,11,2339,,,,,,,,,,,,,,,,,,,,28,1,236,0.58,,,,,,,,,,,,0,0,4,570,87,245,.281,20.83,4,2.60
622075,Yency Almonte,31,0,3,3,1,7,.857,0.19,1.64,33.1,31,0,0,0,35,29,4,4,0,2,33,10,1,18,3,.158,114,.242,.246,.488,0,2,1.000,4,447,1.08,33.1,0,0,1,2,8,1,4,0.84,128,100,31,0,0,290,.650,3,0,0,0,28,1.21,.---,13.41,3,3.30,8.91,2.70,4.86,1.08,0.54,7,2,0,0,1,,,,,,,
676265,,15,8,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,82,0.40,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,0,0,1,,,,,,,
670970,Adrian Morejon,25,0,2,1,1,4,.750,0.12,0.84,32.0,25,0,0,1,21,48,18,4,0,4,26,8,1,30,1,.242,124,.291,.371,.662,0,2,1.000,3,504,4.50,32.0,4,1,0,0,5,0,16,1.19,134,96,25,0,0,334,.660,1,0,0,0,46,0.44,.800,15.75,6,3.25,7.31,2.25,8.44,5.06,1.13,9,0,0,0,1,,,,,,,
543592,Austin Nola,109,5,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,90,119,39,15,0,4,60,34,1,85,6,.247,344,.318,.326,.644,1,2,.667,4,1506,,,,,,,,,,,,,,,,,,,,27,0,112,0.76,,,,,,,,,,,,0,1,9,394,39,144,.280,86.00,5,3.40
605483,Blake Snell,24,24,10,4,0,14,1.000,0.58,0.98,128.0,24,0,0,0,80,128,51,23,2,11,171,51,0,103,2,.216,476,.292,.342,.634,4,11,.733,6,2341,3.38,128.0,8,10,0,0,0,0,48,1.20,535,384,24,0,0,1455,.620,2,0,6,3,163,0.63,.444,18.29,0,3.35,12.02,3.59,7.24,3.59,0.77,0,0,0,1,5,0,0,0,.---,-.--,,
641525,Brandon Dixon,2,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,.000,4,.000,.000,.000,0,0,.---,1,18,,,,,,,,,,,,,,,,,,,,,,0,0.50,,,,,,,,,,,,0,0,0,4,0,3,.000,-.--,,
592273,Brandon Drury,43,14,0,0,0,0,.000,0.00,-.--,0.0,14,0,0,0,34,50,24,9,0,8,39,7,0,38,4,.239,159,.285,.447,.732,1,0,.000,2,665,,,,,,,,,,,,,,,,,,,,,,71,0.68,,,,,,,,,,,,0,0,2,172,28,88,.263,19.88,,
489334,Craig Stammen,32,0,3,3,0,6,1.000,0.19,1.46,37.2,32,0,0,0,49,29,17,4,0,8,32,7,0,39,2,.267,146,.304,.459,.763,1,3,.750,3,632,3.58,37.2,1,1,0,1,2,1,15,1.22,159,113,32,0,0,393,.620,2,0,3,0,67,1.69,.500,16.78,9,4.57,7.65,1.67,9.32,4.06,1.91,18,12,1,0,3,,,,,,,
673490,Ha-Seong Kim,148,123,323,117,8,448,.982,3.41,3.69,1074.0,129,58,0,3,128,162,57,28,3,11,100,51,0,127,6,.249,510,.322,.380,.702,2,11,.846,9,2339,,,,,,,,,,,,,,,,,,,,,,194,0.79,,,,,,,,,,,,0,3,4,574,57,211,.288,46.36,,
630105,Jake Cronenworth,2,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,121,201,87,29,4,17,128,70,3,138,16,.238,580,.332,.390,.722,0,3,1.000,2,2632,,,,,,,,,,,,,,,,,,,,,,226,0.60,,,,,,,,,,,,3,0,8,677,85,224,.273,34.12,,
605397,Joe Musgrove,29,29,16,18,1,35,.971,1.17,1.75,175.0,29,2,0,1,182,152,67,36,2,22,177,40,1,152,14,.231,659,.287,.392,.679,0,7,1.000,13,2749,3.03,175.0,10,7,0,0,0,0,59,1.10,718,525,29,0,0,1824,.660,14,0,4,0,258,1.20,.588,15.71,0,4.43,9.10,2.06,7.82,3.45,1.13,0,0,1,0,4,,,,,,,
595751,Jorge Alfaro,80,9,0,0,0,0,.000,0.00,-.--,0.0,11,0,0,0,53,44,25,14,0,7,97,11,0,63,4,.248,254,.287,.386,.673,0,1,1.000,5,1001,,,,,,,,,,,,,,,,,,,,26,1,98,1.20,,,,,,,,,,,,0,0,3,272,40,121,.366,36.29,7,4.11
640492,Jose Azocar,95,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,55,51,22,9,3,0,43,12,0,52,0,.261,199,.302,.337,.639,6,5,.455,6,754,,,,,,,,,,,,,,,,,,,,,,67,1.08,,,,,,,,,,,,0,1,1,213,10,96,.331,-.--,,
605137,Josh Bell,31,30,0,0,0,0,.000,0.00,-.--,0.0,31,0,0,0,60,38,24,5,0,3,40,29,0,34,0,.198,172,.313,.279,.592,0,0,.---,2,872,,,,,,,,,,,,,,,,,,,,,,48,1.58,,,,,,,,,,,,1,0,0,202,13,91,.240,57.33,,
623352,Josh Hader,37,0,3,1,0,4,1.000,0.11,1.06,34.0,37,0,0,0,16,27,16,5,1,7,59,12,0,26,1,.203,128,.277,.422,.699,0,4,1.000,0,610,4.24,34.0,1,4,29,31,0,2,16,1.12,141,102,37,0,0,389,.640,1,0,2,0,54,0.59,.200,17.94,34,4.92,15.62,3.18,6.88,4.24,1.85,4,0,0,0,0,,,,,,,
665742,Juan Soto,50,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,50,51,31,8,1,6,32,43,1,43,1,.244,176,.395,.403,.798,0,0,.---,1,919,,,,,,,,,,,,,,,,,,,,,,71,0.98,,,,,,,,,,,,1,0,0,221,16,64,.268,29.33,,
595777,Jurickson Profar,150,6,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,158,177,81,35,2,15,100,72,0,138,4,.243,567,.331,.392,.723,1,5,.833,11,2757,,,,,,,,,,,,,,,,,,,,,,222,0.89,,,,,,,,,,,,0,3,3,649,58,211,.270,37.80,,
669134,Luis Campusano,14,3,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,12,10,4,1,0,1,8,1,0,12,0,.293,41,.302,.390,.692,0,0,.---,2,134,,,,,,,,,,,,,,,,,,,,1,0,16,1.20,,,,,,,,,,,,0,0,1,43,5,15,.333,41.00,1,6.45
671277,Luis Garcia,59,58,128,69,13,210,.938,3.34,3.52,503.1,59,27,0,10,111,67,29,22,2,7,79,11,1,96,1,.276,348,.297,.411,.708,4,3,.429,5,1281,,,,,,,,,,,,,,,,,,,,,,143,1.66,,,,,,,,,,,,0,1,4,365,45,145,.335,49.71,,
592518,Manny Machado,148,14,0,0,0,0,.000,0.00,-.--,0.0,14,0,0,0,120,152,99,36,1,32,133,63,10,168,1,.294,571,.364,.529,.893,1,9,.900,12,2357,,,,,,,,,,,,,,,,,,,,,,302,0.79,,,,,,,,,,,,0,0,2,637,101,255,.333,17.84,,
605182,Mike Clevinger,23,22,8,6,3,17,.824,0.61,1.11,114.1,23,0,0,3,93,154,56,16,1,20,91,35,0,102,10,.233,437,.304,.412,.716,1,13,.929,4,1931,4.33,114.1,7,7,0,0,0,0,55,1.20,485,343,23,0,0,1234,.640,10,0,3,0,180,0.60,.500,16.89,0,2.60,7.16,2.76,8.03,4.41,1.57,1,0,0,1,2,,,,,,,
607259,Nick Martinez,46,10,11,13,3,27,.889,0.52,2.06,105.1,46,2,0,2,116,96,44,19,0,15,92,41,0,95,4,.239,398,.315,.399,.714,1,6,.857,13,1707,3.50,105.1,4,4,8,9,8,1,41,1.29,444,316,46,0,0,1107,.650,4,0,4,1,159,1.21,.500,16.21,14,2.24,7.86,3.50,8.12,3.76,1.28,19,8,0,0,1,,,,,,,
572955,Pierce Johnson,14,0,1,1,0,2,1.000,0.14,1.38,13.1,14,0,0,0,12,8,7,2,0,0,19,8,0,12,0,.235,51,.339,.275,.614,0,2,1.000,1,259,4.73,13.1,1,2,0,1,6,1,7,1.50,59,40,14,0,0,159,.610,0,0,1,0,14,1.50,.333,19.43,1,2.38,12.83,5.40,8.10,4.72,0.00,1,0,0,0,0,,,,,,,
663158,Robert Suarez,44,0,1,3,0,4,1.000,0.09,0.78,46.2,44,0,0,0,36,39,13,6,0,4,59,21,0,29,4,.179,162,.289,.290,.579,2,1,.333,2,793,2.31,46.2,5,1,1,4,11,3,12,1.07,188,140,44,0,0,498,.630,4,1,2,0,47,0.92,.833,16.99,6,2.81,11.38,4.05,5.59,2.51,0.77,17,5,0,1,0,,,,,,,
640455,Sean Manaea,29,27,5,5,0,10,1.000,0.34,0.59,152.0,29,0,0,0,133,163,95,26,5,29,150,49,1,154,3,.260,593,.317,.467,.784,0,5,1.000,10,2416,5.15,152.0,7,9,0,0,0,0,87,1.34,652,456,29,0,0,1607,.670,3,0,0,0,277,0.82,.438,15.89,1,3.06,8.88,2.90,9.12,5.63,1.72,0,0,0,2,5,,,,,,,
621051,Steven Wilson,49,1,3,1,1,5,.800,0.08,0.69,52.0,49,0,0,1,25,74,19,7,0,7,53,19,0,35,2,.189,185,.271,.341,.612,0,2,1.000,2,857,2.94,52.0,4,2,1,3,5,2,17,1.04,208,156,49,0,0,544,.630,2,0,4,0,63,0.34,.667,16.48,7,2.79,9.17,3.29,6.06,3.29,1.21,24,13,0,1,1,,,,,,,
657612,Tim Hill,54,0,7,6,2,15,.867,0.24,2.49,47.2,54,0,0,2,67,43,16,6,1,1,25,12,1,43,2,.244,176,.297,.307,.604,0,1,1.000,7,720,2.83,47.2,3,0,0,0,7,0,15,1.15,192,143,54,0,0,464,.640,2,0,1,0,54,1.56,1.000,15.10,21,2.08,4.72,2.27,8.12,3.02,0.19,29,8,0,0,2,,,,,,,
663757,Trent Grisham,149,121,3,332,2,337,.994,2.31,2.70,1116.0,145,1,0,0,112,113,57,15,2,17,144,57,1,80,7,.182,440,.285,.341,.626,1,6,.857,3,2163,,,,,,,,,,,,,,,,,,,,,,150,0.99,,,,,,,,,,,,0,7,2,513,53,197,.224,25.88,,
571976,Wil Myers,74,0,1,70,1,72,.986,1.97,2.09,306.2,36,1,0,1,49,60,27,15,0,5,80,20,1,64,1,.256,250,.310,.376,.686,1,2,.667,7,1105,7.36,3.2,0,0,0,0,0,0,3,1.09,16,11,4,0,0,32,.740,1,0,0,0,94,0.82,.---,11.73,4,-.--,0.00,0.00,9.82,7.36,7.36,2,1,0,0,3,274,36,133,.351,50.00,,
506433,Yu Darvish,30,30,5,15,1,21,.952,0.67,0.93,194.2,30,0,0,0,162,215,67,23,0,22,197,37,0,148,12,.207,715,.256,.331,.587,2,14,.875,10,2971,3.10,194.2,16,8,0,0,0,0,67,0.95,771,584,30,0,0,2016,.680,12,1,4,0,237,0.75,.667,15.26,0,5.32,9.11,1.71,6.84,3.10,1.02,0,0,0,1,6,,,,,,,
676265,,15,8,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,82,0.40,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,0,0,1,,,,,,,
502171,Alex Cobb,27,27,27,18,0,45,1.000,1.67,2.81,144.2,27,4,0,0,188,87,71,23,0,9,144,43,0,145,3,.259,560,.314,.348,.662,2,15,.882,12,2345,3.79,144.2,7,7,0,0,0,0,61,1.30,611,434,27,0,0,1500,.640,3,1,4,1,195,2.16,.500,16.21,0,3.35,8.96,2.68,9.02,4.42,0.56,0,0,1,1,3,,,,,,,
622065,Alex Young,23,1,1,2,0,3,1.000,0.13,1.13,24.2,23,1,0,0,32,20,11,7,1,0,17,11,0,27,1,.284,95,.361,.379,.740,0,1,1.000,7,414,2.55,24.2,1,1,0,2,5,2,7,1.54,108,74,23,0,0,267,.640,1,0,3,0,36,1.60,.500,16.78,1,1.55,6.20,4.01,9.85,4.01,0.00,19,5,0,0,1,,,,,,,
596103,Austin Slater,122,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,70,42,48,15,2,6,87,39,0,71,6,.265,268,.368,.403,.771,1,11,.917,9,1281,,,,,,,,,,,,,,,,,,,,,,108,1.67,,,,,,,,,,,,0,0,2,315,33,111,.367,44.67,,
642851,Austin Wynns,2,0,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,1,5,3,1,0,1,0,1,0,3,0,.333,9,.400,.778,1.178,0,0,.---,0,26,13.50,2.0,0,0,0,0,0,0,3,2.00,10,6,2,0,0,13,.500,0,0,0,0,7,0.20,.---,13.00,2,0.00,0.00,4.50,13.50,13.50,4.50,0,0,0,0,0,174,21,77,.328,53.00,2,3.71
543063,Brandon Crawford,114,111,284,160,16,460,.965,3.89,4.15,962.0,114,65,0,11,112,101,48,15,2,9,97,39,3,92,8,.231,399,.310,.346,.656,1,1,.500,11,1700,,,,,,,,,,,,,,,,,,,,,,138,1.11,,,,,,,,,,,,0,0,3,449,49,198,.280,44.33,,
666808,Camilo Doval,68,0,8,9,1,18,.944,0.25,2.28,67.2,68,0,0,0,77,42,27,11,1,4,80,30,2,54,3,.218,248,.305,.319,.624,1,2,.667,2,1121,2.53,67.2,6,6,27,30,1,3,19,1.24,286,203,68,0,0,704,.630,3,0,4,0,79,1.83,.500,16.57,51,2.67,10.64,3.99,7.18,3.59,0.53,19,5,0,1,4,,,,,,,
607074,Carlos Rodon,31,31,9,3,0,12,1.000,0.39,0.61,178.0,31,0,0,0,107,179,59,31,1,12,237,52,0,131,3,.202,649,.263,.308,.571,2,18,.900,10,2985,2.88,178.0,14,8,0,0,0,0,57,1.03,710,534,31,1,0,1979,.660,3,0,10,2,200,0.60,.636,16.77,0,4.56,11.98,2.63,6.62,2.98,0.61,0,0,1,2,3,,,,,,,
681584,David Villar,49,7,0,0,0,0,.000,0.00,-.--,0.0,8,0,0,0,27,32,19,6,1,7,57,18,0,32,4,.218,147,.318,.415,.733,1,0,.000,4,698,,,,,,,,,,,,,,,,,,,,,,61,0.84,,,,,,,,,,,,0,0,1,170,21,68,.298,21.00,,
446334,Evan Longoria,17,8,0,0,0,0,.000,0.00,-.--,0.0,17,0,0,0,50,71,31,13,0,14,83,27,2,65,2,.244,266,.315,.451,.766,0,0,.---,6,1187,,,,,,,,,,,,,,,,,,,,,,120,0.70,,,,,,,,,,,,0,0,3,298,42,119,.297,19.00,,
665154,Ford Proctor,5,5,9,2,0,11,1.000,2.20,2.48,40.0,5,1,0,0,7,3,1,0,0,1,3,1,0,2,0,.154,13,.188,.385,.573,0,0,.---,0,62,,,,,,,,,,,,,,,,,,,,,,5,2.33,,,,,,,,,,,,0,0,2,16,6,2,.091,13.00,,
605204,J.D. Davis,46,0,0,0,0,0,.000,0.00,0.00,2.0,2,0,0,0,21,19,19,8,0,8,50,17,1,36,2,.286,126,.379,.540,.919,0,0,.---,3,616,,,,,,,,,,,,,,,,,,,,,,68,1.11,,,,,,,,,,,,0,0,0,145,14,46,.412,15.75,,
606424,Jarlin Garcia,57,0,3,1,0,4,1.000,0.07,0.56,64.1,57,0,0,0,58,76,32,10,1,9,55,18,1,58,1,.238,244,.292,.398,.690,0,3,1.000,4,1000,3.50,64.1,1,4,1,3,4,2,25,1.18,266,193,57,0,0,652,.650,1,0,2,0,97,0.76,.200,15.54,13,3.06,7.69,2.52,8.11,4.48,1.26,26,7,0,2,1,,,,,,,
613564,Jason Vosler,34,0,0,0,0,0,.000,0.00,0.00,1.0,1,0,0,0,23,21,13,6,1,4,29,9,1,26,1,.265,98,.330,.469,.799,1,1,.500,3,411,,,,,,,,,,,,,,,,,,,,,,46,1.10,,,,,,,,,,,,0,0,1,109,12,36,.333,24.50,,
605194,Jharel Cotton,25,0,2,1,0,3,1.000,0.12,0.77,35.0,25,0,0,0,23,49,13,5,0,7,31,16,0,23,2,.185,124,.285,.395,.680,1,2,.667,2,582,2.83,35.0,2,2,0,2,2,2,11,1.11,144,105,25,0,0,374,.640,2,0,2,0,49,0.47,.500,16.63,7,1.94,7.97,4.11,5.91,3.34,1.80,8,6,0,0,2,,,,,,,
