,playername,gamesPlayed,gamesStarted,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,passedBall,catcherERA
663656,Kyle Tucker,148,3,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,127,181,70,28,1,29,95,59,4,139,1,.257,540,.331,.474,.805,4,25,.862,11,2250,605,256,104,244,0,2,.263,0.70,3,18.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621121,McCullers Jr.,8,8,2,2,0,4,1.000,0.50,0.77,47.2,8,0,0,0,50,36,12,9,0,4,50,22,0,37,0,.215,172,.303,.337,.640,2,2,.500,5,759,,58,,,0,1,,1.39,0,,2.27,47.2,4,2,0,0,0,0,12,1.24,195,143,8,0,0,464,.610,0,0,1,0,.667,15.92,0,2.27,9.44,4.15,6.99,2.27,0.76,0,0,,
671277,Luis Garcia,90,58,128,69,13,210,.938,3.34,3.52,503.1,59,27,0,10,111,67,29,22,2,7,79,11,1,96,1,.276,348,.297,.411,.708,4,3,.429,5,1281,365,143,45,145,1,4,.335,1.66,0,49.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455117,Martin Maldonado,111,108,48,1005,2,1055,.998,9.49,10.10,938.2,111,3,0,2,85,84,39,12,0,14,114,22,0,63,7,.185,340,.248,.344,.592,0,0,.---,6,1486,375,117,44,168,4,2,.229,1.01,0,24.29,,,,,,,,,,,,,,,,,,,,31,1,,,,,,,,,,,,9,2.94
643289,Mauricio Dubon,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,10,23,10,1,0,2,4,1,0,11,0,.239,46,.245,.391,.636,0,0,.---,0,149,49,18,8,32,0,2,.214,0.43,0,23.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664208,Phil Maton,66,0,6,2,1,9,.889,0.12,1.11,65.1,66,1,0,1,56,62,32,9,1,10,72,24,2,56,7,.231,242,.315,.401,.716,1,2,.667,7,1071,,97,,,1,3,,0.90,0,,3.58,65.1,0,2,0,2,13,2,26,1.22,277,196,66,0,0,694,.650,7,0,0,0,.000,16.39,10,3.00,9.92,3.31,7.71,4.41,1.38,27,5,,
606160,Rafael Montero,70,0,5,2,1,8,.875,0.10,0.94,67.2,70,1,0,1,69,54,22,7,1,3,73,23,2,47,2,.194,242,.270,.269,.539,0,8,1.000,9,1084,,65,,,1,0,,1.28,0,,2.39,67.2,5,2,14,16,22,2,18,1.03,268,203,70,0,0,690,.640,2,0,1,0,.714,16.02,25,3.17,9.71,3.06,6.25,2.93,0.40,19,4,,
519151,Ryan Pressly,49,0,3,2,0,5,1.000,0.10,0.96,47.1,49,0,0,0,40,33,17,2,1,4,63,13,0,30,0,.184,163,.243,.282,.525,1,0,.000,6,695,,46,,,2,1,,1.21,0,,3.04,47.1,3,3,32,36,0,4,16,0.91,179,142,49,0,0,445,.640,0,0,0,0,.500,14.68,42,4.85,11.98,2.47,5.70,3.23,0.76,7,2,,
592773,Ryne Stanek,58,0,1,0,0,1,1.000,0.02,0.17,53.2,58,0,0,0,36,56,8,7,0,2,62,31,1,36,0,.191,188,.303,.261,.564,2,4,.667,5,883,,49,,,0,2,,0.64,0,,1.17,53.2,2,1,1,5,16,4,7,1.25,221,161,58,0,0,535,.610,0,0,4,0,.667,16.45,10,2.00,10.40,5.20,6.04,1.34,0.34,22,9,,
641820,Trey Mancini,49,18,0,0,0,0,.000,0.00,-.--,0.0,20,0,0,0,38,47,17,7,0,8,47,18,0,29,1,.182,159,.267,.377,.644,0,0,.---,5,739,180,60,22,69,0,2,.198,0.81,0,19.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669257,Will Smith,25,24,0,0,0,0,.000,0.00,-.--,0.0,25,0,0,0,105,176,68,26,3,24,95,56,4,132,10,.262,504,.345,.468,.813,10,46,.821,11,2355,574,236,87,246,0,4,.278,0.60,0,21.00,,,,,,,,,,,,,,,,,,,,28,1,,,,,,,,,,,,4,2.59
670541,Yordan Alvarez,133,76,0,0,0,0,.000,0.00,-.--,0.0,76,0,0,0,118,107,93,26,2,37,105,78,9,139,6,.301,462,.403,.606,1.009,1,1,.500,12,2173,553,280,96,211,0,7,.312,1.10,0,12.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493329,Yuli Gurriel,2,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,143,197,52,40,0,8,72,29,0,130,6,.241,539,.286,.360,.646,0,8,1.000,13,2088,577,194,53,257,0,3,.264,0.73,0,67.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676265,,15,8,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,,82,,,0,1,,0.40,0,,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,,
624428,Adam Frazier,8,7,0,0,0,0,.000,0.00,-.--,0.0,8,0,0,0,161,182,59,22,4,3,73,46,1,127,5,.238,534,.302,.311,.613,6,11,.647,15,2160,594,166,41,216,4,5,.268,0.88,0,178.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662253,Andres Munoz,63,0,4,3,0,7,1.000,0.11,0.98,64.0,63,0,0,0,48,41,20,4,0,5,94,15,3,43,4,.192,224,.253,.277,.530,1,5,.833,5,1010,,62,,,0,2,,1.17,0,,2.53,64.0,2,5,4,8,22,4,18,0.91,245,192,63,0,0,693,.690,4,0,4,0,.286,15.78,12,6.27,13.22,2.11,6.05,2.81,0.70,25,4,,
663728,Cal Raleigh,115,99,28,911,6,945,.994,8.17,9.22,917.0,115,3,0,4,59,116,45,20,1,26,120,38,0,75,2,.205,365,.280,.479,.759,25,53,.679,5,1612,410,175,62,169,0,5,.219,0.51,1,14.04,,,,,,,,,,,,,,,,,,,,22,1,,,,,,,,,,,,3,3.30
467793,Carlos Santana,38,36,0,0,0,0,.000,0.00,-.--,0.0,38,0,0,0,62,82,33,8,0,15,57,33,1,44,2,.181,243,.282,.399,.681,0,0,.---,8,1146,280,97,38,108,0,2,.168,0.76,0,16.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623167,Chris Flexen,32,21,9,6,1,16,.938,0.47,1.02,133.2,32,1,0,1,113,187,58,25,3,16,93,50,3,127,2,.248,512,.315,.402,.717,0,6,1.000,6,2133,,206,,,3,5,,0.60,0,,3.64,133.2,8,9,2,2,0,0,54,1.32,572,401,32,0,0,1316,.620,2,0,6,0,.471,15.96,11,1.86,6.26,3.37,8.55,3.91,1.08,0,0,,
592200,Curt Casali,1,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,20,29,13,3,0,4,36,15,0,25,1,.231,108,.325,.370,.695,3,13,.813,1,566,126,40,14,55,0,2,.300,0.69,1,27.00,,,,,,,,,,,,,,,,,,,,8,0,,,,,,,,,,,,1,3.26
660636,Diego Castillo,2,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,3,1,8,0,0,1,1,3,0,6,1,.545,11,.667,.818,1.485,0,0,.---,1,60,279,9,28,96,0,0,.232,3.00,0,23.46,36.00,2.0,0,0,0,0,0,0,8,4.50,15,6,2,0,0,26,.430,1,0,0,0,.---,30.00,2,0.33,4.50,13.50,27.00,36.00,4.50,0,0,,
664238,Dylan Moore,102,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,32,54,40,11,2,6,75,33,2,45,11,.221,204,.357,.382,.739,7,21,.750,5,1117,251,78,21,107,1,1,.315,0.59,1,34.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657024,Erik Swanson,55,1,4,3,0,7,1.000,0.13,1.26,50.2,55,0,0,0,30,52,11,8,0,3,66,10,1,38,1,.207,184,.251,.299,.550,1,3,.750,1,842,,55,,,2,0,,0.58,0,,1.78,50.2,2,2,3,5,14,2,10,0.95,197,152,55,0,0,576,.680,1,0,1,1,.500,16.62,8,6.60,11.72,1.78,6.75,1.95,0.53,12,4,,
553993,Eugenio Suarez,148,18,0,0,0,0,.000,0.00,-.--,0.0,19,0,0,0,86,135,73,24,2,31,192,73,0,125,8,.235,533,.333,.462,.795,0,0,.---,11,2578,619,246,86,218,0,5,.298,0.64,0,17.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669923,George Kirby,25,25,10,7,0,17,1.000,0.68,1.18,130.0,25,1,0,0,110,137,54,23,2,13,133,22,0,135,5,.264,511,.299,.393,.692,5,10,.667,9,2092,,201,,,1,3,,0.80,0,,3.39,130.0,8,5,0,0,0,0,49,1.21,542,390,25,0,0,1440,.690,5,0,4,1,.615,16.09,0,6.05,9.21,1.52,9.35,3.74,0.90,0,0,,
641487,J.P. Crawford,143,141,321,161,13,495,.974,3.39,3.51,1235.0,142,69,0,6,158,158,56,24,3,6,76,67,0,125,10,.245,510,.341,.339,.680,2,3,.600,11,2440,594,173,42,202,2,5,.275,1.00,0,85.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672284,Jarred Kelenic,51,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,29,45,20,5,1,7,58,14,0,22,0,.144,153,.214,.327,.541,2,5,.714,3,649,168,50,17,69,0,1,.169,0.64,0,21.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608385,Jesse Winker,17,15,0,0,0,0,.000,0.00,-.--,0.0,17,0,0,0,109,147,51,15,0,14,103,84,1,100,4,.219,456,.344,.344,.688,0,0,.---,8,2229,547,157,53,185,0,3,.251,0.74,0,32.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677594,Julio Rodriguez,130,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,109,109,82,25,3,27,144,40,4,143,8,.284,504,.345,.506,.851,7,25,.781,7,2066,553,255,74,183,0,1,.347,1.00,0,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669302,Logan Gilbert,32,32,13,15,1,29,.966,0.88,1.36,185.2,32,1,0,1,156,211,71,41,3,19,174,49,2,170,6,.242,702,.295,.390,.685,5,6,.545,11,3015,,274,,,4,5,,0.74,0,,3.20,185.2,13,6,0,0,0,0,66,1.18,766,557,32,0,0,1950,.650,6,0,5,0,.684,16.24,0,3.55,8.43,2.38,8.24,3.44,0.92,0,0,,
622379,Luis Castillo,3,0,0,0,0,0,.000,0.00,0.00,3.2,3,0,0,0,5,3,0,0,0,0,4,0,0,2,0,.143,14,.143,.143,.286,0,0,.---,0,60,,2,,,0,0,,1.67,0,,0.00,3.2,0,0,0,0,0,0,0,0.55,14,11,3,0,0,38,.630,0,0,0,0,.---,16.36,1,-.--,9.82,0.00,4.91,0.00,0.00,2,0,,
620443,Luis Torrens,1,0,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,1,2,1,0,0,1,0,0,0,2,0,.400,5,.400,1.000,1.400,0,0,.---,0,18,158,5,13,61,0,0,.305,0.50,0,72.00,9.00,1.0,0,0,0,0,0,0,1,2.00,5,3,1,0,0,11,.610,0,0,0,0,.---,18.00,1,-.--,0.00,0.00,18.00,9.00,9.00,0,0,0,4.14
594835,Marco Gonzales,31,31,8,7,0,15,1.000,0.48,0.77,176.0,31,1,0,0,188,225,93,43,0,30,98,48,1,186,7,.270,688,.322,.464,.786,2,8,.800,17,2732,,319,,,3,6,,0.84,0,,4.14,176.0,10,15,0,0,0,0,81,1.33,752,528,31,0,0,1804,.660,7,0,1,1,.400,15.52,0,2.04,5.01,2.45,9.51,4.76,1.53,0,0,,
666374,Matt Brash,38,5,5,3,1,9,.889,0.21,1.47,49.2,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,0,0,0,0,0,0,.---,-.--,0,-.--,4.53,49.2,4,4,0,0,8,0,25,1.59,219,149,38,0,0,571,.620,2,0,3,0,.500,18.60,3,1.88,11.23,5.98,8.34,4.53,0.54,20,3,,
571510,Matthew Boyd,10,0,2,2,0,4,1.000,0.40,2.77,13.1,10,0,0,0,12,14,2,0,0,0,13,8,3,5,1,.116,43,.269,.116,.385,0,1,1.000,1,192,,5,,,1,0,,0.86,0,,1.35,13.1,2,0,0,0,1,0,2,0.98,53,40,10,0,0,126,.660,1,0,0,0,1.000,14.40,1,1.63,8.78,5.40,3.38,1.35,0.00,0,0,,
670036,Matthew Festa,52,0,5,5,0,10,1.000,0.19,1.73,52.0,52,1,0,0,39,50,24,6,2,9,61,18,0,40,2,.213,188,.288,.410,.698,1,5,.833,4,861,,77,,,2,0,,0.78,0,,3.98,52.0,2,0,2,3,6,1,23,1.12,210,156,52,0,0,571,.660,2,0,1,0,1.000,16.56,13,3.39,10.56,3.12,6.92,4.15,1.56,12,7,,
571745,Mitch Haniger,12,12,0,0,0,0,.000,0.00,-.--,0.0,12,0,0,0,44,60,28,8,0,9,64,18,1,51,1,.235,217,.294,.396,.690,0,0,.---,7,955,238,86,31,82,0,2,.288,0.73,0,24.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623149,Paul Sewald,64,0,13,3,0,16,1.000,0.25,2.29,63.0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,0,0,0,0,0,0,.---,-.--,0,-.--,2.71,63.0,5,4,20,25,8,5,19,0.78,239,189,64,0,0,628,.650,4,0,1,0,.556,15.27,37,4.06,9.86,2.43,4.57,3.00,1.43,14,5,,
682171,Penn Murfee,63,1,4,2,0,6,1.000,0.10,0.81,67.1,63,1,0,0,48,78,22,9,1,6,72,18,1,47,2,.193,243,.253,.313,.566,0,3,1.000,4,975,0,76,0,0,0,2,.---,0.62,0,-.--,2.94,67.1,4,0,0,0,7,0,22,0.97,265,202,63,0,0,670,.690,2,0,2,0,1.000,14.48,15,4.00,9.62,2.41,6.28,2.94,0.80,27,4,,
592662,Robbie Ray,32,32,18,6,0,24,1.000,0.75,1.14,189.0,32,1,0,0,151,180,80,29,5,32,212,62,0,163,7,.231,705,.299,.423,.722,9,17,.654,14,3047,,298,,,0,1,,0.84,0,,3.71,189.0,12,12,0,0,0,0,78,1.19,775,567,32,0,0,1964,.640,7,0,5,6,.500,16.12,0,3.42,10.10,2.95,7.76,3.81,1.52,0,0,,
664059,Sam Haggerty,6,0,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,44,37,29,9,1,5,53,18,3,45,4,.256,176,.335,.403,.738,1,13,.929,4,735,201,71,23,83,1,2,.333,1.19,0,35.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664034,Ty France,138,8,0,0,0,0,.000,0.00,-.--,0.0,8,0,0,0,160,148,64,27,1,20,90,34,3,149,21,.275,542,.339,.439,.778,0,0,.---,17,2169,603,238,82,216,0,5,.295,1.08,1,27.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676265,,15,8,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,,82,,,0,1,,0.40,0,,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,,
571901,Aaron Loup,65,0,9,0,0,9,1.000,0.14,1.40,58.2,65,0,0,0,68,56,38,14,0,4,52,22,3,54,8,.235,230,.323,.348,.671,2,5,.714,4,967,,80,,,0,0,,1.21,0,,3.84,58.2,0,5,1,6,19,5,25,1.30,260,176,65,0,0,631,.650,8,0,0,1,.000,16.48,7,2.36,7.98,3.38,8.28,5.83,0.61,37,10,,
681806,Andrew Wantz,41,1,3,2,0,5,1.000,0.12,0.92,49.0,41,0,0,0,30,59,18,4,0,8,51,20,0,35,2,.201,174,.289,.362,.651,2,2,.500,5,814,,63,,,0,1,,0.51,0,,3.12,49.0,2,1,0,1,7,1,17,1.12,197,147,41,0,0,510,.630,2,1,2,0,.667,16.61,7,2.55,9.37,3.67,6.43,3.31,1.47,17,3,,
543685,Anthony Rendon,46,45,77,30,6,113,.947,2.33,2.48,388.2,46,7,0,4,38,57,15,10,0,5,34,23,0,37,1,.226,164,.321,.378,.699,0,2,1.000,7,753,190,62,24,68,0,2,.252,0.67,0,32.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664058,David Fletcher,35,22,75,20,0,95,1.000,2.71,4.25,201.1,35,13,0,0,58,82,20,9,1,2,16,7,0,54,3,.260,208,.294,.341,.635,0,1,1.000,6,701,220,71,17,63,2,0,.274,0.71,0,104.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642545,Jaime Barria,34,1,10,3,0,13,1.000,0.38,1.50,78.1,34,1,0,0,82,93,29,12,3,11,53,19,0,63,3,.220,287,.274,.397,.671,0,2,1.000,10,1114,,114,,,3,1,,0.88,0,,2.64,78.1,3,3,0,3,5,3,23,1.05,313,235,34,0,0,745,.670,3,0,3,1,.500,14.22,20,2.79,6.09,2.18,7.24,3.33,1.26,19,8,,
623474,Jimmy Herget,49,1,6,5,0,11,1.000,0.22,1.43,69.0,49,0,0,0,61,76,20,15,1,4,63,15,3,48,3,.196,245,.250,.314,.564,0,6,1.000,5,996,,77,,,2,1,,0.80,0,,2.48,69.0,2,1,9,12,6,3,19,0.91,266,207,49,0,0,661,.660,3,0,0,0,.667,14.43,13,4.20,8.22,1.96,6.26,2.61,0.52,26,9,,
666176,Jo Adell,86,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,46,52,21,12,1,8,105,11,0,59,4,.226,261,.267,.372,.639,2,4,.667,6,1154,278,97,27,130,0,1,.342,0.88,1,32.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650671,Jose Quijada,42,0,3,0,1,4,.750,0.07,0.68,40.2,42,0,0,1,22,47,19,11,0,5,52,21,4,25,2,.172,145,.284,.352,.636,1,1,.500,1,691,,51,,,0,1,,0.47,0,,3.98,40.2,0,5,3,5,12,2,18,1.13,169,122,42,0,0,445,.640,2,0,1,0,.000,16.99,11,2.48,11.51,4.65,5.53,4.20,1.11,28,4,,
660761,Jose Suarez,22,20,5,2,1,8,.875,0.32,0.58,109.0,22,0,0,1,100,119,49,24,1,14,103,33,2,103,4,.243,423,.304,.404,.708,2,1,.333,3,1783,,171,,,1,1,,0.84,0,,3.96,109.0,8,8,0,0,0,0,48,1.25,462,327,22,0,0,1184,.660,4,0,1,1,.500,16.36,0,3.12,8.50,2.72,8.50,4.05,1.16,1,0,,
435559,Kurt Suzuki,50,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,31,57,10,4,0,4,29,15,0,25,2,.180,139,.266,.295,.561,0,0,.---,3,593,159,41,15,54,1,2,.194,0.54,0,34.75,,,,,,,,,,,,,,,,,,,,14,0,,,,,,,,,,,,2,4.13
670869,Livan Soto,16,13,29,17,2,48,.958,2.88,3.37,123.1,16,7,0,1,8,11,8,5,1,1,13,2,0,21,0,.412,51,.426,.608,1.034,1,1,.500,0,212,55,31,9,14,1,1,.526,0.73,0,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650859,Luis Rengifo,125,1,0,2,0,2,1.000,0.40,1.29,14.1,5,0,0,0,144,132,45,22,4,17,77,17,0,128,4,.267,480,.297,.435,.732,2,6,.750,10,1780,502,209,52,208,1,0,.288,1.09,0,28.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622110,Matt Duffy,75,37,62,31,3,96,.969,2.21,2.55,328.2,42,9,0,3,60,56,14,8,0,2,49,17,0,55,2,.250,220,.310,.314,.624,0,0,.---,6,899,239,69,15,79,0,0,.314,1.07,0,110.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642136,Matt Thaiss,3,0,3,2,0,5,1.000,1.67,11.25,4.0,3,1,0,0,20,11,9,1,0,2,24,11,1,15,0,.217,69,.321,.319,.640,3,5,.625,2,324,81,22,8,33,0,1,.295,1.82,0,34.50,,,,,,,,,,,,,,,,,,,,6,0,,,,,,,,,,,,0,5.00
545358,Max Stassi,100,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,88,71,32,12,1,9,111,38,0,60,1,.182,329,.268,.307,.575,0,0,.---,12,1413,369,101,30,145,0,1,.243,1.24,0,36.56,,,,,,,,,,,,,,,,,,,,33,0,,,,,,,,,,,,8,3.65
