,playername,gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,passedBall,catcherERA,plateAppearances,rbi,leftOnBase,babip,atBatsPerHomeRun
471911,Carlos Carrasco,29,29,153,129,71,38,1,17,152,41,2,161,8,.272,593,.326,.425,.751,1,8,.889,18,2412,3.97,152.0,15,7,0,0,0,0,67,1.33,645,456,29,0,0,1598,.660,8,0,5,1,252,1.19,.682,15.87,0,3.71,9.00,2.43,9.53,4.20,1.01,0,0,1,0,2,18,15,1,34,.971,1.14,1.95,152.0,29,3,0,1,,,,,,,
605135,Chris Bassitt,30,30,199,157,71,26,1,19,167,49,0,159,13,.234,680,.297,.359,.656,3,7,.700,22,2886,3.42,181.2,15,9,0,0,0,0,69,1.14,745,545,30,0,0,1894,.660,13,1,5,1,244,1.27,.625,15.89,0,3.41,8.27,2.43,7.88,3.52,0.94,0,0,1,0,2,16,16,0,32,1.000,1.07,1.59,181.2,30,3,0,0,,,,,,,
596129,Daniel Vogelbach,75,0,59,58,29,10,1,12,67,40,1,54,0,.228,237,.338,.430,.768,0,0,.---,8,1230,,,,,,,,,,,,,,,,,,,,,,102,1.02,,,,,,,,,,,,0,0,1,1,5,1,7,.857,1.20,10.80,5.0,5,1,0,0,,,278,34,95,.264,19.75
656849,David Peterson,28,19,100,80,50,21,1,11,126,48,1,93,7,.236,394,.327,.378,.705,0,1,1.000,10,1889,3.83,105.2,7,5,0,1,0,1,45,1.33,454,317,28,0,0,1125,.600,7,0,3,3,149,1.25,.583,17.88,0,2.63,10.73,4.09,7.92,4.26,0.94,4,0,0,2,3,12,1,3,16,.813,0.46,1.11,105.2,28,1,0,2,,,,,,,
622098,Drew Smith,44,0,28,53,17,4,0,9,53,15,0,38,0,.222,171,.283,.404,.687,1,0,.000,2,780,3.33,46.0,3,3,0,2,14,2,17,1.15,187,138,44,0,0,497,.640,0,0,0,0,69,0.53,.500,16.96,6,3.53,10.37,2.93,7.43,3.33,1.76,14,8,0,0,1,2,2,0,4,1.000,0.09,0.78,46.0,44,0,0,0,,,,,,,
500871,Eduardo Escobar,136,5,90,163,58,26,4,20,129,40,3,119,1,.240,495,.295,.430,.725,2,0,.000,4,2089,,,,,,,,,,,,,,,,,,,,,,213,0.55,,,,,,,,,,,,0,0,6,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,,,542,69,267,.281,24.75
621242,Edwin Diaz,61,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,1.31,62.0,3,1,32,35,4,3,9,0.84,235,186,61,0,0,643,.690,2,0,2,0,0,-.--,.750,14.97,49,6.56,17.13,2.61,4.94,1.31,0.44,10,2,0,0,0,1,4,1,6,.833,0.08,0.73,62.0,61,0,0,1,,,0,0,0,.---,-.--
596019,Francisco Lindor,2,2,155,176,98,24,5,26,133,59,2,169,10,.270,626,.339,.449,.788,6,16,.727,11,2817,,,,,,,,,,,,,,,,,,,,,,281,0.88,,,,,,,,,,,,0,0,7,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,702,104,292,.302,24.08
594798,Jacob deGrom,11,11,39,50,22,7,0,9,102,8,0,40,0,.175,229,.202,.323,.525,0,3,1.000,1,940,3.08,64.1,5,4,0,0,0,0,22,0.75,239,193,11,0,0,651,.690,0,0,0,0,74,0.78,.556,14.61,0,12.75,14.27,1.12,5.60,3.08,1.26,0,0,0,1,1,1,5,0,6,1.000,0.55,0.84,64.1,11,0,0,0,,,,,,,
543510,James McCann,2,0,39,57,18,6,0,2,45,11,0,31,4,.182,170,.246,.253,.499,8,26,.765,5,702,,,,,,,,,,,,,,,,,,,,21,0,43,0.68,,,,,,,,,,,,2,0,2,0,2,0,2,1.000,1.00,3.00,6.0,2,1,0,0,1,3.24,187,15,79,.232,85.00
643446,Jeff McNeil,4,3,131,172,73,39,1,9,61,40,1,174,11,.326,533,.382,.454,.836,0,4,1.000,6,2065,,,,,,,,,,,,,,,,,,,,,,242,0.76,,,,,,,,,,,,0,0,5,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,,,589,62,226,.353,59.22
570257,Joely Rodriguez,54,0,53,34,28,6,0,3,57,26,1,41,1,.225,182,.324,.308,.632,0,3,1.000,5,830,4.56,49.1,2,4,0,0,9,0,25,1.36,212,148,54,0,0,528,.640,1,0,2,0,56,1.56,.333,16.82,8,2.19,10.40,4.74,7.48,5.11,0.55,17,3,0,2,1,1,0,1,2,.500,0.02,0.18,49.1,54,0,0,0,,,0,0,0,.---,-.--
641645,Luis Guillorme,3,0,109,61,33,12,1,2,45,34,1,80,2,.273,293,.353,.341,.694,0,1,1.000,15,1358,,,,,,,,,,,,,,,,,,,,,,100,1.79,,,,,,,,,,,,0,2,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,,,331,17,149,.317,146.50
592192,Mark Canha,3,0,122,123,69,24,0,12,96,48,1,121,28,.264,458,.366,.395,.761,1,3,.750,3,2205,,,,,,,,,,,,,,,,,,,,,,181,0.99,,,,,,,,,,,,0,0,4,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,,,538,58,218,.308,38.17
668901,Mark Vientos,11,6,7,9,1,1,0,1,12,5,0,4,0,.125,32,.243,.250,.493,0,0,.---,1,165,,,,,,,,,,,,,,,,,,,,,,8,0.78,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,11,0,0,0,,,37,3,22,.158,32.00
453286,Max Scherzer,23,23,82,167,39,20,0,13,173,24,0,108,11,.207,523,.254,.319,.573,4,4,.500,10,2167,2.29,145.1,11,5,0,0,0,0,37,0.91,565,436,23,0,0,1480,.680,11,0,1,0,167,0.49,.688,14.91,0,7.21,10.71,1.49,6.69,2.42,0.81,0,0,0,3,4,12,6,0,18,1.000,0.78,1.12,145.1,23,1,0,0,,,,,,,
624413,Pete Alonso,27,27,133,183,95,27,0,40,128,67,16,162,12,.271,597,.352,.518,.870,1,5,.833,17,2507,,,,,,,,,,,,,,,,,,,,,,309,0.73,,,,,,,,,,,,0,0,9,0,0,0,0,.000,0.00,-.--,0.0,27,0,0,0,,,685,131,286,.279,14.92
607625,Seth Lugo,62,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,3.60,65.0,3,2,3,6,16,3,26,1.17,272,195,62,0,0,679,.630,3,0,2,0,0,-.--,.600,16.60,20,3.83,9.55,2.49,8.03,3.60,1.25,24,11,0,0,0,8,3,0,11,1.000,0.18,1.52,65.0,62,0,0,0,,,0,0,0,.---,-.--
668665,Stephen Nogosek,12,0,18,28,10,3,0,4,21,7,0,20,1,.230,87,.295,.402,.697,0,1,1.000,1,377,2.45,22.0,1,1,0,0,0,0,6,1.23,95,66,12,0,0,246,.650,1,0,1,0,35,0.64,.500,17.14,3,3.00,8.59,2.86,8.18,4.09,1.64,7,2,0,0,0,1,4,0,5,1.000,0.42,2.05,22.0,12,0,0,0,,,,,,,
592836,Taijuan Walker,29,29,169,154,63,27,1,15,132,45,1,143,6,.240,596,.299,.364,.663,2,8,.800,13,2500,3.49,157.1,12,5,0,0,0,0,61,1.19,649,472,29,0,0,1598,.640,6,0,0,5,217,1.10,.706,15.89,0,2.93,7.55,2.57,8.18,3.60,0.86,0,0,0,0,2,24,15,2,41,.951,1.34,2.24,157.1,29,0,0,2,,,,,,,
605253,Terrance Gore,2,0,0,2,1,0,0,0,2,0,0,0,0,.000,4,.000,.000,.000,0,3,1.000,0,14,,,,,,,,,,,,,,,,,,,,,,0,0.00,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,4,0,2,.000,-.--
621512,Tomas Nido,96,86,94,60,31,15,0,3,76,14,0,68,1,.239,284,.276,.324,.600,13,50,.794,14,1067,,,,,,,,,,,,,,,,,,,,13,3,92,1.57,,,,,,,,,,,,2,12,2,27,859,5,891,.994,9.23,10.41,766.1,96,3,0,3,3,3.66,313,28,146,.314,94.67
543507,Trevor May,25,0,15,28,14,5,0,4,29,8,0,27,0,.273,99,.327,.444,.771,0,2,1.000,0,446,5.25,24.0,2,0,1,1,6,0,14,1.46,107,72,25,0,0,277,.620,0,0,0,0,44,0.54,1.000,18.58,6,3.63,10.88,3.00,10.13,5.25,1.50,6,0,0,0,0,1,1,0,2,1.000,0.08,0.75,24.0,25,0,0,0,,,,,,,
592866,Trevor Williams,29,9,66,96,32,14,2,11,78,23,1,81,4,.252,321,.310,.411,.721,2,1,.333,7,1328,3.23,83.2,2,5,1,2,1,1,30,1.24,349,251,29,0,0,844,.640,4,0,1,0,132,0.69,.286,15.87,5,3.39,8.39,2.47,8.71,3.44,1.18,13,9,0,1,0,4,5,0,9,1.000,0.31,0.98,83.2,29,1,0,0,,,0,0,0,.---,-.--
571980,Tyler Naquin,15,12,26,29,17,7,2,4,39,6,0,25,1,.210,119,.254,.403,.657,0,1,1.000,1,494,,,,,,,,,,,,,,,,,,,,,,48,0.90,,,,,,,,,,,,0,0,0,0,19,1,20,.950,1.27,1.78,96.1,15,0,0,0,,,126,13,65,.276,29.75
656731,Tylor Megill,15,9,43,46,27,9,0,7,51,13,0,46,1,.253,182,.303,.418,.721,1,2,.667,4,791,5.13,47.1,4,2,0,0,0,0,27,1.25,200,142,15,0,0,511,.650,1,0,1,0,76,0.93,.667,16.71,2,3.92,9.70,2.47,8.75,5.13,1.33,1,0,0,2,2,5,3,0,8,1.000,0.53,1.53,47.1,15,0,0,0,,,,,,,
676265,,16,9,29,68,30,12,0,12,45,25,0,44,5,.239,184,.343,.500,.843,1,4,.800,0,845,5.25,48.0,0,5,0,0,0,0,28,1.44,216,144,16,0,0,522,.620,5,0,2,0,92,0.43,.000,17.60,7,1.80,8.44,4.69,8.25,5.63,2.25,2,0,0,0,2,1,2,0,3,1.000,0.19,0.56,48.0,16,0,0,0,,,,,,,
605400,Aaron Nola,32,32,177,189,75,39,1,19,235,29,1,168,9,.219,766,.256,.347,.603,8,11,.579,9,3039,3.25,205.0,11,13,0,0,0,0,74,0.96,807,615,32,2,1,2104,.690,9,0,2,0,266,0.94,.458,14.82,0,8.10,10.32,1.27,7.38,3.29,0.83,0,0,0,3,0,14,9,2,25,.920,0.72,1.01,205.0,32,0,0,2,,,,,,,
664761,Alec Bohm,9,9,171,151,79,24,3,13,109,31,1,164,4,.280,585,.316,.398,.714,3,2,.400,18,2296,,,,,,,,,,,,,,,,,,,,,,233,1.13,,,,,,,,,,,,0,0,10,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,,,630,72,227,.319,45.00
571479,Andrew Bellatti,59,1,28,51,25,15,0,5,78,25,1,47,1,.234,201,.317,.383,.700,2,3,.600,0,963,3.31,54.1,4,4,2,3,9,1,20,1.33,230,163,59,0,0,591,.610,1,0,1,2,77,0.55,.500,17.72,16,3.12,12.92,4.14,7.79,4.14,0.83,32,9,0,0,3,3,1,0,4,1.000,0.07,0.67,54.1,59,0,0,0,,,0,0,0,.---,-.--
663559,Bailey Falter,19,15,64,101,39,17,2,16,74,17,0,83,6,.260,319,.307,.476,.783,4,3,.429,6,1284,3.90,83.0,6,4,0,0,0,0,36,1.20,345,249,19,0,0,873,.680,6,0,2,2,152,0.63,.600,15.47,3,4.35,8.02,1.84,9.00,4.23,1.73,0,0,0,0,3,4,4,0,8,1.000,0.42,0.87,83.0,19,0,0,0,,,,,,,
669016,Brandon Marsh,40,2,27,25,15,8,2,3,41,6,0,37,0,.285,130,.316,.446,.762,2,2,.500,2,534,,,,,,,,,,,,,,,,,,,,,,58,1.08,,,,,,,,,,,,0,0,0,0,4,0,4,1.000,2.00,2.12,17.0,2,0,0,0,,,136,14,54,.395,43.33
547180,Bryce Harper,90,90,98,86,63,28,1,18,87,46,9,106,3,.286,370,.364,.514,.878,4,11,.733,13,1594,,,,,,,,,,,,,,,,,,,,,,190,1.14,,,,,,,,,,,,0,0,7,0,0,0,0,.000,0.00,-.--,0.0,90,0,0,0,,,426,65,143,.324,20.56
681082,Bryson Stott,82,75,114,125,58,19,2,10,89,36,0,100,1,.235,426,.295,.359,.654,4,12,.750,3,1873,,,,,,,,,,,,,,,,,,,,,,153,0.91,,,,,,,,,,,,0,1,1,183,95,7,285,.975,3.39,3.81,656.1,82,35,0,5,,,465,49,209,.274,42.60
606965,Chris Devenski,3,0,2,7,5,1,0,1,3,0,0,7,0,.389,18,.368,.611,.979,0,0,.---,0,67,11.25,4.0,0,0,0,0,0,0,5,1.75,19,12,3,0,0,47,.700,0,0,0,0,11,0.29,.---,16.75,1,-.--,6.75,0.00,15.75,11.25,2.25,3,1,0,0,1,0,0,0,0,.000,0.00,0.00,4.0,3,0,0,0,,,,,,,
641401,Connor Brogdon,47,0,29,53,16,8,1,6,50,11,0,44,1,.253,174,.299,.414,.713,1,2,.667,0,710,3.27,44.0,2,2,2,4,6,2,16,1.25,188,132,47,0,0,474,.670,1,0,3,0,72,0.55,.500,16.14,11,4.55,10.23,2.25,9.00,3.27,1.23,28,9,0,1,1,1,2,0,3,1.000,0.06,0.61,44.0,47,0,0,0,,,,,,,
656495,Dalton Guthrie,12,5,3,4,2,0,0,1,6,5,0,7,0,.350,20,.480,.500,.980,0,1,1.000,0,102,,,,,,,,,,,,,,,,,,,,,,10,0.75,,,,,,,,,,,,0,0,0,0,14,0,14,1.000,1.17,2.03,62.0,12,0,0,0,,,25,5,3,.462,20.00
669742,Darick Hall,30,30,25,32,19,8,1,9,43,5,0,34,1,.254,134,.286,.530,.816,0,0,.---,3,533,0.00,0.1,0,0,0,0,0,0,0,3.00,2,1,1,0,0,4,.670,0,0,0,0,71,0.78,.---,18.00,1,-.--,0.00,0.00,27.00,0.00,0.00,2,1,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,30,0,0,0,,,140,16,55,.305,14.89
502085,David Robertson,22,0,0,0,0,0,0,0,1,0,0,0,0,.000,1,.000,.000,.000,0,0,.---,0,6,2.70,23.1,1,3,6,9,3,3,7,1.37,99,70,22,0,0,250,.610,0,0,2,0,0,-.--,.250,17.49,11,1.88,11.57,6.17,6.17,3.09,0.77,0,0,0,0,0,3,3,0,6,1.000,0.27,2.35,23.1,22,0,0,0,,,1,0,1,.---,-.--
596117,Garrett Stubbs,4,0,7,2,7,1,1,3,1,1,0,7,0,.412,17,.444,1.118,1.562,0,0,.---,1,60,17.18,3.2,0,0,0,0,0,0,7,2.18,18,11,4,0,0,37,.620,0,0,0,0,19,3.50,.---,16.36,4,1.00,2.45,2.45,17.18,17.18,7.36,0,0,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,3,4.30,118,16,35,.324,20.60
592663,J.T. Realmuto,138,1,128,123,75,26,5,22,118,41,1,138,12,.275,502,.341,.478,.819,1,21,.955,7,2186,,,,,,,,,,,,,,,,,,,,35,1,240,1.04,,,,,,,,,,,,0,0,5,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,2,3.90,560,84,212,.316,22.82
516416,Jean Segura,1,0,116,81,45,9,0,10,57,25,1,98,7,.279,351,.339,.390,.729,6,13,.684,16,1388,,,,,,,,,,,,,,,,,,,,,,137,1.43,,,,,,,,,,,,0,0,1,1,0,0,1,1.000,1.00,9.00,1.0,1,0,0,0,,,384,33,149,.309,35.10
621237,Jose Alvarado,59,0,0,0,0,0,0,0,1,0,0,0,0,.000,1,.000,.000,.000,0,0,.---,0,5,3.18,51.0,4,2,2,4,22,2,18,1.22,214,153,59,0,0,547,.620,1,0,5,1,0,-.--,.667,17.27,8,3.38,14.29,4.24,6.71,3.71,0.35,25,7,0,0,0,6,3,0,9,1.000,0.15,1.59,51.0,59,1,0,0,,,1,0,1,.---,-.--
502043,Kyle Gibson,31,31,184,157,98,33,2,24,144,48,0,176,9,.268,656,.325,.434,.759,3,3,.500,16,2739,5.05,167.2,10,8,0,0,0,0,94,1.34,718,503,31,0,0,1747,.640,9,0,4,2,285,1.17,.556,16.34,0,3.00,7.73,2.58,9.45,5.26,1.29,0,0,0,1,4,17,12,1,30,.967,0.94,1.56,167.2,31,1,0,1,,,,,,,
656941,Kyle Schwarber,154,15,108,144,100,21,3,46,199,86,3,126,4,.219,575,.324,.506,.830,1,10,.909,10,2866,,,,,,,,,,,,,,,,,,,,,,291,0.75,,,,,,,,,,,,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,15,0,0,0,,,667,94,209,.241,12.50
663837,Matt Vierling,1,0,82,98,41,12,2,6,68,23,0,79,3,.246,321,.297,.352,.649,4,7,.636,7,1390,,,,,,,,,,,,,,,,,,,,,,113,0.84,,,,,,,,,,,,0,0,6,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,353,32,151,.289,53.50
592206,Nick Castellanos,12,12,124,132,56,27,0,13,129,29,0,138,3,.265,521,.306,.392,.698,1,7,.875,15,2049,,,,,,,,,,,,,,,,,,,,,,204,0.94,,,,,,,,,,,,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,12,0,0,0,,,555,62,208,.328,40.08
665155,Nick Maton,2,0,2,2,3,1,0,0,0,0,0,4,0,.500,8,.500,.625,1.125,0,0,.---,0,25,20.25,1.1,0,0,0,0,0,0,3,3.00,8,4,2,0,0,18,.720,0,0,0,0,5,1.00,.---,18.75,2,-.--,0.00,0.00,27.00,20.25,0.00,0,0,0,0,0,2,16,0,18,1.000,2.00,2.66,61.2,9,0,0,0,,,82,17,34,.316,13.80
656793,Nick Nelson,46,2,49,81,38,17,1,1,68,35,0,65,4,.256,254,.344,.343,.687,2,4,.667,2,1188,4.92,67.2,3,2,1,1,3,0,37,1.48,302,203,46,0,0,719,.610,4,0,13,0,87,0.60,.600,17.56,9,1.94,9.04,4.66,8.65,5.05,0.13,23,6,0,0,9,5,3,1,9,.889,0.17,1.07,67.2,46,0,0,1,,,,,,,
592789,Noah Syndergaard,10,9,60,64,26,8,5,5,31,9,0,63,0,.290,217,.319,.442,.761,2,5,.714,7,784,4.12,54.2,5,2,0,0,0,0,25,1.32,227,164,10,1,0,527,.670,0,0,1,1,96,0.94,.714,14.34,0,3.44,5.10,1.48,10.37,4.28,0.82,0,0,0,1,0,6,4,1,11,.909,1.00,1.67,54.2,10,1,0,1,,,,,,,
624133,Ranger Suarez,29,29,211,113,74,39,2,15,129,58,0,149,2,.249,598,.317,.396,.713,2,0,.000,15,2564,3.65,155.1,10,7,0,0,0,0,63,1.33,662,466,29,0,0,1596,.620,2,2,4,0,237,1.87,.588,16.51,0,2.22,7.47,3.36,8.63,4.29,0.87,0,0,0,2,2,31,13,0,44,1.000,1.52,2.55,155.1,29,0,0,0,,,,,,,
656555,Rhys Hoskins,155,4,119,158,81,33,2,30,167,72,0,145,6,.247,586,.334,.464,.798,1,2,.667,12,2874,,,,,,,,,,,,,,,,,,,,,,272,0.75,,,,,,,,,,,,1,0,3,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,,,668,78,215,.293,19.53
622554,Seranthony Dominguez,54,0,45,42,18,9,0,4,61,22,1,36,1,.197,183,.285,.311,.596,1,3,.750,5,823,3.00,51.0,6,5,9,11,15,2,17,1.14,207,153,54,0,0,510,.620,1,0,3,0,57,1.07,.545,16.14,16,2.77,10.76,3.88,6.35,3.18,0.71,20,7,0,0,1,0,5,0,5,1.000,0.09,0.88,51.0,54,0,0,0,,,,,,,
621107,Zach Eflin,20,13,81,77,38,16,2,8,65,15,1,70,5,.241,290,.288,.393,.681,0,2,1.000,4,1194,4.04,75.2,3,5,1,1,2,0,34,1.12,313,227,20,0,0,781,.650,5,0,0,0,114,1.05,.375,15.78,2,4.33,7.73,1.78,8.33,4.52,0.95,0,0,0,0,3,13,3,0,16,1.000,0.80,1.92,75.2,20,1,0,0,,,,,,,
554430,Zack Wheeler,26,26,146,132,52,23,6,13,163,34,1,125,7,.221,565,.273,.352,.625,4,5,.556,10,2358,2.82,153.0,12,7,0,0,0,0,48,1.04,607,459,26,0,0,1573,.670,7,1,1,1,199,1.11,.632,15.41,0,4.79,9.59,2.00,7.35,3.06,0.76,0,0,0,0,1,11,11,0,22,1.000,0.85,1.29,153.0,26,1,0,0,,,,,,,
676265,,16,9,29,68,30,12,0,12,45,25,0,44,5,.239,184,.343,.500,.843,1,4,.800,0,845,5.25,48.0,0,5,0,0,0,0,28,1.44,216,144,16,0,0,522,.620,5,0,2,0,92,0.43,.000,17.60,7,1.80,8.44,4.69,8.25,5.63,2.25,2,0,0,0,2,1,2,0,3,1.000,0.19,0.56,48.0,16,0,0,0,,,,,,,
677053,Andrew Nardi,12,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,9.45,13.1,0,1,0,0,1,0,14,2.63,75,40,12,0,0,212,.630,0,0,1,0,0,-.--,.000,25.35,5,1.62,14.18,8.78,14.85,10.12,2.70,5,5,0,0,0,0,0,0,0,.000,0.00,0.00,13.1,12,0,0,0,,,0,0,0,.---,-.--
541645,Avisail Garcia,11,11,105,65,31,9,0,8,109,17,0,80,4,.224,357,.266,.317,.583,0,4,1.000,12,1367,,,,,,,,,,,,,,,,,,,,,,113,1.62,,,,,,,,,,,,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,11,0,0,0,,,380,35,161,.298,44.62
666129,Braxton Garrett,17,17,91,72,38,17,3,9,90,24,1,86,10,.254,338,.323,.402,.725,3,10,.769,9,1436,3.58,88.0,3,7,0,0,0,0,35,1.25,373,264,17,0,0,965,.670,10,0,2,0,136,1.26,.300,16.32,0,3.75,9.20,2.45,8.80,3.89,0.92,0,0,0,1,0,11,6,1,18,.944,1.00,1.74,88.0,17,1,0,1,,,,,,,
605119,Brian Anderson,9,9,97,66,43,16,1,8,101,37,2,75,7,.222,338,.311,.346,.657,0,1,1.000,7,1543,,,,,,,,,,,,,,,,,,,,,,117,1.47,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,,,383,28,143,.291,42.25
650559,La Cruz,5,1,83,76,37,20,0,13,88,19,0,81,2,.250,324,.292,.432,.724,0,3,1.000,7,1362,,,,,,,,,,,,,,,,,,,,,,140,1.09,,,,,,,,,,,,1,0,4,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,,,350,43,141,.300,24.92
663773,Bryan Hoeing,7,1,20,8,14,2,1,4,5,4,0,17,0,.354,48,.396,.688,1.084,0,1,1.000,1,235,11.12,11.1,1,1,0,0,0,0,14,1.85,54,34,7,0,0,144,.610,0,0,1,0,33,2.50,.500,20.74,0,1.25,3.97,3.18,13.50,11.12,3.18,1,1,0,1,1,3,1,0,4,1.000,0.57,3.27,11.1,7,0,0,0,,,,,,,
641779,Charles Leblanc,47,0,26,34,16,10,0,4,53,11,0,40,1,.261,153,.315,.405,.720,2,4,.667,0,686,,,,,,,,,,,,,,,,,,,,,,62,0.76,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,165,11,58,.375,38.25
571670,Dylan Floro,55,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,3.06,53.0,1,3,9,13,6,4,18,1.15,216,159,55,0,0,567,.680,0,0,1,0,0,-.--,.250,15.83,22,3.36,7.98,2.38,7.98,3.91,0.68,10,3,0,0,0,4,0,0,4,1.000,0.07,0.68,53.0,55,0,0,0,,,0,0,0,.---,-.--
622694,Elieser Hernandez,19,9,33,83,45,16,2,19,57,22,1,63,4,.269,234,.340,.598,.938,3,5,.625,0,1037,6.33,58.1,3,6,0,1,0,1,41,1.46,262,175,19,0,0,679,.650,4,0,0,0,140,0.40,.333,17.78,4,2.59,8.79,3.39,9.72,6.94,2.93,3,3,0,0,2,5,1,0,6,1.000,0.32,0.93,58.1,19,0,0,0,,,,,,,
623211,Huascar Brazoban,27,0,32,20,13,6,0,3,40,21,1,26,2,.222,117,.350,.350,.700,2,2,.500,3,631,3.09,32.0,1,1,0,1,4,1,11,1.47,141,96,27,0,0,367,.580,2,0,7,0,41,1.60,.500,19.72,2,1.90,11.25,5.91,7.31,3.66,0.84,15,6,0,1,0,4,2,1,7,.857,0.22,1.69,32.0,27,0,0,1,,,,,,,
668709,JJ Bleday,4,4,29,73,20,10,1,5,67,30,0,32,2,.161,199,.275,.296,.571,1,4,.800,4,1013,,,,,,,,,,,,,,,,,,,,,,59,0.40,,,,,,,,,,,,0,0,2,0,5,0,5,1.000,1.25,1.25,36.0,4,0,0,0,,,233,14,88,.209,39.80
607732,Jacob Stallings,1,1,90,99,25,12,0,4,83,29,0,77,6,.223,346,.292,.292,.584,14,61,.813,15,1474,,,,,,,,,,,,,,,,,,,,30,2,101,0.91,,,,,,,,,,,,0,1,2,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,0,3.79,384,34,155,.280,86.50
670288,Jake Fishman,6,0,13,12,4,4,0,0,6,0,0,11,3,.262,42,.311,.357,.668,0,0,.---,1,160,3.38,10.2,0,0,0,0,2,0,4,1.03,45,32,6,0,0,111,.690,3,0,0,0,15,1.08,.---,15.00,2,-.--,5.06,0.00,9.28,3.38,0.00,4,1,0,0,0,1,0,0,1,1.000,0.17,0.90,10.2,6,1,0,0,,,,,,,
656257,Jeff Brigham,15,0,10,31,10,5,0,3,27,10,0,21,0,.239,88,.316,.398,.714,1,5,.833,1,410,3.42,23.2,0,1,1,1,2,0,9,1.31,99,71,15,0,0,263,.640,0,0,1,0,35,0.32,.000,17.32,2,2.70,10.27,3.80,7.99,3.80,1.14,12,1,0,1,0,2,2,0,4,1.000,0.27,1.57,23.2,15,0,0,0,,,,,,,
666200,Jesus Luzardo,18,18,84,90,40,18,2,10,120,35,0,69,2,.191,361,.266,.335,.601,1,2,.667,7,1644,3.32,100.1,4,7,0,0,0,0,37,1.04,400,301,18,0,0,1037,.630,2,0,5,1,121,0.93,.364,16.39,0,3.43,10.76,3.14,6.19,3.59,0.90,0,0,0,1,1,13,1,1,15,.933,0.78,1.26,100.1,18,2,0,1,,,,,,,
660821,Jesus Sanchez,97,2,83,70,37,14,3,13,91,25,0,66,3,.214,309,.278,.405,.683,0,1,1.000,7,1369,,,,,,,,,,,,,,,,,,,,,,125,1.19,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,338,35,149,.257,23.77
621563,Joey Wendle,101,0,131,80,27,24,1,3,50,15,0,90,5,.259,347,.297,.360,.657,3,12,.800,7,1281,,,,,,,,,,,,,,,,,,,,,,125,1.64,,,,,,,,,,,,0,1,3,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,371,32,109,.293,115.67
542932,Jon Berti,101,1,108,75,46,17,2,4,89,40,0,84,3,.237,355,.318,.330,.648,5,41,.891,6,1546,,,,,,,,,,,,,,,,,,,,,,117,1.44,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,,,399,26,143,.304,88.75
