,playername,gamesPlayed,gamesStarted,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,plateAppearances,rbi,leftOnBase,babip,atBatsPerHomeRun,passedBall,catcherERA
605200,Zach Davies,27,27,15,17,1,33,.970,1.19,2.20,131.1,27,1,0,0,139,145,66,20,2,21,101,51,0,122,2,.245,498,.313,.420,.733,5,7,.583,10,2255,4.18,131.1,2,5,0,0,0,0,61,1.32,560,394,27,0,0,1361,.600,2,0,1,1,209,0.96,.286,17.17,0,1.98,6.92,3.49,8.36,4.52,1.44,0,0,0,1,8,,,,,,,
676265,,15,8,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,82,0.40,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,0,0,1,,,,,,,
676701,Alan Trejo,20,17,55,20,4,79,.949,3.75,4.19,161.0,20,13,0,2,29,24,15,6,0,4,30,5,0,31,2,.272,114,.314,.430,.744,2,0,.000,3,475,,,,,,,,,,,,,,,,,,,,,,49,1.21,,,,,,,,,,,,0,0,0,121,16,47,.338,28.50,,
517008,Alex Colome,53,0,5,3,0,8,1.000,0.15,1.53,47.0,53,0,0,0,72,31,36,16,2,5,32,22,2,57,0,.300,190,.369,.484,.853,1,7,.875,5,803,5.74,47.0,2,7,4,7,7,3,30,1.68,215,141,53,0,0,482,.600,0,1,4,0,92,2.32,.222,17.09,13,1.45,6.13,4.21,10.91,6.89,0.96,0,0,1,0,2,0,0,0,.---,-.--,,
596295,Austin Gomber,32,16,9,7,0,16,1.000,0.50,1.19,121.2,32,2,0,0,134,122,79,26,5,19,91,33,1,134,2,.282,476,.328,.477,.805,4,8,.667,13,2013,5.62,121.2,5,7,0,0,0,0,76,1.37,516,365,32,0,0,1291,.640,2,0,4,2,227,1.10,.417,16.55,2,2.76,6.73,2.44,9.91,5.84,1.41,17,10,0,1,4,,,,,,,
663898,Brendan Rodgers,134,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,161,123,71,30,3,12,98,45,0,137,2,.267,514,.325,.407,.732,0,0,.---,24,2055,,,,,,,,,,,,,,,,,,,,,,209,1.31,,,,,,,,,,,,0,0,5,566,62,238,.306,42.83,,
661531,Brian Serven,1,0,0,3,0,3,1.000,3.00,13.50,2.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,.000,2,.333,.000,.333,10,40,.800,1,8,0.00,1.0,0,0,0,0,0,0,0,1.00,3,3,1,0,0,4,.500,0,0,21,0,0,1.00,.---,8.00,1,0.00,0.00,9.00,0.00,0.00,0.00,0,0,1,0,0,199,16,89,.230,30.33,2,4.88
543068,C.J. Cron,26,26,0,0,0,0,.000,0.00,-.--,0.0,26,0,0,0,123,143,79,28,3,29,161,42,6,148,8,.260,570,.317,.472,.789,0,0,.---,16,2476,,,,,,,,,,,,,,,,,,,,,,269,0.86,,,,,,,,,,,,1,0,5,626,102,266,.309,19.66,,
641771,Chad Kuhl,27,27,9,12,1,22,.955,0.78,1.38,137.0,27,0,0,1,124,165,91,31,6,25,110,58,1,155,5,.284,546,.355,.500,.855,5,6,.545,8,2375,5.72,137.0,6,11,0,0,0,0,87,1.55,617,411,27,1,1,1461,.620,5,0,5,0,273,0.75,.353,17.34,0,1.90,7.23,3.81,10.18,5.98,1.64,0,0,0,3,5,,,,,,,
663385,Chad Smith,14,0,0,0,1,1,.000,0.00,0.00,16.2,14,0,0,1,16,10,12,3,1,1,22,13,0,15,2,.242,62,.385,.371,.756,2,1,.333,0,306,6.48,16.2,0,0,0,1,0,1,12,1.68,78,50,14,0,0,170,.560,2,0,3,0,23,1.60,.---,18.36,2,1.69,11.88,7.02,8.10,6.48,0.54,14,9,0,0,1,,,,,,,
453268,Daniel Bard,55,0,6,1,0,7,1.000,0.13,1.11,57.1,55,0,0,0,62,48,15,9,0,3,63,25,1,32,3,.157,204,.258,.245,.503,0,5,1.000,1,912,1.88,57.1,6,4,32,35,0,3,12,0.99,233,172,55,0,0,581,.640,3,0,3,0,50,1.29,.600,15.91,46,2.52,9.89,3.92,5.02,2.35,0.47,2,0,0,0,1,0,0,0,.---,-.--,,
659275,Dinelson Lamet,13,0,1,0,0,1,1.000,0.08,0.75,12.1,13,0,0,0,7,13,14,6,0,2,16,9,0,16,1,.320,50,.419,.560,.979,0,0,.---,0,236,9.49,12.1,0,1,0,0,1,0,13,2.03,62,37,13,0,0,143,.610,1,0,3,0,28,0.54,.000,19.14,3,1.78,11.68,6.57,11.68,10.22,1.46,13,7,0,0,2,,,,,,,
660707,Elehuris Montero,51,11,0,0,0,0,.000,0.00,-.--,0.0,11,0,0,0,32,40,20,14,1,6,57,8,0,39,1,.232,168,.271,.435,.706,0,0,.---,4,651,,,,,,,,,,,,,,,,,,,,,,73,0.80,,,,,,,,,,,,0,0,0,177,20,69,.314,28.00,,
553869,Elias Diaz,103,92,52,658,11,721,.985,6.96,7.84,815.1,102,3,0,9,100,89,28,18,2,9,79,25,0,78,2,.227,343,.282,.370,.652,1,0,.000,8,1413,,,,,,,,,,,,,,,,,,,,40,4,127,1.12,,,,,,,,,,,,0,0,3,373,51,174,.267,38.11,3,5.24
678662,Ezequiel Tovar,7,6,15,10,0,25,1.000,4.17,4.33,52.0,6,2,0,0,7,5,1,1,0,0,6,2,0,5,0,.217,23,.280,.261,.541,0,0,.---,0,94,,,,,,,,,,,,,,,,,,,,,,6,1.40,,,,,,,,,,,,0,0,0,25,0,15,.294,-.--,,
641658,Garrett Hampson,88,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,56,41,29,7,3,2,59,21,0,41,1,.214,192,.292,.313,.605,2,12,.857,3,860,,,,,,,,,,,,,,,,,,,,,,60,1.37,,,,,,,,,,,,0,3,2,219,14,84,.293,96.00,,
668970,Gavin Hollowell,5,0,0,0,0,0,.000,0.00,0.00,5.1,5,0,0,0,3,6,7,1,0,1,7,4,0,7,0,.318,22,.407,.500,.907,0,0,.---,0,118,10.13,5.1,0,2,0,0,0,0,6,2.06,27,16,5,0,0,69,.580,0,0,0,0,11,0.50,.000,22.13,3,1.75,11.81,6.75,11.81,11.81,1.69,5,1,0,0,1,,,,,,,
608566,German Marquez,31,31,15,6,2,23,.913,0.70,1.08,175.2,30,1,0,2,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,5.09,178.2,8,13,0,0,0,0,101,1.38,768,536,31,0,0,1822,.650,4,2,8,2,0,-.--,.381,15.65,0,2.43,7.46,3.07,9.32,5.49,1.51,0,0,0,0,0,0,0,0,.---,-.--,,
656234,Jake Bird,37,0,5,2,0,7,1.000,0.19,1.40,45.2,37,0,0,0,58,35,29,6,2,7,40,23,3,45,4,.257,175,.353,.434,.787,0,4,1.000,5,722,5.12,45.2,1,4,0,1,5,1,26,1.49,205,137,37,0,0,430,.600,4,0,4,0,76,1.66,.200,15.81,11,1.74,7.88,4.53,8.87,5.72,1.38,16,6,0,1,2,,,,,,,
578428,Jose Iglesias,117,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,144,111,48,30,0,3,55,17,0,128,8,.294,435,.330,.384,.714,3,2,.400,11,1721,,,,,,,,,,,,,,,,,,,,,,167,1.30,,,,,,,,,,,,0,0,3,463,47,178,.329,145.00,,
570632,Jose Urena,4,0,0,0,0,0,.000,0.00,0.00,7.2,4,0,0,0,11,10,5,1,0,1,3,5,0,7,0,.241,29,.333,.379,.712,0,0,.---,0,121,3.52,7.2,0,0,0,0,0,0,3,1.57,36,23,4,0,0,74,.610,0,0,1,0,11,1.10,.---,15.78,1,0.60,3.52,5.87,8.22,5.87,1.17,4,3,0,0,2,,,,,,,
664875,Justin Lawrence,36,0,9,0,0,9,1.000,0.25,2.03,40.2,36,1,0,0,45,26,27,9,1,3,47,22,0,43,1,.270,159,.359,.396,.755,1,3,.750,3,736,5.98,40.2,3,1,0,2,6,2,27,1.60,184,122,36,0,0,463,.630,1,0,1,0,63,1.73,.750,18.10,10,2.14,10.40,4.87,9.52,5.98,0.66,28,7,0,0,2,,,,,,,
607536,Kyle Freeland,31,31,14,2,0,16,1.000,0.52,0.83,174.2,31,0,0,0,183,190,96,47,8,19,131,53,0,193,16,.281,687,.342,.456,.798,6,15,.714,19,2839,4.53,174.2,9,11,0,0,0,0,88,1.41,766,524,31,0,0,1793,.630,16,0,4,1,313,0.96,.450,16.25,0,2.47,6.75,2.73,9.94,4.95,0.98,0,0,0,1,9,,,,,,,
669911,Michael Toglia,17,17,1,20,0,21,1.000,1.24,1.32,143.0,17,0,0,0,21,20,10,7,2,2,36,8,0,20,0,.206,97,.267,.381,.648,1,1,.500,2,417,,,,,,,,,,,,,,,,,,,,,,37,1.05,,,,,,,,,,,,0,0,0,105,11,36,.305,48.50,,
545341,Randal Grichuk,1,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,0,10,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,6,.600,0,0,0,0,0,2.00,.---,10.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,522,71,210,.312,27.22,,
663372,Ryan Feltner,19,18,7,8,0,15,1.000,0.79,1.48,91.1,19,0,0,0,96,91,63,17,4,15,80,33,0,98,5,.271,361,.337,.465,.802,1,10,.909,5,1585,6.01,91.1,3,9,0,0,0,0,61,1.43,404,274,19,0,0,996,.630,5,0,3,0,168,1.05,.250,17.35,0,2.42,7.88,3.25,9.66,6.21,1.48,3,0,1,0,4,,,,,,,
641857,Ryan McMahon,150,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,124,115,66,23,3,20,156,59,0,128,5,.246,520,.327,.417,.744,3,7,.700,7,2520,,,,,,,,,,,,,,,,,,,,,,217,1.08,,,,,,,,,,,,0,0,3,587,67,223,.311,26.00,,
656248,Sean Bouchard,22,21,0,42,0,42,1.000,1.91,2.07,183.1,22,0,0,0,9,14,6,3,0,2,21,20,0,17,0,.283,60,.457,.433,.890,0,0,.---,1,353,,,,,,,,,,,,,,,,,,,,,,26,0.64,,,,,,,,,,,,0,0,1,81,9,30,.395,30.00,,
621389,Ty Blach,23,1,3,5,0,8,1.000,0.35,1.67,43.1,23,0,0,0,50,48,29,14,2,4,28,11,2,50,2,.292,171,.335,.468,.803,0,0,.---,3,661,6.02,43.1,1,0,1,2,0,1,29,1.41,189,130,23,0,0,453,.690,2,0,1,0,80,1.04,1.000,15.25,9,2.55,5.82,2.28,10.38,6.02,0.83,14,4,0,1,4,,,,,,,
602074,Yonathan Daza,112,0,0,0,0,0,.000,0.00,0.00,1.0,1,0,0,0,134,68,56,21,2,2,57,25,0,112,4,.307,365,.353,.392,.745,3,0,.000,11,1503,,,,,,,,,,,,,,,,,,,,,,143,1.97,,,,,,,,,,,,0,1,5,400,34,138,.354,182.50,,
676265,,15,8,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,82,0.40,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,0,0,1,,,,,,,
621345,A.J. Minter,73,0,4,2,0,6,1.000,0.08,0.79,68.0,73,0,0,0,43,64,21,11,0,5,92,13,0,47,3,.195,241,.242,.303,.545,3,6,.667,3,1079,2.12,68.0,5,4,5,9,32,4,16,0.88,262,204,73,0,0,726,.670,3,0,3,2,73,0.67,.556,15.87,13,7.08,12.18,1.72,6.22,2.78,0.66,23,6,0,2,3,,,,,,,
663586,Austin Riley,156,154,278,96,14,388,.964,2.40,2.44,1382.0,156,20,0,5,132,146,89,39,2,38,163,55,1,168,16,.278,605,.351,.537,.888,0,2,1.000,13,2588,,,,,,,,,,,,,,,,,,,,,,325,0.90,,,,,,,,,,,,0,0,4,680,93,262,.319,15.92,,
693821,Bryce Elder,9,8,3,3,0,6,1.000,0.67,1.10,49.0,9,1,0,0,56,44,15,7,0,3,42,22,1,38,3,.215,177,.309,.305,.614,1,5,.833,4,775,2.76,49.0,2,3,0,0,0,0,15,1.22,205,147,9,1,1,471,.610,3,0,0,0,54,1.27,.400,15.82,1,1.91,7.71,4.04,6.98,2.76,0.55,2,0,0,1,2,,,,,,,
450203,Charlie Morton,30,30,15,6,2,23,.913,0.70,1.13,167.2,30,2,0,2,136,149,82,26,2,26,200,62,0,140,18,.227,618,.313,.401,.714,2,10,.833,14,2824,4.29,167.2,9,6,0,0,0,0,80,1.20,705,503,30,0,0,1801,.640,18,0,4,3,248,0.91,.600,16.84,0,3.23,10.74,3.33,7.51,4.40,1.40,0,0,0,1,6,,,,,,,
543521,Collin McHugh,56,0,3,5,0,8,1.000,0.14,1.06,68.0,56,1,0,0,57,68,20,8,0,5,73,14,1,50,5,.203,246,.258,.297,.555,0,1,1.000,6,1065,2.65,68.0,3,2,0,5,15,5,20,0.94,267,204,56,0,0,702,.660,5,0,3,0,73,0.84,.600,15.66,3,5.21,9.66,1.85,6.62,2.65,0.66,37,10,0,0,2,,,,,,,
621020,Dansby Swanson,158,158,383,188,8,579,.986,3.61,3.65,1407.0,158,74,0,5,117,161,98,31,1,24,180,47,0,174,3,.277,628,.328,.444,.772,7,18,.720,10,2693,,,,,,,,,,,,,,,,,,,,,,279,0.73,,,,,,,,,,,,0,0,4,682,95,211,.350,26.17,,
571670,Dylan Lee,54,0,4,0,0,4,1.000,0.07,0.71,51.1,54,0,0,0,58,48,23,8,1,4,46,14,3,46,0,.234,197,.283,.345,.628,0,1,1.000,7,825,3.12,52.0,1,3,9,12,6,3,18,1.15,212,156,54,0,0,556,.670,0,0,1,0,68,1.21,.250,15.87,21,3.29,7.96,2.42,7.96,3.98,0.69,10,3,0,0,1,0,0,0,.---,-.--,,
592696,Eddie Rosario,78,7,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,60,68,27,12,1,5,65,17,0,52,0,.215,242,.263,.335,.598,0,3,1.000,3,974,,,,,,,,,,,,,,,,,,,,,,81,0.88,,,,,,,,,,,,0,0,3,262,23,86,.269,48.40,,
501303,Ehire Adrianza,5,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,3,2,3,1,0,0,2,3,0,1,0,.125,8,.364,.250,.614,0,0,.---,0,43,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,5,.420,0,0,0,0,2,1.50,.---,12.00,1,1.00,9.00,9.00,0.00,0.00,0.00,0,0,0,0,0,11,0,3,.167,-.--,,
628338,Guillermo Heredia,6,0,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,12,19,11,2,1,3,31,6,0,9,0,.127,71,.195,.310,.505,0,0,.---,1,321,,,,,,,,,,,,,,,,,,,,,,22,0.63,,,,,,,,,,,,0,0,0,77,6,35,.162,23.67,,
623451,Jackson Stephens,38,0,8,3,0,11,1.000,0.29,1.98,50.2,38,0,0,0,60,45,29,9,0,3,47,21,4,44,3,.228,193,.312,.321,.633,0,8,1.000,1,888,3.38,50.2,3,3,2,3,2,1,19,1.28,220,152,38,0,0,584,.660,3,0,1,0,62,1.33,.500,17.53,24,2.24,8.35,3.73,7.82,5.15,0.53,6,2,0,2,1,0,0,0,.---,-.--,,
543606,Jake Odorizzi,9,9,5,3,1,9,.889,0.89,1.76,41.1,9,1,0,1,32,55,28,6,1,8,33,17,1,52,1,.308,169,.368,.497,.865,2,3,.600,3,778,5.66,41.1,1,3,0,0,0,0,26,1.67,190,124,9,0,0,479,.620,1,0,0,0,84,0.58,.250,18.82,0,1.94,7.19,3.70,11.32,6.10,1.74,0,0,0,0,3,,,,,,,
445926,Jesse Chavez,44,1,5,2,0,7,1.000,0.16,1.24,51.2,44,0,0,0,46,46,14,7,1,5,59,13,0,44,1,.228,193,.279,.352,.631,1,2,.667,2,850,2.09,51.2,3,2,0,1,10,1,12,1.10,209,155,44,0,0,582,.680,1,1,2,0,68,1.00,.600,16.45,8,4.54,10.28,2.26,7.66,2.44,0.87,27,9,0,1,1,,,,,,,
445276,Kenley Jansen,63,0,3,1,0,4,1.000,0.06,0.58,62.0,63,0,0,0,32,70,25,6,3,8,83,22,3,45,2,.197,228,.272,.355,.627,2,10,.833,0,985,3.48,62.0,5,2,39,46,0,7,24,1.08,254,186,63,0,0,675,.690,2,1,1,0,81,0.46,.714,15.89,52,3.77,12.05,3.19,6.53,3.63,1.16,4,3,0,0,2,,,,,,,
657140,Kyle Wright,30,30,23,23,0,46,1.000,1.53,2.30,180.1,30,1,0,0,224,121,67,21,1,19,174,53,0,156,9,.232,672,.296,.351,.647,2,3,.600,25,2697,3.19,180.1,21,5,0,0,0,0,64,1.16,738,541,30,0,0,1797,.670,9,0,7,1,236,1.85,.808,14.96,0,3.28,8.68,2.65,7.79,3.34,0.95,0,0,1,0,3,,,,,,,
542303,Marcell Ozuna,122,70,0,0,0,0,.000,0.00,-.--,0.0,70,0,0,0,106,138,55,18,0,22,119,31,0,103,2,.223,462,.273,.405,.678,1,2,.667,12,1984,,,,,,,,,,,,,,,,,,,,,,187,0.77,,,,,,,,,,,,0,0,4,499,53,206,.249,21.00,,
621566,Matt Olson,158,157,99,1180,8,1287,.994,8.09,8.18,1407.0,158,99,0,0,137,158,83,43,0,32,165,73,6,144,4,.240,600,.325,.472,.797,0,0,.---,12,2829,,,,,,,,,,,,,,,,,,,,,,283,0.87,,,,,,,,,,,,0,0,4,681,99,253,.275,18.75,,
608331,Max Fried,30,30,26,15,1,42,.976,1.37,1.99,185.1,30,0,0,0,213,158,55,25,2,12,170,32,2,156,4,.225,692,.262,.319,.581,4,3,.429,15,2818,2.48,185.1,14,7,0,0,0,0,51,1.01,733,556,30,0,0,1836,.650,4,0,9,3,221,1.35,.667,15.21,0,5.31,8.26,1.55,7.58,2.67,0.58,0,0,0,0,5,,,,,,,
671739,Harris II,111,111,3,247,2,252,.992,2.25,2.26,995.0,111,0,0,0,119,61,75,27,3,19,103,19,0,122,5,.301,405,.340,.523,.863,2,20,.909,7,1610,,,,,,,,,,,,,,,,,,,,,,212,1.95,,,,,,,,,,,,0,0,0,429,64,137,.364,21.32,,
606115,Orlando Arcia,7,7,0,0,0,0,.000,0.00,-.--,0.0,7,0,0,0,0,3,0,0,0,0,0,1,0,0,0,.000,3,.250,.000,.250,0,0,.---,0,10,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,6,.600,0,0,0,0,0,0.00,.---,10.00,1,0.00,0.00,9.00,0.00,0.00,0.00,0,0,0,0,0,219,30,81,.271,21.67,,
628452,Raisel Iglesias,26,0,2,2,0,4,1.000,0.15,1.50,24.1,26,0,0,0,20,24,2,3,0,0,27,4,0,16,1,.188,85,.231,.224,.455,0,0,.---,2,379,0.37,24.1,0,0,1,2,13,1,1,0.82,92,73,26,0,0,255,.670,1,0,0,0,19,0.83,.---,15.58,7,6.75,9.99,1.48,5.92,0.74,0.00,4,1,0,1,1,,,,,,,
543257,Robbie Grossman,1,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,23,43,15,4,0,5,36,16,0,27,0,.211,128,.297,.359,.656,1,3,.750,1,574,,,,,,,,,,,,,,,,,,,,,,46,0.53,,,,,,,,,,,,0,0,1,145,22,60,.250,25.60,,
660670,Acuna Jr.,27,27,0,0,0,0,.000,0.00,-.--,0.0,27,0,0,0,116,99,70,24,0,15,122,50,3,123,10,.269,457,.352,.420,.772,11,28,.718,8,2111,,,,,,,,,,,,,,,,,,,,,,192,1.17,,,,,,,,,,,,0,0,3,520,49,142,.334,30.47,,
611093,Silvino Bracho,1,0,0,0,0,0,.000,0.00,0.00,1.0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,.000,3,.250,.000,.250,0,0,.---,0,9,0.00,1.0,0,0,0,0,0,0,0,0.00,4,3,1,0,0,6,.670,1,0,0,0,0,2.00,.---,9.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,,,,,,,
518595,Travis d'Arnaud,4,4,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,103,92,60,24,1,18,87,19,0,103,10,.268,385,.319,.475,.794,15,43,.741,12,1591,,,,,,,,,,,,,,,,,,,,28,0,183,1.12,,,,,,,,,,,,0,0,0,414,58,142,.304,21.39,3,3.38
554431,Tyler Matzek,40,0,3,0,0,3,1.000,0.08,0.68,40.2,40,1,0,0,32,51,19,7,0,3,36,26,2,23,2,.165,139,.300,.281,.581,1,2,.667,2,670,3.32,40.2,4,2,1,1,8,0,15,1.20,170,122,40,0,0,414,.620,2,0,6,0,39,0.63,.667,16.48,6,1.38,7.97,5.75,5.09,4.20,0.66,20,2,0,0,3,,,,,,,
687093,Vaughn Grissom,40,0,1,0,0,1,1.000,1.00,4.50,2.0,1,0,0,0,33,33,23,5,0,5,32,11,1,40,2,.290,138,.351,.435,.786,2,5,.714,0,564,,,,,,,,,,,,,,,,,,,,,,60,1.00,,,,,,,,,,,,0,0,0,151,17,64,.347,27.60,,
661388,William Contreras,93,30,0,0,0,0,.000,0.00,-.--,0.0,32,0,0,0,84,52,48,13,1,20,99,37,1,89,1,.276,322,.351,.509,.860,0,2,1.000,5,1483,,,,,,,,,,,,,,,,,,,,22,1,164,1.62,,,,,,,,,,,,0,0,2,362,44,134,.337,16.10,3,3.35
676265,,15,8,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,82,0.40,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,0,0,1,,,,,,,
493603,Adam Ottavino,65,0,6,3,2,11,.818,0.14,1.27,64.0,65,0,0,1,57,50,15,6,2,6,77,15,2,48,5,.209,230,.270,.330,.600,2,19,.905,8,1030,2.11,64.0,5,3,3,6,19,3,15,0.98,252,192,65,0,0,662,.640,5,0,7,1,76,1.14,.625,16.09,19,5.13,10.83,2.11,6.75,2.11,0.84,38,14,0,0,2,,,,,,,
607043,Brandon Nimmo,148,145,4,297,0,301,1.000,2.03,2.15,1260.1,148,1,0,0,164,143,100,28,7,14,115,70,0,152,16,.268,568,.362,.415,.777,2,3,.600,9,2726,,,,,,,,,,,,,,,,,,,,,,236,1.15,,,,,,,,,,,,0,3,3,660,58,165,.312,40.57,,
471911,Carlos Carrasco,28,28,18,14,1,33,.970,1.14,1.95,148.0,28,3,0,1,147,126,69,36,1,16,149,40,2,156,8,.271,576,.326,.420,.746,1,6,.857,18,2339,3.95,148.0,15,7,0,0,0,0,65,1.32,627,444,28,0,0,1547,.660,8,0,5,1,242,1.17,.682,15.80,0,3.73,9.06,2.43,9.49,4.20,0.97,0,0,1,0,2,,,,,,,
605135,Chris Bassitt,29,29,16,16,0,32,1.000,1.10,1.61,179.0,29,3,0,0,197,153,67,26,1,18,165,46,0,156,12,.233,669,.294,.356,.650,3,7,.700,22,2816,3.27,179.0,15,8,0,0,0,0,65,1.13,730,537,29,0,0,1853,.660,12,1,5,1,238,1.29,.652,15.73,0,3.59,8.30,2.31,7.84,3.37,0.91,0,0,1,0,2,,,,,,,
596129,Daniel Vogelbach,75,0,1,5,1,7,.857,1.20,10.80,5.0,5,1,0,0,59,58,29,10,1,12,67,40,1,54,0,.228,237,.338,.430,.768,0,0,.---,8,1230,,,,,,,,,,,,,,,,,,,,,,102,1.02,,,,,,,,,,,,0,0,1,278,34,95,.264,19.75,,
656849,David Peterson,27,19,12,1,3,16,.813,0.48,1.13,104.2,27,1,0,2,99,78,50,21,1,11,126,48,1,93,7,.238,391,.330,.381,.711,0,1,1.000,10,1877,3.87,104.2,7,5,0,1,0,1,45,1.35,451,314,27,0,0,1115,.590,7,0,3,3,149,1.27,.583,17.93,0,2.63,10.83,4.13,8.00,4.30,0.95,4,0,0,2,3,,,,,,,
622098,Drew Smith,42,0,2,2,0,4,1.000,0.10,0.82,44.2,42,0,0,0,27,53,17,4,0,9,51,14,0,35,0,.212,165,.272,.400,.672,1,0,.000,1,743,3.43,44.2,3,3,0,2,14,2,17,1.10,180,134,42,0,0,473,.640,0,0,0,0,66,0.51,.500,16.63,6,3.64,10.28,2.82,7.05,3.43,1.81,14,8,0,0,1,,,,,,,
500871,Eduardo Escobar,133,5,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,90,161,57,26,4,20,125,37,3,117,1,.240,487,.292,.433,.725,2,0,.000,4,2043,,,,,,,,,,,,,,,,,,,,,,211,0.56,,,,,,,,,,,,0,0,6,531,69,260,.279,24.35,,
621242,Edwin Diaz,59,0,1,3,1,5,.800,0.07,0.60,60.0,59,0,0,1,30,29,9,3,0,3,116,18,1,34,2,.164,207,.236,.222,.458,2,9,.818,3,909,1.35,60.0,3,1,31,34,4,3,9,0.87,229,180,59,0,0,629,.690,2,0,2,0,46,1.03,.750,15.15,47,6.44,17.40,2.70,5.10,1.35,0.45,9,2,0,0,2,0,0,0,.---,-.--,,
596019,Francisco Lindor,157,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,150,174,97,24,5,25,129,59,2,168,10,.274,614,.343,.451,.794,6,16,.727,11,2775,,,,,,,,,,,,,,,,,,,,,,277,0.86,,,,,,,,,,,,0,0,7,690,103,285,.306,24.56,,
594798,Jacob deGrom,11,11,1,5,0,6,1.000,0.55,0.84,64.1,11,0,0,0,39,50,22,7,0,9,102,8,0,40,0,.175,229,.202,.323,.525,0,3,1.000,1,940,3.08,64.1,5,4,0,0,0,0,22,0.75,239,193,11,0,0,651,.690,0,0,0,0,74,0.78,.556,14.61,0,12.75,14.27,1.12,5.60,3.08,1.26,0,0,0,1,1,,,,,,,
543510,James McCann,1,0,0,1,0,1,1.000,1.00,4.50,2.0,1,0,0,0,36,57,18,6,0,2,41,11,0,31,4,.190,163,.256,.264,.520,8,26,.765,5,675,,,,,,,,,,,,,,,,,,,,21,0,43,0.63,,,,,,,,,,,,2,0,2,180,15,72,.238,81.50,1,3.23
643446,Jeff McNeil,4,3,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,129,167,70,38,1,7,61,39,1,168,11,.323,520,.379,.440,.819,0,4,1.000,6,2024,,,,,,,,,,,,,,,,,,,,,,229,0.77,,,,,,,,,,,,0,0,5,575,60,225,.352,74.29,,
570257,Joely Rodriguez,53,0,1,0,1,2,.500,0.02,0.19,48.1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,4.66,48.1,2,4,0,0,9,0,25,1.39,209,145,53,0,0,520,.640,1,0,2,0,0,-.--,.333,16.88,8,2.12,10.24,4.84,7.63,5.21,0.56,15,3,0,0,0,0,0,0,.---,-.--,,
