,playername,gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,plateAppearances,rbi,leftOnBase,babip,atBatsPerHomeRun,passedBall,catcherERA
605194,Jharel Cotton,25,0,23,49,13,5,0,7,31,16,0,23,2,.185,124,.285,.395,.680,1,2,.667,2,582,2.83,35.0,2,2,0,2,2,2,11,1.11,144,105,25,0,0,374,.640,2,0,2,0,49,0.47,.500,16.63,7,1.94,7.97,4.11,5.91,3.34,1.80,8,6,0,0,2,2,1,0,3,1.000,0.12,0.77,35.0,25,0,0,0,,,,,,,
592626,Joc Pederson,134,9,73,107,57,19,3,23,100,42,3,104,7,.274,380,.353,.521,.874,2,3,.600,5,1685,,,,,,,,,,,,,,,,,,,,,,198,0.68,,,,,,,,,,,,0,0,4,0,0,0,0,.000,0.00,-.--,0.0,14,0,0,0,433,70,134,.310,16.52,,
663698,Joey Bart,3,3,48,45,34,6,0,11,112,26,0,56,4,.215,261,.296,.364,.660,12,46,.793,5,1161,,,,,,,,,,,,,,,,,,,,32,0,95,1.07,,,,,,,,,,,,1,0,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,291,25,114,.326,23.73,4,4.03
605154,John Brebbia,76,11,58,86,27,20,3,5,54,18,2,71,1,.268,265,.315,.423,.738,4,4,.500,2,1091,3.18,68.0,6,2,0,4,18,4,24,1.31,288,204,76,0,0,733,.670,1,0,0,0,112,0.67,.750,16.04,4,3.00,7.15,2.38,9.40,3.57,0.66,24,7,0,2,2,10,4,0,14,1.000,0.18,1.85,68.0,76,0,0,0,,,,,,,
664774,Wade Jr.,10,9,50,74,29,7,1,8,51,26,0,45,5,.207,217,.305,.359,.664,0,1,1.000,0,992,,,,,,,,,,,,,,,,,,,,,,78,0.68,,,,,,,,,,,,0,2,1,0,0,0,0,.000,0.00,-.--,0.0,10,0,0,0,251,26,85,.233,27.12,,
657277,Logan Webb,32,32,257,136,76,38,3,11,163,49,0,174,7,.240,726,.293,.346,.639,5,14,.737,22,3006,2.90,192.1,15,9,0,0,0,0,62,1.16,787,577,32,0,0,1985,.660,7,0,6,1,251,1.89,.625,15.63,0,3.33,7.63,2.29,8.14,3.56,0.51,0,0,1,2,2,22,22,0,44,1.000,1.38,2.06,192.1,32,2,0,0,,,,,,,
670768,Luis Gonzalez,98,3,77,85,31,17,2,4,75,30,1,79,4,.254,311,.323,.360,.683,2,10,.833,5,1472,5.68,6.1,0,0,0,0,0,0,4,1.58,30,19,5,0,0,52,.600,0,0,0,0,112,0.91,.---,13.58,5,0.00,0.00,1.42,12.79,5.68,0.00,3,1,0,0,5,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,350,36,125,.316,77.75,,
656814,Luis Ortiz,6,0,8,11,1,0,0,0,6,3,0,5,0,.167,30,.242,.167,.409,0,1,1.000,1,118,1.04,8.2,0,0,0,0,0,0,1,0.92,33,26,6,0,0,77,.650,0,0,0,0,5,0.73,.---,13.62,4,2.00,6.23,3.12,5.19,1.04,0.00,3,1,0,0,0,2,0,0,2,1.000,0.33,2.25,8.2,6,0,0,0,,,,,,,
573262,Mike Yastrzemski,148,1,100,147,73,31,2,17,141,61,0,104,5,.214,485,.305,.392,.697,1,5,.833,3,2349,,,,,,,,,,,,,,,,,,,,,,190,0.68,,,,,,,,,,,,0,1,6,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,558,57,216,.261,28.53,,
518397,Scott Alexander,17,4,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,1.04,17.1,0,0,2,2,5,0,2,0.75,63,52,17,0,0,148,.690,0,0,0,0,0,-.--,.---,12.35,3,10.00,5.19,0.52,6.23,1.04,0.52,8,0,0,0,0,5,2,0,7,1.000,0.41,3.71,17.1,17,1,0,0,0,0,0,.---,-.--,,
663546,Sean Hjelle,8,0,33,12,19,3,0,3,28,8,0,33,1,.311,106,.365,.425,.790,0,0,.---,5,474,5.76,25.0,1,2,0,0,1,0,16,1.64,115,75,8,0,0,302,.640,1,0,1,0,45,2.75,.333,18.96,0,3.50,10.08,2.88,11.88,6.84,1.08,1,0,0,0,0,2,1,2,5,.600,0.38,1.08,25.0,8,1,0,2,,,,,,,
571946,Shelby Miller,4,0,1,6,5,3,0,0,14,3,1,6,0,.222,27,.300,.333,.633,0,0,.---,0,127,6.43,7.0,0,1,0,0,1,0,5,1.29,30,21,4,0,0,85,.670,0,0,0,0,9,0.17,.000,18.14,0,4.67,18.00,3.86,7.71,6.43,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.00,7.0,4,0,0,0,,,,,,,
622100,Taylor Jones,1,,1,0,0,0,0,0,0,0,0,0,0,.000,1,.000,.000,.000,0,0,.---,0,8,,,,,,,,,,,,,,,,,,,,,,0,1.00,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,1,0,0,.000,-.--,,
642731,Thairo Estrada,1,0,162,116,71,22,2,14,89,33,0,127,14,.260,488,.322,.400,.722,6,21,.778,10,1945,,,,,,,,,,,,,,,,,,,,,,195,1.40,,,,,,,,,,,,0,1,5,0,0,0,0,.000,0.00,0.00,2.0,1,0,0,0,541,62,215,.290,34.86,,
663378,Thomas Szapucki,10,0,8,14,3,5,0,2,16,4,0,12,0,.240,50,.296,.460,.756,1,2,.667,1,242,1.98,13.2,0,0,0,0,1,0,3,1.17,54,41,10,0,0,156,.640,0,0,1,1,23,0.57,.---,17.71,2,4.00,10.54,2.63,7.90,1.98,1.32,8,4,0,0,0,1,0,0,1,1.000,0.10,0.69,13.2,10,0,0,0,,,,,,,
600303,La Stella,43,38,52,58,17,14,0,2,30,11,0,43,1,.239,180,.282,.350,.632,0,0,.---,4,794,,,,,,,,,,,,,,,,,,,,,,63,0.90,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,43,0,0,0,195,14,76,.272,90.00,,
643511,Tyler Rogers,68,0,102,66,34,17,3,3,49,23,0,73,5,.253,288,.318,.365,.683,0,3,1.000,9,1166,3.57,75.2,3,4,0,1,15,1,30,1.27,319,227,68,0,0,766,.660,5,1,1,0,105,1.55,.429,15.41,8,2.13,5.83,2.74,8.68,4.04,0.36,11,6,1,0,2,21,5,1,27,.963,0.38,3.12,75.2,68,1,0,1,,,,,,,
527038,Wilmer Flores,26,23,113,196,72,28,1,19,103,59,1,120,11,.229,525,.316,.394,.710,0,0,.---,7,2426,,,,,,,,,,,,,,,,,,,,,,207,0.58,,,,,,,,,,,,0,0,7,0,0,0,0,.000,0.00,-.--,0.0,26,0,0,0,602,71,192,.246,27.63,,
628708,Yunior Marte,39,0,52,43,32,8,1,5,44,22,0,47,6,.255,184,.350,.391,.741,1,1,.500,4,856,5.44,48.0,1,1,0,1,2,1,29,1.44,214,144,39,0,0,541,.630,6,0,3,0,72,1.21,.500,17.83,10,2.00,8.25,4.13,8.81,6.00,0.94,10,5,0,0,2,7,0,0,7,1.000,0.18,1.31,48.0,39,1,0,0,,,,,,,
641793,Zack Littell,39,0,44,45,25,10,1,8,39,13,0,48,1,.276,174,.326,.483,.809,0,0,.---,4,758,5.08,44.1,3,3,1,1,5,0,25,1.38,190,133,39,0,0,498,.660,1,0,1,0,84,0.98,.500,17.10,7,3.00,7.92,2.64,9.74,5.08,1.62,15,5,0,0,2,2,5,0,7,1.000,0.18,1.43,44.1,39,0,0,0,,,,,,,
676265,,16,9,29,68,30,12,0,12,45,25,0,44,5,.239,184,.343,.500,.843,1,4,.800,0,845,5.25,48.0,0,5,0,0,0,0,28,1.44,216,144,16,0,0,522,.620,5,0,2,0,92,0.43,.000,17.60,7,1.80,8.44,4.69,8.25,5.63,2.25,2,0,0,0,2,1,2,0,3,1.000,0.19,0.56,48.0,16,0,0,0,,,,,,,
677950,Alek Thomas,112,102,140,84,45,17,1,8,74,22,0,88,3,.231,381,.275,.344,.619,3,4,.571,6,1483,,,,,,,,,,,,,,,,,,,,,,131,1.67,,,,,,,,,,,,0,0,5,4,311,3,318,.991,2.81,3.13,907.1,112,2,0,0,411,39,162,.263,47.62,,
671083,Buddy Kennedy,3,2,18,26,10,2,2,1,23,8,0,18,1,.217,83,.287,.325,.612,0,0,.---,1,363,,,,,,,,,,,,,,,,,,,,,,27,0.69,,,,,,,,,,,,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,94,12,23,.279,83.00,,
592761,Caleb Smith,44,1,52,88,35,11,1,14,65,39,1,57,1,.218,261,.322,.429,.751,2,1,.333,4,1234,4.11,70.0,1,3,0,0,6,0,32,1.37,302,210,44,0,0,775,.630,1,0,1,1,112,0.59,.250,17.63,14,1.67,8.36,5.01,7.33,4.50,1.80,15,3,0,1,0,7,2,0,9,1.000,0.20,1.16,70.0,44,1,0,0,,,,,,,
608348,Carson Kelly,104,2,83,100,40,18,0,7,71,29,0,67,4,.211,317,.282,.334,.616,0,2,1.000,10,1423,7.71,4.2,0,0,0,0,0,0,4,2.36,24,14,4,0,0,41,.600,0,0,20,1,106,0.83,.---,14.57,4,0.00,0.00,3.86,17.36,7.71,1.93,3,2,0,0,4,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,354,35,159,.247,45.29,3,3.82
572233,Christian Walker,11,11,138,180,84,25,2,36,131,69,2,141,8,.242,583,.327,.477,.804,2,2,.500,15,2543,,,,,,,,,,,,,,,,,,,,,,278,0.77,,,,,,,,,,,,0,0,7,0,0,0,0,.000,0.00,-.--,0.0,11,0,0,0,667,94,259,.248,16.19,,
669450,Cooper Hummel,66,12,45,37,20,8,3,3,64,23,0,31,1,.176,176,.274,.307,.581,1,4,.800,4,819,,,,,,,,,,,,,,,,,,,,9,0,54,1.22,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,16,0,0,0,201,17,77,.255,58.67,4,4.87
682998,Corbin Carroll,32,2,26,20,13,9,2,4,31,8,0,27,3,.260,104,.330,.500,.830,1,2,.667,1,458,,,,,,,,,,,,,,,,,,,,,,52,1.30,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,115,14,46,.333,26.00,,
656686,Corbin Martin,7,2,14,29,14,4,1,3,21,12,0,25,0,.291,86,.370,.465,.835,2,3,.600,3,429,4.84,22.1,0,1,0,0,0,0,12,1.66,101,67,7,0,0,253,.590,0,0,2,0,40,0.48,.000,19.21,1,1.75,8.46,4.84,10.07,5.64,1.21,1,0,0,1,2,1,2,0,3,1.000,0.43,1.23,22.1,7,0,0,0,,,,,,,
662139,Daulton Varsho,15,15,129,139,79,23,3,27,145,46,0,125,7,.235,531,.302,.443,.745,6,12,.667,8,2321,,,,,,,,,,,,,,,,,,,,7,0,235,0.93,,,,,,,,,,,,2,2,5,0,0,0,0,.000,0.00,-.--,0.0,15,0,0,0,592,74,181,.269,19.67,3,5.71
686753,Drey Jameson,4,4,30,16,4,4,0,2,24,7,0,20,1,.222,90,.286,.333,.619,0,2,1.000,3,369,1.48,24.1,3,0,0,0,0,0,4,1.11,98,73,4,0,0,240,.650,1,0,1,0,30,1.88,1.000,15.16,0,3.43,8.88,2.59,7.40,1.48,0.74,0,0,0,0,0,2,2,0,4,1.000,1.00,1.50,24.1,4,0,0,0,,,,,,,
670955,Edwin Uceta,10,0,18,20,12,4,0,2,13,7,0,14,1,.215,65,.301,.369,.670,0,0,.---,2,292,5.82,17.0,0,0,0,0,0,0,11,1.24,73,51,10,0,0,174,.600,1,0,1,0,24,0.90,.---,17.18,5,1.86,6.88,3.71,7.41,6.35,1.06,8,4,0,0,0,2,1,0,3,1.000,0.30,1.59,17.0,10,0,0,0,,,,,,,
672695,Geraldo Perdomo,140,131,143,115,58,10,2,5,103,50,0,84,5,.195,431,.285,.262,.547,2,9,.818,3,2061,,,,,,,,,,,,,,,,,,,,,,113,1.24,,,,,,,,,,,,0,12,2,329,169,14,512,.973,3.56,3.86,1160.0,140,83,0,8,500,40,168,.243,86.20,,
453178,Ian Kennedy,57,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,5.36,50.1,4,7,10,16,10,6,30,1.57,232,151,57,0,0,565,.650,1,0,3,0,0,-.--,.364,17.23,21,2.00,7.87,3.93,10.19,5.90,1.97,7,1,0,0,0,0,1,0,1,1.000,0.02,0.18,50.1,57,0,0,0,0,0,0,.---,-.--,,
656266,J.B. Bukauskas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606993,Jake Hager,1,0,12,10,4,2,0,0,17,8,0,12,0,.240,50,.345,.280,.625,0,0,.---,0,260,7.71,2.1,0,0,0,0,0,0,2,1.29,10,7,3,0,0,21,.750,0,0,0,0,14,1.20,.---,12.00,3,-.--,3.86,0.00,11.57,7.71,0.00,1,0,0,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,59,3,21,.364,-.--,,
664983,Jake McCarthy,99,11,91,67,53,16,3,8,76,23,0,91,6,.283,321,.342,.427,.769,3,23,.885,3,1263,,,,,,,,,,,,,,,,,,,,,,137,1.36,,,,,,,,,,,,0,3,1,0,0,0,0,.000,0.00,-.--,0.0,11,0,0,0,354,43,115,.349,40.12,,
573009,Joe Mantiply,69,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,2.85,60.0,2,5,2,8,22,6,19,1.08,243,180,69,0,0,614,.710,3,1,3,0,0,-.--,.286,14.35,9,10.17,9.15,0.90,8.85,3.30,0.90,35,16,0,0,0,5,2,0,7,1.000,0.10,1.05,60.0,69,0,0,0,0,0,0,.---,-.--,,
656669,Jordan Luplow,6,4,48,62,26,5,0,11,60,25,1,36,3,.176,205,.274,.361,.635,1,5,.833,5,1006,,,,,,,,,,,,,,,,,,,,,,74,0.77,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,234,28,105,.185,18.64,,
645444,Jose Herrera,1,0,40,20,9,2,0,0,34,9,0,21,0,.189,111,.250,.207,.457,12,16,.571,1,475,,,,,,,,,,,,,,,,,,,,13,2,23,2.00,,,,,,,,,,,,2,4,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,124,5,54,.273,-.--,3,4.23
668942,Josh Rojas,125,4,115,121,66,25,1,9,98,55,2,119,2,.269,443,.349,.391,.740,3,23,.885,7,2033,,,,,,,,,,,,,,,,,,,,,,173,0.95,,,,,,,,,,,,0,5,5,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,510,56,156,.323,49.22,,
606466,Ketel Marte,137,37,130,148,68,42,2,12,101,55,3,118,6,.240,492,.321,.407,.728,1,5,.833,12,2159,,,,,,,,,,,,,,,,,,,,,,200,0.88,,,,,,,,,,,,0,0,5,0,0,0,0,.000,0.00,-.--,0.0,37,0,0,0,558,52,192,.276,41.00,,
656464,Kevin Ginkel,30,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,3.38,29.1,1,1,1,3,5,2,11,1.30,124,88,30,0,0,313,.650,1,0,1,0,0,-.--,.500,16.33,3,2.73,9.20,3.38,8.28,4.30,0.31,14,5,0,0,0,4,1,0,5,1.000,0.17,1.55,29.1,30,0,0,0,0,0,0,.---,-.--,,
641871,Keynan Middleton,18,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,5.29,17.0,1,2,0,2,1,2,10,1.12,69,51,18,0,0,169,.700,1,0,1,0,0,-.--,.333,14.18,2,5.00,7.94,1.59,8.47,6.88,2.65,11,2,0,0,0,2,1,0,3,1.000,0.17,1.59,17.0,18,0,0,0,0,0,0,.---,-.--,,
669459,Kyle Nelson,43,1,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,2.19,37.0,2,1,0,0,10,0,9,1.08,151,111,43,0,0,374,.630,3,0,1,1,0,-.--,.667,16.03,4,2.14,7.30,3.41,6.32,2.43,0.24,21,8,0,0,0,4,3,1,8,.875,0.16,1.70,37.0,43,1,0,1,0,0,0,.---,-.--,,
666818,Luis Frias,15,0,14,21,20,5,1,1,14,17,0,23,1,.319,72,.456,.458,.914,0,0,.---,1,356,10.59,17.0,1,1,0,0,3,0,20,2.35,90,51,15,0,0,208,.580,1,1,4,0,33,0.67,.500,20.94,6,0.82,7.41,9.00,12.18,10.59,0.53,7,0,0,0,0,0,0,0,0,.000,0.00,0.00,17.0,15,0,0,0,,,,,,,
518516,Madison Bumgarner,30,30,148,201,97,50,3,25,112,49,0,179,9,.281,637,.340,.487,.827,5,15,.750,14,2715,4.88,158.2,7,15,0,0,0,0,86,1.44,698,476,30,0,0,1752,.650,9,0,2,2,310,0.74,.318,17.11,0,2.29,6.35,2.78,10.15,5.50,1.42,0,0,0,1,2,11,2,0,13,1.000,0.43,0.74,158.2,30,3,0,0,,,,,,,
453343,Mark Melancon,62,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,4.66,56.0,3,10,18,21,1,3,29,1.50,247,168,62,0,0,559,.630,1,0,6,0,0,-.--,.231,15.82,48,1.67,5.63,3.38,10.13,5.95,0.80,3,1,0,0,0,6,5,0,11,1.000,0.18,1.77,56.0,62,2,0,0,0,0,0,.---,-.--,,
518876,Merrill Kelly,33,33,200,197,77,40,2,21,177,61,2,167,2,.226,739,.286,.371,.657,5,15,.750,14,3071,3.37,200.1,13,8,0,0,0,0,75,1.14,804,601,33,0,0,2011,.650,2,1,4,4,274,1.02,.619,15.33,0,2.90,7.95,2.74,7.50,3.46,0.94,0,0,0,1,1,19,15,1,35,.971,1.03,1.53,200.1,33,2,0,1,,,,,,,
656976,Pavin Smith,75,18,59,68,24,9,0,9,67,28,1,54,1,.220,245,.300,.367,.667,0,1,1.000,2,1109,,,,,,,,,,,,,,,,,,,,,,90,0.87,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,22,0,0,0,277,33,105,.262,27.22,,
606625,Reyes Moronta,22,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,4.18,23.2,0,0,0,0,0,0,11,1.14,98,71,22,0,0,247,.630,2,0,4,0,0,-.--,.---,16.65,6,2.70,10.27,3.80,6.46,4.18,1.90,4,1,0,0,0,1,0,1,2,.500,0.05,0.39,23.2,22,0,0,1,0,0,0,.---,-.--,,
669194,Ryne Nelson,3,3,11,27,4,2,1,2,16,6,1,9,0,.145,62,.217,.306,.523,0,0,.---,0,253,1.47,18.1,1,1,0,0,0,0,3,0.82,69,55,3,0,0,159,.630,0,0,0,0,19,0.41,.500,13.80,0,2.67,7.85,2.95,4.42,1.96,0.98,0,0,0,0,1,2,1,1,4,.750,1.00,1.50,18.1,3,0,0,1,,,,,,,
664092,Sean Poppen,29,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,4.40,28.2,2,2,0,1,4,1,14,1.36,120,86,29,0,0,280,.640,1,0,2,1,0,-.--,.500,15.31,6,1.83,6.91,3.77,8.48,4.71,1.57,13,1,0,0,0,2,2,0,4,1.000,0.14,1.29,28.2,29,0,0,0,0,0,0,.---,-.--,,
642727,Sergio Alcantara,22,0,8,12,3,0,0,0,12,2,0,4,0,.114,35,.158,.114,.272,2,0,.000,0,165,,,,,,,,,,,,,,,,,,,,,,4,0.67,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,38,3,28,.167,-.--,,
666179,Seth Beer,38,28,33,27,4,3,0,1,31,11,1,21,3,.189,111,.278,.243,.521,0,0,.---,3,469,,,,,,,,,,,,,,,,,,,,,,27,1.22,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,28,0,0,0,126,9,42,.250,111.00,,
656448,Stone Garrett,9,8,9,20,13,8,0,4,27,3,0,21,1,.276,76,.309,.539,.848,1,3,.750,1,312,,,,,,,,,,,,,,,,,,,,,,41,0.45,,,,,,,,,,,,3,0,1,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,84,10,26,.370,19.00,,
642203,Taylor Widener,14,0,11,27,8,4,0,2,14,5,1,22,3,.297,74,.366,.432,.798,0,2,1.000,0,329,3.63,17.1,0,1,0,1,1,1,7,1.56,82,52,14,0,0,223,.680,3,0,0,0,32,0.41,.000,18.98,4,2.80,7.27,2.60,11.42,4.15,1.04,7,4,0,0,0,0,1,0,1,1.000,0.07,0.53,17.1,14,0,0,0,,,,,,,
674072,Tommy Henry,9,9,47,51,28,8,0,10,36,21,1,47,3,.263,179,.348,.475,.823,0,2,1.000,5,773,5.36,47.0,3,4,0,0,0,0,28,1.45,205,141,9,0,0,493,.640,3,0,3,0,85,0.92,.429,16.45,0,1.71,6.89,4.02,9.00,5.36,1.91,0,0,0,1,1,1,1,0,2,1.000,0.22,0.38,47.0,9,0,0,0,,,,,,,
663947,Tyler Holton,10,0,8,14,3,1,0,1,6,2,0,8,1,.222,36,.282,.333,.615,0,0,.---,0,159,3.00,9.0,0,0,0,0,0,0,3,1.11,39,27,10,0,0,99,.620,1,0,1,0,12,0.57,.---,17.67,5,3.00,6.00,2.00,8.00,3.00,1.00,3,1,0,0,0,0,0,0,0,.000,0.00,0.00,9.0,10,0,0,0,,,,,,,
668678,Zac Gallen,31,31,173,169,56,32,1,15,192,47,0,121,12,.186,651,.252,.307,.559,3,6,.667,12,2935,2.54,184.0,12,4,0,0,0,0,52,0.91,714,552,31,0,0,1911,.650,12,0,5,0,200,1.02,.750,15.95,0,4.09,9.39,2.30,5.92,2.74,0.73,0,0,0,1,3,16,10,1,27,.963,0.84,1.27,184.0,31,3,0,1,,,,,,,
605200,Zach Davies,27,27,144,148,66,20,2,21,102,52,0,122,2,.241,507,.309,.412,.721,5,7,.583,10,2292,4.09,134.1,2,5,0,0,0,0,61,1.30,570,403,27,0,0,1385,.600,2,0,1,1,209,0.97,.286,17.06,0,1.96,6.83,3.48,8.17,4.42,1.41,0,0,0,1,8,16,17,1,34,.971,1.22,2.22,134.1,27,1,0,0,,,,,,,
676265,,16,9,29,68,30,12,0,12,45,25,0,44,5,.239,184,.343,.500,.843,1,4,.800,0,845,5.25,48.0,0,5,0,0,0,0,28,1.44,216,144,16,0,0,522,.620,5,0,2,0,92,0.43,.000,17.60,7,1.80,8.44,4.69,8.25,5.63,2.25,2,0,0,0,2,1,2,0,3,1.000,0.19,0.56,48.0,16,0,0,0,,,,,,,
676701,Alan Trejo,20,17,30,25,15,6,0,4,31,5,0,32,2,.271,118,.312,.424,.736,2,1,.333,3,494,,,,,,,,,,,,,,,,,,,,,,50,1.20,,,,,,,,,,,,0,0,0,55,20,4,79,.949,3.75,4.19,161.0,20,13,0,2,125,17,49,.337,29.50,,
517008,Alex Colome,53,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,5.74,47.0,2,7,4,7,7,3,30,1.68,215,141,53,0,0,482,.600,0,1,4,0,0,-.--,.222,17.09,13,1.45,6.13,4.21,10.91,6.89,0.96,0,0,0,0,0,5,3,0,8,1.000,0.15,1.53,47.0,53,0,0,0,0,0,0,.---,-.--,,
622608,Antonio Senzatela,19,19,121,79,56,28,2,9,54,23,0,133,3,.349,381,.388,.504,.892,0,2,1.000,17,1521,5.07,92.1,3,7,0,0,0,0,52,1.69,413,277,19,0,0,949,.620,3,0,1,1,192,1.53,.300,16.47,0,2.35,5.26,2.24,12.96,5.46,0.88,0,0,0,3,3,15,7,1,23,.957,1.16,2.15,92.1,19,1,0,0,,,,,,,
596295,Austin Gomber,33,17,135,126,80,27,5,20,95,34,1,137,2,.281,488,.328,.480,.808,4,8,.667,13,2059,5.56,124.2,5,7,0,0,0,0,77,1.37,529,374,33,0,0,1323,.640,2,0,4,2,234,1.07,.417,16.52,2,2.79,6.86,2.45,9.89,5.78,1.44,17,10,0,1,4,9,7,0,16,1.000,0.48,1.16,124.2,33,2,0,0,,,,,,,
663898,Brendan Rodgers,137,2,167,124,72,30,3,13,101,46,0,140,3,.266,527,.325,.408,.733,0,0,.---,25,2112,,,,,,,,,,,,,,,,,,,,,,215,1.35,,,,,,,,,,,,0,0,5,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,581,63,242,.304,40.54,,
661531,Brian Serven,62,0,59,49,19,4,1,6,44,13,0,38,2,.203,187,.261,.332,.593,0,0,.---,7,796,0.00,1.0,0,0,0,0,0,0,0,1.00,3,3,1,0,0,4,.500,0,0,21,0,62,1.20,.---,8.00,1,0.00,0.00,9.00,0.00,0.00,0.00,0,0,0,2,1,0,3,0,3,1.000,3.00,13.50,2.0,1,0,0,0,205,16,90,.232,31.17,2,4.85
543068,C.J. Cron,28,28,124,144,79,28,3,29,164,43,6,148,8,.257,575,.315,.468,.783,0,0,.---,16,2500,,,,,,,,,,,,,,,,,,,,,,269,0.86,,,,,,,,,,,,1,0,5,0,0,0,0,.000,0.00,-.--,0.0,28,0,0,0,632,102,268,.307,19.83,,
608032,Carlos Estevez,62,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,3.47,57.0,4,4,2,6,13,4,22,1.18,235,171,62,0,0,637,.620,1,0,6,0,0,-.--,.500,17.91,20,2.35,8.53,3.63,6.95,4.26,1.11,23,6,0,0,0,5,6,0,11,1.000,0.18,1.74,57.0,62,1,0,0,0,0,0,.---,-.--,,
641771,Chad Kuhl,27,27,124,165,91,31,6,25,110,58,1,155,5,.284,546,.355,.500,.855,5,6,.545,8,2375,5.72,137.0,6,11,0,0,0,0,87,1.55,617,411,27,1,1,1461,.620,5,0,5,0,273,0.75,.353,17.34,0,1.90,7.23,3.81,10.18,5.98,1.64,0,0,0,3,5,9,12,1,22,.955,0.78,1.38,137.0,27,0,0,1,,,,,,,
663385,Chad Smith,15,0,17,12,15,3,1,2,23,15,0,16,2,.239,67,.388,.403,.791,2,1,.333,0,337,7.50,18.0,0,1,0,1,0,1,15,1.72,85,54,15,0,0,187,.550,2,0,3,0,27,1.42,.000,18.72,2,1.53,11.50,7.50,8.00,7.50,1.00,14,9,0,0,1,0,0,1,1,.000,0.00,0.00,18.0,15,0,0,1,,,,,,,
453568,Charlie Blackmon,80,79,153,135,60,22,6,16,109,32,4,140,8,.264,530,.314,.419,.733,1,4,.800,10,2085,,,,,,,,,,,,,,,,,,,,,,222,1.13,,,,,,,,,,,,0,4,3,0,0,0,0,.000,0.00,-.--,0.0,80,0,0,0,577,78,197,.304,33.12,,
656582,Connor Joe,27,25,112,100,56,20,4,7,97,55,0,96,7,.238,404,.338,.359,.697,2,6,.750,8,1900,,,,,,,,,,,,,,,,,,,,,,145,1.12,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,27,0,0,0,467,28,159,.296,57.71,,
