,playername,gamesPlayed,gamesStarted,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,passedBall,catcherERA
676694,Jake Meyers,47,41,0,116,2,118,.983,2.47,2.81,371.2,47,0,0,0,40,21,11,6,2,1,50,7,0,29,2,.209,139,.255,.302,.557,1,1,.500,1,590,149,42,14,57,0,1,.315,1.90,0,139.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665161,Jeremy Pena,131,127,335,141,18,494,.964,3.69,3.80,1127.0,129,61,0,9,137,117,70,20,1,20,130,22,0,125,6,.249,503,.285,.412,.697,2,11,.846,5,1942,540,207,57,193,1,5,.293,1.17,3,25.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514888,Jose Altuve,136,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,127,147,100,35,0,28,86,65,2,152,10,.297,511,.387,.530,.917,1,18,.947,13,2254,587,271,57,129,0,1,.312,0.86,0,18.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664353,Jose Urquidy,28,28,10,6,0,16,1.000,0.57,0.89,162.1,28,1,0,0,133,210,72,33,1,27,133,36,0,152,7,.244,622,.291,.431,.722,3,11,.786,8,2596,,268,,,0,6,,0.63,0,,3.88,162.1,13,8,0,0,0,0,70,1.16,671,487,28,0,0,1762,.680,7,0,5,0,.619,15.99,0,3.69,7.37,2.00,8.43,3.99,1.50,0,0,,
434378,Justin Verlander,27,27,15,4,1,20,.950,0.70,1.01,170.0,27,2,0,1,128,197,43,15,1,12,175,28,0,116,6,.190,610,.231,.277,.508,3,10,.769,8,2530,,169,,,1,5,,0.65,0,,1.80,170.0,17,4,0,0,0,0,34,0.85,650,510,27,0,0,1736,.690,6,0,3,0,.810,14.88,0,6.25,9.26,1.48,6.14,2.28,0.64,0,0,,
663656,Kyle Tucker,144,3,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,123,174,70,28,1,29,93,59,4,138,1,.262,526,.337,.485,.822,4,25,.862,11,2193,591,255,104,239,0,2,.268,0.71,3,18.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621121,McCullers Jr.,7,7,2,2,0,4,1.000,0.57,0.88,41.2,7,0,0,0,43,33,11,8,0,3,45,21,0,31,0,.205,151,.301,.318,.619,1,2,.667,3,665,,48,,,0,1,,1.30,0,,2.38,41.2,4,1,0,0,0,0,11,1.25,173,125,7,0,0,404,.610,0,0,1,0,.800,15.96,0,2.14,9.72,4.54,6.70,2.38,0.65,0,0,,
671277,Luis Garcia,59,58,128,69,13,210,.938,3.34,3.52,503.1,59,27,0,10,109,64,26,21,2,6,75,10,1,91,1,.272,334,.292,.401,.693,4,3,.429,5,1214,350,134,38,144,1,4,.331,1.70,0,55.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455117,Martin Maldonado,109,106,46,987,2,1035,.998,9.48,10.07,923.2,109,3,0,2,84,84,39,12,0,14,111,22,0,62,7,.185,336,.248,.345,.593,0,0,.---,6,1470,370,116,44,167,3,2,.225,1.00,0,24.00,,,,,,,,,,,,,,,,,,,,31,1,,,,,,,,,,,,9,2.97
643289,Mauricio Dubon,21,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,10,23,10,1,0,2,4,1,0,11,0,.239,46,.245,.391,.636,0,0,.---,0,149,49,18,8,32,0,2,.214,0.43,0,23.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664208,Phil Maton,64,0,5,2,1,8,.875,0.11,1.02,62.1,64,1,0,1,55,60,31,8,1,9,66,22,2,54,7,.234,231,.316,.394,.710,1,2,.667,7,1018,,91,,,1,3,,0.92,0,,3.61,62.1,0,2,0,2,13,2,25,1.22,264,187,64,0,0,659,.650,7,0,0,0,.000,16.33,9,3.00,9.53,3.18,7.80,4.48,1.30,27,5,,
606160,Rafael Montero,68,0,5,2,1,8,.875,0.10,0.97,65.2,68,1,0,1,67,52,22,7,1,3,71,21,2,46,2,.196,235,.267,.272,.539,0,8,1.000,9,1051,,64,,,1,0,,1.29,0,,2.47,65.2,5,2,13,15,21,2,18,1.02,259,197,68,0,0,670,.640,2,0,1,0,.714,16.01,24,3.38,9.73,2.88,6.30,3.02,0.41,19,4,,
519151,Ryan Pressly,48,0,3,2,0,5,1.000,0.10,0.98,46.1,48,0,0,0,40,32,16,2,1,4,61,11,0,29,0,.182,159,.234,.283,.517,1,0,.000,6,668,,45,,,2,1,,1.25,0,,2.91,46.1,3,3,31,35,0,4,15,0.86,173,139,48,0,0,431,.650,0,0,0,0,.500,14.42,41,5.55,11.85,2.14,5.63,3.11,0.78,7,2,,
592773,Ryne Stanek,56,0,1,0,0,1,1.000,0.02,0.17,52.0,56,0,0,0,35,55,8,7,0,2,59,30,1,35,0,.192,182,.304,.264,.568,2,4,.667,5,854,,48,,,0,2,,0.64,0,,1.21,52.0,2,1,1,5,15,4,7,1.25,214,156,56,0,0,520,.610,0,0,4,0,.667,16.42,10,1.97,10.21,5.19,6.06,1.38,0.35,21,9,,
641820,Trey Mancini,20,18,0,0,0,0,.000,0.00,-.--,0.0,20,0,0,0,35,43,17,7,0,8,44,18,0,28,1,.189,148,.278,.399,.677,0,0,.---,4,683,169,59,22,65,0,2,.204,0.81,0,18.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669257,Will Smith,133,24,0,0,0,0,.000,0.00,-.--,0.0,25,0,0,0,100,174,66,25,3,24,91,56,4,130,10,.265,491,.349,.475,.824,0,1,1.000,11,2307,561,233,86,239,0,4,.279,0.57,0,20.46,,,,,,,,,,,,,,,,,,,,28,1,,,,,,,,,,,,4,2.61
670541,Yordan Alvarez,72,72,0,0,0,0,.000,0.00,-.--,0.0,72,0,0,0,115,104,92,24,2,37,100,77,9,136,6,.304,448,.407,.614,1.021,1,1,.500,12,2122,538,275,96,204,0,7,.311,1.11,0,12.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493329,Yuli Gurriel,2,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,140,191,52,38,0,8,72,29,0,125,6,.238,525,.284,.356,.640,0,8,1.000,13,2057,563,187,51,255,0,3,.261,0.73,0,65.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676265,,15,8,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,,82,,,0,1,,0.40,0,,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,,
647351,Abraham Toro,104,18,0,0,0,0,.000,0.00,-.--,0.0,22,0,0,0,87,108,34,13,1,9,58,22,1,56,1,.183,306,.238,.320,.558,0,2,1.000,4,1261,332,98,30,122,0,3,.194,0.81,0,34.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624428,Adam Frazier,151,7,0,0,0,0,.000,0.00,-.--,0.0,8,0,0,0,159,181,59,21,4,3,69,46,1,123,5,.235,523,.301,.308,.609,6,9,.600,15,2127,583,161,40,212,4,5,.263,0.88,0,174.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662253,Andres Munoz,63,0,4,3,0,7,1.000,0.11,0.98,64.0,63,0,0,0,48,41,20,4,0,5,94,15,3,43,4,.192,224,.253,.277,.530,1,5,.833,5,1010,,62,,,0,2,,1.17,0,,2.53,64.0,2,5,4,8,22,4,18,0.91,245,192,63,0,0,693,.690,4,0,4,0,.286,15.78,12,6.27,13.22,2.11,6.05,2.81,0.70,25,4,,
663728,Cal Raleigh,116,98,27,899,6,932,.994,8.12,9.18,908.0,114,3,0,4,58,116,44,20,1,25,117,38,0,74,2,.206,360,.281,.475,.756,0,1,1.000,5,1592,405,171,61,168,0,5,.220,0.50,0,14.40,,,,,,,,,,,,,,,,,,,,22,1,,,,,,,,,,,,3,3.29
467793,Carlos Santana,73,35,0,0,0,0,.000,0.00,-.--,0.0,37,0,0,0,60,80,31,7,0,15,55,33,1,41,2,.175,234,.280,.397,.677,0,0,.---,8,1109,271,93,37,106,0,2,.157,0.75,0,15.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623167,Chris Flexen,32,21,9,6,1,16,.938,0.47,1.02,133.2,32,1,0,1,113,187,58,25,3,16,93,50,3,127,2,.248,512,.315,.402,.717,0,6,1.000,6,2133,,206,,,3,5,,0.60,0,,3.64,133.2,8,9,2,2,0,0,54,1.32,572,401,32,0,0,1316,.620,2,0,6,0,.471,15.96,11,1.86,6.26,3.37,8.55,3.91,1.08,0,0,,
592200,Curt Casali,41,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,20,29,13,3,0,4,36,15,0,25,1,.231,108,.325,.370,.695,0,0,.---,1,566,126,40,14,55,0,2,.300,0.69,0,27.00,,,,,,,,,,,,,,,,,,,,8,0,,,,,,,,,,,,1,3.26
660636,Diego Castillo,1,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,3,1,8,0,0,1,1,3,0,6,1,.545,11,.667,.818,1.485,0,0,.---,1,60,271,9,28,94,0,0,.229,3.00,0,22.73,36.00,2.0,0,0,0,0,0,0,8,4.50,15,6,2,0,0,26,.430,1,0,0,0,.---,30.00,2,0.33,4.50,13.50,27.00,36.00,4.50,0,0,,
664238,Dylan Moore,2,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,28,53,37,10,2,6,71,33,2,42,11,.219,192,.363,.385,.748,7,20,.741,3,1070,239,74,21,104,1,1,.310,0.53,1,32.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657024,Erik Swanson,55,1,4,3,0,7,1.000,0.13,1.26,50.2,55,0,0,0,30,52,11,8,0,3,66,10,1,38,1,.207,184,.251,.299,.550,1,3,.750,1,842,,55,,,2,0,,0.58,0,,1.78,50.2,2,2,3,5,14,2,10,0.95,197,152,55,0,0,576,.680,1,0,1,1,.500,16.62,8,6.60,11.72,1.78,6.75,1.95,0.53,12,4,,
553993,Eugenio Suarez,145,17,0,0,0,0,.000,0.00,-.--,0.0,18,0,0,0,82,132,73,24,2,31,187,73,0,125,8,.239,522,.339,.471,.810,0,0,.---,10,2525,607,246,85,213,0,4,.305,0.62,0,16.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669923,George Kirby,24,24,10,7,0,17,1.000,0.71,1.21,126.0,24,1,0,0,107,134,50,23,2,12,128,19,0,129,5,.261,494,.294,.389,.683,4,9,.692,9,1999,,192,,,1,3,,0.80,0,,3.21,126.0,8,4,0,0,0,0,45,1.17,522,378,24,0,0,1374,.690,5,0,4,1,.667,15.87,0,6.74,9.14,1.36,9.21,3.57,0.86,0,0,,
641487,J.P. Crawford,140,139,317,159,13,489,.973,3.40,3.52,1217.0,140,68,0,6,154,158,56,24,3,6,75,65,0,125,9,.248,505,.341,.343,.684,2,3,.600,10,2398,586,173,42,197,2,5,.277,0.97,0,84.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672284,Jarred Kelenic,47,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,27,39,20,5,1,7,53,12,0,22,0,.157,140,.222,.357,.579,2,5,.714,3,577,153,50,17,62,0,1,.185,0.69,0,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608385,Jesse Winker,17,15,0,0,0,0,.000,0.00,-.--,0.0,17,0,0,0,108,145,49,15,0,13,101,83,1,98,4,.218,449,.343,.339,.682,0,0,.---,8,2204,539,152,50,184,0,3,.251,0.74,0,34.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669302,Logan Gilbert,31,31,13,15,1,29,.966,0.90,1.42,177.2,31,1,0,1,148,201,70,41,3,18,170,47,2,167,6,.247,677,.299,.396,.695,4,6,.600,10,2914,,268,,,4,5,,0.74,0,,3.29,177.2,13,6,0,0,0,0,65,1.20,739,533,31,0,0,1886,.650,6,0,5,0,.684,16.40,0,3.62,8.61,2.38,8.46,3.55,0.91,0,0,,
622379,Luis Castillo,3,0,0,0,0,0,.000,0.00,0.00,3.2,3,0,0,0,5,3,0,0,0,0,4,0,0,2,0,.143,14,.143,.143,.286,0,0,.---,0,60,,2,,,0,0,,1.67,0,,0.00,3.2,0,0,0,0,0,0,0,0.55,14,11,3,0,0,38,.630,0,0,0,0,.---,16.36,1,-.--,9.82,0.00,4.91,0.00,0.00,2,0,,
620443,Luis Torrens,1,0,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,1,2,1,0,0,1,0,0,0,2,0,.400,5,.400,1.000,1.400,0,0,.---,0,18,148,5,13,57,0,0,.304,0.50,0,68.50,9.00,1.0,0,0,0,0,0,0,1,2.00,5,3,1,0,0,11,.610,0,0,0,0,.---,18.00,1,-.--,0.00,0.00,18.00,9.00,9.00,0,0,0,4.31
594835,Marco Gonzales,31,31,8,7,0,15,1.000,0.48,0.77,176.0,31,1,0,0,188,225,93,43,0,30,98,48,1,186,7,.270,688,.322,.464,.786,2,8,.800,17,2732,,319,,,3,6,,0.84,0,,4.14,176.0,10,15,0,0,0,0,81,1.33,752,528,31,0,0,1804,.660,7,0,1,1,.400,15.52,0,2.04,5.01,2.45,9.51,4.76,1.53,0,0,,
666374,Matt Brash,36,5,5,3,1,9,.889,0.22,1.53,47.2,36,1,0,0,44,28,25,5,0,3,60,32,1,45,2,.256,176,.376,.335,.711,3,0,.000,7,893,0,59,0,0,1,0,.---,1.57,0,-.--,4.72,47.2,3,4,0,0,8,0,25,1.62,211,143,36,0,0,553,.620,2,0,3,0,.429,18.73,2,1.88,11.33,6.04,8.50,4.72,0.57,20,3,,
571510,Matthew Boyd,8,0,1,2,0,3,1.000,0.38,3.00,9.1,8,0,0,0,9,11,2,0,0,0,7,6,3,5,1,.161,31,.316,.161,.477,0,1,1.000,1,127,,5,,,1,0,,0.82,0,,1.93,9.1,2,0,0,0,0,0,2,1.18,39,28,8,0,0,84,.660,1,0,0,0,1.000,13.61,1,1.17,6.75,5.79,4.82,1.93,0.00,0,0,,
670036,Matthew Festa,50,0,4,4,0,8,1.000,0.16,1.50,48.2,50,1,0,0,33,48,24,6,2,9,59,17,0,40,2,.225,178,.299,.433,.732,1,5,.833,4,819,,77,,,2,0,,0.69,0,,4.25,48.2,2,0,2,3,6,1,23,1.17,199,146,50,0,0,543,.660,2,0,1,0,1.000,16.83,12,3.47,10.91,3.14,7.40,4.44,1.66,12,7,,
571745,Mitch Haniger,52,12,0,0,0,0,.000,0.00,-.--,0.0,12,0,0,0,42,57,27,7,0,9,59,18,1,49,1,.239,205,.301,.405,.706,0,0,.---,7,904,226,83,31,78,0,2,.288,0.74,0,22.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623149,Paul Sewald,64,0,13,3,0,16,1.000,0.25,2.29,63.0,64,0,0,0,43,74,21,4,0,10,69,17,4,32,4,.148,216,.223,.306,.529,2,4,.667,0,962,0,66,0,0,1,1,.---,0.58,0,-.--,2.71,63.0,5,4,20,25,8,5,19,0.78,239,189,64,0,0,628,.650,4,0,1,0,.556,15.27,37,4.06,9.86,2.43,4.57,3.00,1.43,14,5,,
682171,Penn Murfee,62,1,4,2,0,6,1.000,0.10,0.82,66.1,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,0,0,0,0,0,0,.---,-.--,0,-.--,2.44,66.1,4,0,0,0,7,0,18,0.92,258,199,62,0,0,654,.690,2,0,2,0,1.000,14.35,14,3.94,9.63,2.44,5.83,2.44,0.68,27,4,,
592662,Robbie Ray,31,31,18,6,0,24,1.000,0.77,1.18,183.1,31,1,0,0,146,171,74,28,5,29,209,59,0,155,7,.228,680,.296,.412,.708,8,16,.667,14,2964,,280,,,0,1,,0.85,0,,3.58,183.1,12,11,0,0,0,0,73,1.17,747,550,31,0,0,1906,.640,7,0,5,6,.522,16.17,0,3.54,10.26,2.90,7.61,3.63,1.42,0,0,,
664059,Sam Haggerty,80,0,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,43,35,28,9,1,5,51,14,2,43,4,.253,170,.323,.406,.729,1,12,.923,4,691,190,69,20,81,1,1,.330,1.23,0,34.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664034,Ty France,8,8,0,0,0,0,.000,0.00,-.--,0.0,8,0,0,0,157,145,64,26,1,20,87,34,3,146,20,.275,530,.340,.442,.782,0,0,.---,16,2119,590,234,81,208,0,5,.294,1.08,1,26.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676265,,15,8,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,,82,,,0,1,,0.40,0,,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,,
571901,Aaron Loup,63,0,9,0,0,9,1.000,0.14,1.42,57.1,63,0,0,0,67,53,38,14,0,4,52,21,3,53,8,.236,225,.323,.351,.674,2,5,.714,4,948,,79,,,0,0,,1.26,0,,3.92,57.1,0,5,1,5,19,4,25,1.29,254,172,63,0,0,618,.650,8,0,0,1,.000,16.53,7,2.48,8.16,3.30,8.32,5.97,0.63,34,8,,
681806,Andrew Wantz,39,1,3,2,0,5,1.000,0.13,0.98,46.2,39,0,0,0,30,58,18,4,0,8,45,18,0,34,2,.205,166,.289,.373,.662,2,2,.500,5,771,,62,,,0,1,,0.52,0,,3.28,46.2,2,1,0,1,6,1,17,1.11,187,140,39,0,0,483,.630,2,1,1,0,.667,16.52,7,2.50,8.68,3.47,6.56,3.47,1.54,17,3,,
664058,David Fletcher,55,21,68,20,0,88,1.000,2.59,4.08,194.1,34,13,0,0,54,76,19,9,1,2,15,7,0,50,3,.259,193,.296,.347,.643,0,1,1.000,5,651,205,67,15,53,2,0,.273,0.71,0,96.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642545,Jaime Barria,33,1,10,3,0,13,1.000,0.39,1.54,76.2,33,1,0,0,80,90,29,12,3,11,53,19,0,62,3,.221,281,.276,.402,.678,0,2,1.000,10,1098,,113,,,3,1,,0.89,0,,2.70,76.2,2,3,0,3,5,3,23,1.06,307,230,33,0,0,734,.670,3,0,3,1,.400,14.32,20,2.79,6.22,2.23,7.28,3.40,1.29,17,7,,
623474,Jimmy Herget,47,1,6,5,0,11,1.000,0.23,1.50,66.2,47,0,0,0,59,73,18,15,0,4,61,15,3,45,3,.191,235,.248,.306,.554,0,6,1.000,5,966,,72,,,2,1,,0.81,0,,2.30,66.2,2,1,8,11,6,3,17,0.90,256,200,47,0,0,639,.660,3,0,0,0,.667,14.49,12,4.07,8.24,2.03,6.08,2.43,0.54,26,9,,
666176,Jo Adell,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,46,49,19,11,1,7,99,10,0,54,3,.219,247,.257,.356,.613,2,4,.667,6,1094,262,88,23,124,0,1,.331,0.94,1,35.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650671,Jose Quijada,40,0,3,0,1,4,.750,0.08,0.71,38.2,40,0,0,1,21,45,17,10,0,5,49,19,4,24,2,.174,138,.281,.355,.636,1,1,.500,1,648,,49,,,0,1,,0.47,0,,3.72,38.2,0,5,3,5,10,2,16,1.11,160,116,40,0,0,420,.650,2,0,1,0,.000,16.76,11,2.58,11.41,4.42,5.59,3.96,1.16,27,4,,
660761,Jose Suarez,21,19,4,2,1,7,.857,0.29,0.53,102.0,21,0,0,1,91,113,47,24,1,13,97,33,2,101,4,.253,400,.315,.415,.730,2,1,.333,3,1693,,166,,,1,1,,0.81,0,,4.06,102.0,7,8,0,0,0,0,46,1.31,439,306,21,0,0,1117,.660,4,0,1,1,.467,16.60,0,2.94,8.56,2.91,8.91,4.15,1.15,1,0,,
435559,Kurt Suzuki,49,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,31,56,10,4,0,4,29,15,0,24,1,.175,137,.258,.292,.550,0,0,.---,3,578,156,40,14,54,1,2,.189,0.55,0,34.25,,,,,,,,,,,,,,,,,,,,14,0,,,,,,,,,,,,2,4.19
670869,Livan Soto,12,10,24,13,2,39,.949,3.08,3.54,94.0,12,7,0,1,5,8,5,2,1,1,11,2,0,13,0,.361,36,.385,.556,.941,0,1,1.000,0,153,39,20,5,10,0,1,.480,0.63,0,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650859,Luis Rengifo,4,0,0,0,0,0,.000,0.00,0.00,5.1,4,0,0,0,136,128,44,22,4,16,75,15,0,127,4,.273,465,.302,.441,.743,2,6,.750,9,1722,485,205,51,201,1,0,.297,1.06,0,29.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622110,Matt Duffy,72,37,62,30,3,95,.968,2.24,2.54,326.2,41,9,0,3,60,52,13,7,0,2,49,16,0,54,2,.251,215,.309,.312,.621,0,0,.---,6,883,233,67,15,78,0,0,.317,1.15,0,107.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642136,Matt Thaiss,3,0,3,2,0,5,1.000,1.67,11.25,4.0,3,1,0,0,16,9,7,0,0,2,23,8,0,14,0,.230,61,.314,.328,.642,3,5,.625,1,286,70,20,7,26,0,1,.324,1.78,0,30.50,,,,,,,,,,,,,,,,,,,,6,0,,,,,,,,,,,,0,5.00
545358,Max Stassi,100,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,88,71,32,12,1,9,111,38,0,60,1,.182,329,.268,.307,.575,0,0,.---,12,1413,369,101,30,145,0,1,.243,1.24,0,36.56,,,,,,,,,,,,,,,,,,,,33,0,,,,,,,,,,,,8,3.65
547179,Michael Lorenzen,17,17,9,8,1,18,.944,1.00,1.68,91.2,17,1,0,1,109,77,48,18,0,11,78,41,0,78,4,.229,341,.318,.378,.696,1,3,.750,13,1559,,129,,,0,1,,1.42,0,,4.52,91.2,8,6,0,0,0,0,46,1.30,387,275,17,0,0,961,.620,4,0,3,0,.571,17.01,0,1.90,7.66,4.03,7.66,4.71,1.08,0,0,,
